Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,2.2574,0.2531,2.2267,0.2162,0.1385,0.2162,0.1641,0.0000,0.0000,0.0000,0.0000,0.0000,0.9303,0.2783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0778,0.2503,0.2001,0.3454,0.0000,0.0000,0.0000,0.0000,0.0000,0.6179,0.0000,0.0000,0.0000,0.0000,0.0000
2,1.9587,0.3177,1.9649,0.3014,0.2808,0.3014,0.2473,0.0453,0.0000,0.0000,0.0000,0.0000,0.8215,0.6280,0.2535,0.0000,0.0271,0.0000,0.0000,0.0000,0.0055,0.0000,0.1919,0.0723,0.4085,0.3879,0.2444,0.4687,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0000,0.3556,0.0000
3,1.7403,0.3852,1.8568,0.3484,0.3250,0.3484,0.3127,0.1821,0.0979,0.0000,0.0000,0.0000,0.8828,0.5901,0.2419,0.0000,0.0415,0.0000,0.0000,0.4667,0.1909,0.0000,0.3384,0.0540,0.3538,0.4932,0.0000,0.5525,0.1111,0.0000,0.0389,0.3362,0.0000,0.0000,0.0000,0.3093,0.0000
4,1.6526,0.4159,1.8693,0.3563,0.3446,0.3563,0.3134,0.1229,0.0192,0.0000,0.0370,0.0000,0.8429,0.6717,0.2527,0.0000,0.0106,0.0000,0.0000,0.5778,0.2596,0.0000,0.3485,0.0184,0.3123,0.4557,0.0000,0.6515,0.1259,0.0000,0.2389,0.4237,0.0000,0.0000,0.0000,0.4560,0.0000
5,1.5861,0.4373,1.7180,0.3940,0.3904,0.3940,0.3671,0.2736,0.1171,0.0222,0.1630,0.0000,0.9027,0.3594,0.3190,0.0000,0.2754,0.0000,0.0000,0.2000,0.1223,0.0406,0.3081,0.0448,0.5291,0.5314,0.3222,0.5808,0.2630,0.0035,0.3722,0.6944,0.0000,0.0000,0.0000,0.5573,0.0000
