Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.6733,0.3775,2.0691,0.3172,0.3632,0.3172,0.3160,0.4523,0.7168,0.0965,0.3902,0.2512,0.3766,0.1252,0.7355,0.1863,0.0533,0.5218,0.3486,0.3474,0.5685
2,1.3195,0.4897,1.9648,0.3558,0.4285,0.3558,0.3522,0.2803,0.6100,0.1174,0.5795,0.5181,0.3399,0.1616,0.7094,0.2010,0.0239,0.4569,0.4036,0.4381,0.7416
3,1.2532,0.5150,2.1113,0.3719,0.4217,0.3719,0.3722,0.2578,0.6601,0.2753,0.5426,0.3335,0.4133,0.1204,0.7118,0.2138,0.0865,0.7293,0.4493,0.4132,0.5191
4,1.2170,0.5289,2.1178,0.3762,0.4294,0.3762,0.3813,0.1803,0.7908,0.1813,0.5968,0.3427,0.3861,0.1910,0.6749,0.2999,0.2449,0.7220,0.3250,0.3292,0.5213
5,1.1955,0.5364,2.0956,0.3572,0.4062,0.3572,0.3594,0.1427,0.6427,0.1784,0.6321,0.2837,0.3651,0.2739,0.6463,0.2644,0.2566,0.3400,0.4052,0.3169,0.6607
6,1.1813,0.5419,2.0730,0.3981,0.4442,0.3981,0.4049,0.1413,0.6863,0.1954,0.6029,0.2805,0.4288,0.1621,0.7025,0.3473,0.3196,0.5945,0.4059,0.3524,0.5955
7,1.1717,0.5444,2.2217,0.3741,0.4248,0.3741,0.3779,0.2803,0.6688,0.2378,0.6054,0.2604,0.4337,0.1450,0.6980,0.2514,0.1667,0.3384,0.3698,0.3976,0.7438
8,1.1636,0.5484,2.2159,0.3962,0.4214,0.3962,0.4001,0.2495,0.6405,0.1652,0.4453,0.4613,0.4708,0.1883,0.7177,0.3481,0.0943,0.6549,0.4341,0.3724,0.8427
9,1.1596,0.5493,2.2018,0.3775,0.4385,0.3775,0.3802,0.1798,0.6623,0.1594,0.6315,0.2198,0.4373,0.2285,0.7015,0.2538,0.3578,0.5459,0.3827,0.3298,0.7663
10,1.1615,0.5467,2.3207,0.3838,0.4540,0.3838,0.3895,0.2376,0.7386,0.2451,0.6459,0.4174,0.3886,0.1664,0.7049,0.2819,0.1325,0.7002,0.3121,0.3477,0.6562
11,1.0987,0.5711,2.3755,0.4091,0.4616,0.4091,0.4127,0.1661,0.6340,0.1696,0.6765,0.1705,0.3884,0.1728,0.7034,0.3321,0.5059,0.5157,0.4115,0.4155,0.7326
12,1.0862,0.5758,2.4364,0.3952,0.4553,0.3952,0.3980,0.1252,0.6623,0.2481,0.6634,0.4732,0.3727,0.2349,0.7192,0.3013,0.0621,0.6739,0.3860,0.3893,0.7079
13,1.0838,0.5769,2.5369,0.3947,0.4649,0.3947,0.3975,0.1780,0.7124,0.2300,0.7238,0.3817,0.3753,0.1819,0.7108,0.3025,0.1491,0.5268,0.3926,0.3642,0.7034
14,1.0753,0.5790,2.4241,0.3944,0.4560,0.3944,0.3990,0.1601,0.7015,0.2329,0.7002,0.2875,0.3574,0.2606,0.6961,0.2979,0.2507,0.5168,0.4092,0.3918,0.6382
15,1.0882,0.5767,2.6165,0.3980,0.4493,0.3980,0.4069,0.1743,0.7168,0.2714,0.6338,0.3200,0.3856,0.1589,0.6956,0.3620,0.2419,0.5861,0.2830,0.3777,0.6090
