epoch,train_loss,train_pres_loss,train_type_loss,val_loss,val_pres_loss,val_type_loss,val_pres_f1,val_pres_acc,val_type_f1,val_type_acc
0,1.4287358696327919,0.3363266193582145,1.0924092502745772,1.2727390405543955,0.3295215173441287,0.9432175232102666,0.8337,0.7704,0.6022,0.6996
1,1.1704683379722212,0.3068528516855417,0.8636154862866794,1.1755519243488681,0.31054596623555447,0.8650059581133137,0.845,0.7811,0.611,0.6975
2,1.1429819972192576,0.3003190543986758,0.8426629428205819,1.1473331609921442,0.3021384368642876,0.8451947241278567,0.8445,0.7807,0.6111,0.6945
3,1.1403277774072136,0.2993271926353718,0.8410005847718418,1.1462576911059772,0.29955577057814664,0.8467019205278307,0.8468,0.7828,0.6113,0.6904
4,1.1399726968861386,0.2993424514244343,0.8406302454617043,1.139622252403534,0.2992012890422113,0.8404209633613227,0.8464,0.7825,0.6104,0.6919
5,1.139618021107479,0.2996449963799838,0.839973024727495,1.1365188006879219,0.29935772333118726,0.8371610773567347,0.8463,0.7823,0.6109,0.6936
6,1.1378570880434558,0.2995063518655711,0.8383507361778846,1.1377891477125173,0.29966883778241865,0.8381203099300987,0.8458,0.7819,0.6105,0.6919
7,1.1396871511120379,0.29930007489353655,0.8403870762185013,1.1372939978940335,0.2996339031864071,0.8376600947076264,0.8473,0.7832,0.6106,0.6924
8,1.1347040434414892,0.29926769550030047,0.8354363479411887,1.1330065317761535,0.2992292705335115,0.833777261242642,0.8472,0.7832,0.6106,0.6946
9,1.1371753601559909,0.29910090115089316,0.8380744590050978,1.136945708636762,0.2993068325222364,0.8376388761145256,0.8475,0.7834,0.6105,0.6925
10,1.1384955692038297,0.29940601622078084,0.8390895529830488,1.1360272225250498,0.2993583996210072,0.8366688229040425,0.8466,0.7827,0.6108,0.6929
11,1.1420923126787343,0.2988982668605977,0.8431940458181366,1.1396808994113572,0.2993018660188712,0.8403790333924861,0.8473,0.7833,0.6113,0.6907
12,1.1376621843332952,0.2988738406558252,0.8387883436774701,1.1379817001046897,0.2990957455621862,0.8388859545425035,0.8475,0.7835,0.6111,0.6917
13,1.1390663571952193,0.299554495975889,0.8395118612193302,1.1359754018175965,0.29977955910637766,0.8361958427112188,0.8462,0.7822,0.6109,0.6933
14,1.1394880583178775,0.2994231570620752,0.8400649012558024,1.1351200219997077,0.2995822092832951,0.8355378127164127,0.8468,0.7828,0.6108,0.6933
15,1.137248578058946,0.29852952628300106,0.838719051775945,1.1376187226778913,0.29901537274389717,0.8386033499339941,0.8471,0.7831,0.6108,0.6914
16,1.1385634849811423,0.2987629614711124,0.8398005235100299,1.1350431785689166,0.29871765728472344,0.8363255212841932,0.8477,0.7836,0.6106,0.694
17,1.1374110821387495,0.29895082266324396,0.8384602594755056,1.1379835810357513,0.2991699049677545,0.8388136760679968,0.8476,0.7835,0.6113,0.6917
18,1.1393755399263823,0.2996103909034628,0.8397651490229194,1.137118817696611,0.29916233897539385,0.8379564787212171,0.8479,0.7838,0.6109,0.692
19,1.1379450385703331,0.2993476523644728,0.8385973862058604,1.1384274173641469,0.29963495988925076,0.8387924574748962,0.8468,0.7828,0.6113,0.6936
20,1.1391292744037012,0.29923226030182776,0.8398970141018733,1.139882919861009,0.2994082759952281,0.8404746438657809,0.8476,0.7835,0.6121,0.6911
21,1.1359636018383725,0.2986489252955591,0.8373146765428133,1.13628467760588,0.29886382042205895,0.837420857183821,0.8472,0.7832,0.6117,0.6915
22,1.1384351411612028,0.29880752361105356,0.8396276175501493,1.1360962674888548,0.2991073904275234,0.8369888770613314,0.847,0.7831,0.611,0.6931
23,1.136343715677843,0.30002996712844,0.8363137485494032,1.1376433438541487,0.29949386892556484,0.8381494749285838,0.8472,0.7831,0.6109,0.6925
24,1.1391869704350237,0.2992246309072965,0.8399623395277271,1.1357132761101973,0.29941074867988227,0.8363025274303151,0.8469,0.7829,0.6107,0.6923
25,1.1417648558275137,0.29901165544828623,0.8427532003792274,1.1389880827589378,0.2991056997029735,0.8398823830559643,0.8473,0.7832,0.6103,0.6915
26,1.13714128084461,0.29892289543657785,0.8382183854080322,1.1365277826620932,0.2993951094777961,0.8371326731842971,0.8472,0.7832,0.6106,0.6938
27,1.1353545656887227,0.29880582369290865,0.836548741995814,1.1383007609613054,0.29905806353878117,0.8392426974225242,0.8465,0.7826,0.6111,0.6912
28,1.136339000428703,0.29925421757786597,0.8370847828508372,1.1344736580042958,0.2995812793847927,0.8348923786195032,0.8467,0.7827,0.611,0.6926
29,1.1371999887319713,0.29922687722770225,0.8379731115042689,1.1390248982860112,0.29946704980739264,0.8395578484786185,0.8476,0.7836,0.6113,0.6918
30,1.1359048534767697,0.29945462578487647,0.8364502276918933,1.137813198269239,0.29911728116614006,0.838695917103099,0.8474,0.7834,0.6107,0.6922
31,1.1331231398038586,0.29873653179138343,0.8343866080124751,1.1357691756906272,0.2992072065781358,0.8365619691124914,0.8468,0.7828,0.6109,0.6916
32,1.1405090412979733,0.2986773584502445,0.8418316828477288,1.1364946655949728,0.29892443289717147,0.8375702326978013,0.8466,0.7827,0.6107,0.6927
33,1.1391142179858462,0.2988271131439614,0.840287104841885,1.1375040704193538,0.2989787474233358,0.838525322996018,0.8477,0.7836,0.6112,0.6916
34,1.1370585919691334,0.29882701195835754,0.8382315800107759,1.1366819978750975,0.29914777761020817,0.8375342202648892,0.8471,0.7831,0.6109,0.693
35,1.1371538076223682,0.2990068997249047,0.8381469078974635,1.135380626055012,0.2993398227850156,0.8360408032699965,0.8469,0.7829,0.6109,0.6924
36,1.138729793639651,0.29867614422299815,0.8400536494166528,1.1378728808458494,0.29861589680087863,0.8392569840449706,0.8468,0.7828,0.6112,0.691
37,1.1388185536513593,0.2988095877973723,0.8400089658539871,1.1332111517148005,0.2987625037534085,0.834448647961392,0.8475,0.7834,0.611,0.6928
38,1.1382444062979216,0.2991070127613665,0.839137393536555,1.1376613712046615,0.29914331832420793,0.8385180528804536,0.847,0.783,0.611,0.6914
