epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,0.024986122809315444,0.0,81.95694028759272,0.4243543036457288,1.8005129334395042,0.8728,0.7968,0.5492,0.5804,0.022565855229597375,109.71099737416144,109.71099737416144,0.433962092977827,111.42687610957934,0.8514,0.7826,0.5651,0.6279,109.73356322939104
1,0.04,↑,0.033828337265919765,0.20596131638940054,10.298066048608675,0.41846897330411964,1.9583229170805536,0.8788,0.8101,0.6197,0.6333,0.027900306340914383,9.582020306068918,9.582020306068918,0.4274877586361507,11.26345536760662,0.8679,0.8005,0.5959,0.6545,9.609920612409832
2,0.06,↑,0.0310940037385989,0.22711864769851275,5.677966317924148,0.4211538512669749,1.998084171471008,0.8787,0.8101,0.631,0.6488,0.027517830183648544,7.130219634460366,7.130219634460366,0.4335903368647332,8.81671086601589,0.8722,0.799,0.6087,0.6837,7.157737464644015
3,0.08,↑,0.032017780753485124,0.24747241155953195,4.124540279636042,0.4248936788467226,2.056675680605511,0.8765,0.807,0.6326,0.6536,0.03033968138144068,4.095754168603731,4.095754168603731,0.4389491010781216,5.841226222722427,0.8747,0.8078,0.6535,0.705,4.126093849985172
4,0.1,↑,0.033473933671065804,0.2578107932072592,3.222634984767336,0.4258460018534988,2.1053833453473567,0.8732,0.8025,0.6285,0.6556,0.030696230950643836,3.7650181489146273,3.7650181489146273,0.44104695498295454,5.515186740004498,0.8771,0.805,0.6345,0.6946,3.795714379865271
5,0.12000000000000001,↑,0.03496556967034277,0.2624377385132288,2.6243773350038286,0.4284581962555843,2.1521026020552454,0.8694,0.797,0.6186,0.6499,0.03331047430148591,2.9019665899484055,2.9019665899484055,0.44586780238086765,4.670573887617691,0.8774,0.8045,0.6641,0.7241,2.9352770642498913
6,0.14,↑,0.03654275176764544,0.2625255110767352,2.1877126420093727,0.4314336891961569,2.1877680976550082,0.8628,0.7874,0.6057,0.6442,0.033919759064345904,2.466140197670978,2.466140197670978,0.4514581249297961,4.286262746738351,0.8803,0.8158,0.6303,0.693,2.500059956735324
7,0.16,↑,0.037891995918745154,0.2594963344390507,1.8535452399294217,0.4360486737339427,2.2222875024727347,0.8582,0.7807,0.5932,0.6348,0.03689607915104083,2.014926943118158,2.014926943118158,0.45457397992520227,3.855009181343991,0.8775,0.8053,0.671,0.7363,2.0518230222691987
8,0.18,↑,0.03979945718989771,0.25575072453589454,1.5984420627215394,0.4377414803401771,2.251689690188877,0.8527,0.773,0.5826,0.6266,0.03800693268725729,1.9553342885945155,1.9553342885945155,0.459521420461976,3.8181798173033674,0.8764,0.8028,0.6443,0.7211,1.9933412212817727
9,0.19999999999999998,↑,0.04211139421023408,0.24828695202367213,1.3793718993159139,0.4428565889624975,2.274010457077457,0.8473,0.7651,0.5713,0.6191,0.0392476262666447,1.5681563236791154,1.5681563236791154,0.4704180285334587,3.460536566765412,0.8821,0.8141,0.672,0.7378,1.6074039499457602
