Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.8886,0.3301,1.7029,0.3863,0.4267,0.3863,0.3429,0.0868,0.0000,0.0000,0.0000,0.0000,0.9916,0.6749,0.7241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4535,0.2250,0.3083,0.4403,0.0000,0.0000,0.0000,0.0000,0.0000,0.8127,0.0000,0.0000,0.0000,0.6302,0.0000
2,1.4347,0.4805,1.5556,0.4298,0.4356,0.4298,0.3900,0.1965,0.0000,0.0000,0.0000,0.0000,0.9954,0.6975,0.9006,0.0000,0.4725,0.0000,0.0600,0.0222,0.0000,0.0000,0.0121,0.2572,0.4909,0.4416,0.0222,0.0000,0.0000,0.0000,0.0000,0.7304,0.0000,0.0000,0.0000,0.6578,0.0000
3,1.3438,0.4993,1.4398,0.4510,0.4573,0.4510,0.4221,0.2569,0.0000,0.0000,0.0000,0.0000,0.9831,0.4688,0.8186,0.0000,0.4493,0.0821,0.0556,0.2222,0.3984,0.0522,0.0000,0.2423,0.6916,0.4525,0.0000,0.0566,0.0000,0.0000,0.0167,0.9206,0.0000,0.0000,0.0000,0.7902,0.0000
4,1.2939,0.5155,1.4060,0.4549,0.4814,0.4549,0.4325,0.2326,0.0000,0.0556,0.1111,0.0000,0.9854,0.4069,0.7630,0.0000,0.3227,0.0410,0.2244,0.0667,0.1168,0.0000,0.2313,0.4225,0.7904,0.5130,0.6111,0.0485,0.0000,0.0000,0.4722,0.7896,0.0000,0.0000,0.0000,0.8044,0.0444
5,1.2476,0.5307,1.3617,0.4799,0.4897,0.4799,0.4613,0.2995,0.0000,0.0444,0.0000,0.0000,0.9969,0.5758,0.8426,0.0000,0.2406,0.0957,0.1644,0.7556,0.2582,0.0000,0.2101,0.3662,0.5529,0.5921,0.0111,0.1354,0.0000,0.0000,0.4833,0.8704,0.0000,0.0020,0.0000,0.8098,0.2111
