Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.6404,0.5008,0.7198,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
2,0.6408,0.4996,0.7270,0.3915,0.6857,0.3915,0.2205,0.0074,0.0003,0.9999
3,0.6395,0.5014,0.7193,0.3916,0.7065,0.3916,0.2207,0.0098,0.0004,0.9999
4,0.6408,0.4993,0.7213,0.3917,0.5851,0.3917,0.2212,0.0055,0.0008,0.9995
5,0.6390,0.5024,0.7236,0.3920,0.5894,0.3920,0.2222,0.0083,0.0016,0.9990
6,0.6394,0.5015,0.7196,0.3924,0.5889,0.3924,0.2236,0.0107,0.0028,0.9983
7,0.6344,0.5040,0.7051,0.3930,0.5395,0.3930,0.2275,0.0041,0.0063,0.9944
8,0.6112,0.5086,0.6574,0.3945,0.5266,0.3945,0.2358,0.0012,0.0138,0.9865
9,0.5704,0.5139,0.6090,0.3956,0.5208,0.3956,0.2425,-0.0013,0.0201,0.9795
10,0.5453,0.5580,0.5814,0.6450,0.7195,0.6450,0.6433,0.3671,0.5130,0.8503
11,0.5716,0.5381,0.6322,0.3932,0.5326,0.3932,0.2288,0.0026,0.0075,0.9930
12,0.5625,0.5079,0.6032,0.3997,0.5282,0.3997,0.2596,0.0029,0.0362,0.9649
13,0.5456,0.5422,0.5873,0.6318,0.7221,0.6318,0.6267,0.3602,0.4767,0.8729
14,0.5381,0.6018,0.5910,0.5852,0.7018,0.5852,0.5704,0.3007,0.3920,0.8857
15,0.5250,0.6811,0.5595,0.7199,0.7384,0.7199,0.7232,0.4431,0.6949,0.7588
16,0.5188,0.6839,0.5938,0.3928,0.5650,0.3928,0.2254,0.0087,0.0044,0.9967
17,0.5154,0.6874,0.5686,0.6520,0.7248,0.6520,0.6507,0.3788,0.5226,0.8532
18,0.5141,0.6943,0.5703,0.6293,0.7250,0.6293,0.6231,0.3617,0.4672,0.8815
19,0.5096,0.6983,0.5455,0.7250,0.7436,0.7250,0.7282,0.4539,0.6984,0.7663
20,0.5053,0.7033,0.5474,0.7066,0.7395,0.7066,0.7099,0.4364,0.6469,0.7995
21,0.5029,0.7057,0.5492,0.7002,0.7399,0.7002,0.7031,0.4326,0.6264,0.8149
22,0.4998,0.7103,0.5497,0.6879,0.7390,0.6879,0.6898,0.4228,0.5932,0.8350
23,0.4974,0.7136,0.5572,0.6754,0.7374,0.6754,0.6760,0.4117,0.5626,0.8508
24,0.4938,0.7158,0.5388,0.7154,0.7463,0.7154,0.7186,0.4515,0.6588,0.8032
25,0.4922,0.7160,0.5324,0.7203,0.7481,0.7203,0.7236,0.4573,0.6703,0.7980
26,0.4908,0.7182,0.5377,0.7093,0.7463,0.7093,0.7123,0.4475,0.6401,0.8169
27,0.4895,0.7182,0.5319,0.7222,0.7499,0.7222,0.7255,0.4610,0.6724,0.7998
28,0.4868,0.7211,0.5261,0.7293,0.7512,0.7293,0.7326,0.4675,0.6928,0.7861
