Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0733,0.7678,0.2019,0.9439,0.9781,0.9439,0.9556,0.9862,0.9424
2,0.0175,0.9504,0.1072,0.9573,0.9802,0.9573,0.9648,0.9816,0.9564
3,0.0064,0.9835,0.0535,0.9819,0.9880,0.9819,0.9837,0.9962,0.9814
4,0.0055,0.9866,0.0475,0.9879,0.9910,0.9879,0.9888,0.9977,0.9876
5,0.0062,0.9854,0.0339,0.9897,0.9919,0.9897,0.9903,0.9931,0.9896
6,0.0052,0.9873,0.0568,0.9842,0.9891,0.9842,0.9856,0.9969,0.9837
7,0.0037,0.9902,0.1118,0.9717,0.9845,0.9717,0.9756,1.0000,0.9707
8,0.0031,0.9926,0.0148,0.9950,0.9956,0.9950,0.9952,0.9946,0.9950
9,0.0031,0.9924,0.0286,0.9930,0.9940,0.9930,0.9933,0.9893,0.9931
10,0.0029,0.9926,0.0220,0.9945,0.9950,0.9945,0.9947,0.9808,0.9950
11,0.0025,0.9937,0.0546,0.9832,0.9887,0.9832,0.9847,0.9985,0.9826
12,0.0019,0.9952,0.0190,0.9950,0.9955,0.9950,0.9951,0.9954,0.9949
13,0.0013,0.9967,0.0139,0.9967,0.9969,0.9967,0.9967,0.9923,0.9968
14,0.0010,0.9976,0.0120,0.9974,0.9975,0.9974,0.9974,0.9831,0.9979
15,0.0014,0.9970,0.0224,0.9937,0.9946,0.9937,0.9940,0.9923,0.9938
16,0.0008,0.9981,0.0094,0.9980,0.9981,0.9980,0.9980,0.9854,0.9985
17,0.0011,0.9975,0.0194,0.9958,0.9961,0.9958,0.9959,0.9854,0.9962
18,0.0008,0.9982,0.0137,0.9968,0.9970,0.9968,0.9969,0.9885,0.9971
19,0.0010,0.9978,0.0118,0.9979,0.9979,0.9979,0.9979,0.9824,0.9984
20,0.0010,0.9977,0.0155,0.9970,0.9972,0.9970,0.9971,0.9854,0.9974
21,0.0007,0.9984,0.0123,0.9978,0.9979,0.9978,0.9978,0.9900,0.9981
22,0.0005,0.9990,0.0118,0.9972,0.9973,0.9972,0.9972,0.9893,0.9975
23,0.0005,0.9987,0.0082,0.9979,0.9980,0.9979,0.9979,0.9870,0.9983
24,0.0004,0.9991,0.0081,0.9987,0.9987,0.9987,0.9987,0.9862,0.9992
25,0.0004,0.9990,0.0104,0.9986,0.9986,0.9986,0.9986,0.9824,0.9992
26,0.0006,0.9987,0.0093,0.9984,0.9984,0.9984,0.9984,0.9847,0.9989
27,0.0004,0.9991,0.0083,0.9987,0.9987,0.9987,0.9987,0.9824,0.9993
28,0.0004,0.9991,0.0082,0.9986,0.9986,0.9986,0.9986,0.9877,0.9990
29,0.0003,0.9994,0.0100,0.9981,0.9982,0.9981,0.9981,0.9893,0.9984
30,0.0003,0.9993,0.0104,0.9986,0.9986,0.9986,0.9986,0.9854,0.9990
31,0.0003,0.9994,0.0092,0.9990,0.9990,0.9990,0.9990,0.9839,0.9995
32,0.0002,0.9996,0.0204,0.9969,0.9971,0.9969,0.9969,0.9893,0.9972
33,0.0004,0.9992,0.0092,0.9988,0.9988,0.9988,0.9988,0.9854,0.9993
34,0.0003,0.9994,0.0101,0.9988,0.9988,0.9988,0.9988,0.9839,0.9993
35,0.0003,0.9993,0.0113,0.9972,0.9973,0.9972,0.9972,0.9870,0.9976
36,0.0002,0.9994,0.0081,0.9988,0.9988,0.9988,0.9988,0.9862,0.9993
37,0.0002,0.9996,0.0087,0.9988,0.9988,0.9988,0.9988,0.9870,0.9992
38,0.0002,0.9996,0.0101,0.9988,0.9988,0.9988,0.9988,0.9862,0.9993
39,0.0002,0.9996,0.0121,0.9986,0.9986,0.9986,0.9986,0.9877,0.9990
