Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.0499,0.8381,0.3205,0.8716,0.9265,0.8716,0.8913
2,1.00e-03,0.0362,0.8849,0.6141,0.7771,0.9397,0.7771,0.8266
3,1.00e-03,0.0318,0.8991,0.3392,0.8703,0.9478,0.8703,0.8941
4,1.00e-03,0.0286,0.9088,0.3501,0.8638,0.9471,0.8638,0.8894
5,1.00e-03,0.0263,0.9159,0.3966,0.8565,0.9469,0.8565,0.8842
6,1.00e-03,0.0249,0.9209,0.4555,0.8435,0.9458,0.8435,0.8749
7,1.00e-03,0.0232,0.9257,0.3553,0.8827,0.9508,0.8827,0.9034
8,1.00e-03,0.0216,0.9310,0.3823,0.8674,0.9487,0.8674,0.8922
9,1.00e-03,0.0208,0.9334,0.3261,0.8842,0.9508,0.8842,0.9044
10,1.00e-03,0.0197,0.9370,0.3983,0.8624,0.9474,0.8624,0.8885
11,1.00e-03,0.0188,0.9402,0.3149,0.8923,0.9518,0.8923,0.9104
12,1.00e-03,0.0179,0.9429,0.2158,0.9175,0.9556,0.9175,0.9290
13,1.00e-03,0.0168,0.9470,0.3852,0.8873,0.9514,0.8873,0.9067
14,1.00e-03,0.0161,0.9490,0.2526,0.9172,0.9559,0.9172,0.9288
15,1.00e-03,0.0155,0.9517,0.2330,0.9241,0.9563,0.9241,0.9339
16,1.00e-03,0.0148,0.9533,0.2569,0.9198,0.9563,0.9198,0.9308
17,1.00e-03,0.0144,0.9549,0.2463,0.9206,0.9567,0.9206,0.9314
18,1.00e-03,0.0134,0.9578,0.2317,0.9300,0.9576,0.9300,0.9384
19,1.00e-03,0.0133,0.9585,0.1804,0.9383,0.9588,0.9383,0.9447
20,1.00e-03,0.0125,0.9610,0.1992,0.9371,0.9593,0.9371,0.9439
21,1.00e-03,0.0122,0.9621,0.1913,0.9384,0.9596,0.9384,0.9449
22,1.00e-03,0.0119,0.9635,0.2459,0.9257,0.9574,0.9257,0.9352
23,1.00e-03,0.0114,0.9648,0.1515,0.9518,0.9619,0.9518,0.9551
24,1.00e-03,0.0108,0.9671,0.2374,0.9331,0.9574,0.9331,0.9406
25,1.00e-03,0.0104,0.9679,0.2300,0.9341,0.9585,0.9341,0.9415
26,1.00e-03,0.0103,0.9686,0.2000,0.9414,0.9607,0.9414,0.9473
27,1.00e-03,0.0101,0.9691,0.2500,0.9318,0.9586,0.9318,0.9399
28,5.00e-04,0.0071,0.9780,0.1816,0.9497,0.9613,0.9497,0.9535
29,5.00e-04,0.0065,0.9803,0.1736,0.9548,0.9623,0.9548,0.9574
30,5.00e-04,0.0063,0.9811,0.1724,0.9542,0.9621,0.9542,0.9569
