Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8274,0.5460,1.1901,0.5040,0.5171,0.5040,0.4623,0.0836,0.0531,0.7658,0.3734
2,0.6835,0.6381,1.0990,0.5585,0.5577,0.5585,0.5222,0.0568,0.1260,0.7866,0.4933
3,0.6652,0.6529,1.0949,0.5427,0.5292,0.5427,0.5060,0.0017,0.1498,0.6818,0.6022
4,0.6551,0.6610,1.1383,0.5504,0.5371,0.5504,0.5006,0.0177,0.1163,0.8237,0.4320
5,0.6447,0.6678,1.0791,0.5481,0.5413,0.5481,0.5167,0.0334,0.1628,0.7184,0.5551
6,0.6371,0.6717,1.0728,0.5551,0.5349,0.5551,0.5097,0.0083,0.1362,0.7916,0.4878
7,0.6210,0.6825,1.1270,0.5629,0.5550,0.5629,0.4959,0.0054,0.1481,0.9218,0.3282
8,0.6171,0.6842,1.1144,0.5713,0.5582,0.5713,0.5275,0.0285,0.1791,0.8390,0.4529
9,0.6118,0.6874,1.1371,0.5564,0.5503,0.5564,0.5242,0.0362,0.1546,0.7257,0.5702
10,0.6091,0.6897,1.1296,0.5278,0.5468,0.5278,0.5004,0.0207,0.1584,0.5842,0.6861
11,0.6076,0.6910,1.1264,0.5454,0.5370,0.5454,0.5114,0.0213,0.1653,0.7166,0.5524
12,0.6036,0.6929,1.1199,0.5769,0.5552,0.5769,0.5380,0.0182,0.2048,0.7926,0.5303
13,0.6023,0.6939,1.1207,0.5618,0.5404,0.5618,0.5196,0.0151,0.1929,0.8057,0.4718
14,0.6007,0.6934,1.0956,0.5652,0.5580,0.5652,0.5382,0.0626,0.2034,0.7366,0.5613
15,0.5968,0.6958,1.1511,0.5748,0.5706,0.5748,0.5137,0.0116,0.2013,0.9250,0.3436
16,0.5975,0.6961,1.1422,0.5706,0.5529,0.5706,0.5295,0.0271,0.1952,0.8226,0.4701
17,0.5933,0.6980,1.1887,0.5539,0.5537,0.5539,0.5316,0.1073,0.1973,0.7279,0.5292
18,0.5937,0.6976,1.0612,0.5794,0.5557,0.5794,0.5419,0.0160,0.2175,0.7837,0.5474
19,0.5900,0.6995,1.0891,0.5649,0.5491,0.5649,0.5330,0.0188,0.2104,0.7183,0.5967
20,0.5905,0.7003,1.1448,0.5677,0.5601,0.5677,0.5347,0.0615,0.1602,0.7834,0.5149
21,0.5871,0.7006,1.1054,0.5769,0.5558,0.5769,0.5272,0.0129,0.2216,0.8728,0.4165
22,0.5866,0.7008,1.1362,0.5688,0.5463,0.5688,0.5268,0.0195,0.1769,0.8077,0.4922
23,0.5782,0.7054,1.1153,0.5761,0.5512,0.5761,0.5326,0.0201,0.2323,0.8448,0.4481
24,0.5790,0.7064,1.1201,0.5680,0.5523,0.5680,0.5285,0.0394,0.1980,0.8196,0.4626
25,0.5758,0.7080,1.1416,0.5774,0.5708,0.5774,0.5198,0.0170,0.2102,0.9166,0.3590
26,0.5790,0.7071,1.1818,0.5818,0.5538,0.5818,0.5356,0.0077,0.2095,0.8429,0.4767
