Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9531,0.2764,23.1088,0.4286,0.1837,0.4286,0.2572,0.0000,0.0000,0.0000,0.0000,1.0000
2,0.8406,0.3647,6.9554,0.4288,0.4272,0.4288,0.2593,0.0042,0.0000,0.0000,0.0027,0.9978
3,0.7550,0.4362,10.8486,0.4304,0.4988,0.4304,0.2632,0.0250,0.0000,0.0000,0.0069,0.9972
4,0.7164,0.4649,15.9934,0.4294,0.5209,0.4294,0.2596,0.0187,0.0000,0.0000,0.0027,0.9992
5,0.6770,0.4929,1.8059,0.4416,0.6006,0.4416,0.2746,0.0507,0.0000,0.0000,0.9997,0.0081
6,0.6541,0.5076,21.9194,0.4303,0.4378,0.4303,0.2689,0.0140,0.0000,0.0000,0.0147,0.9890
7,0.6204,0.5316,9.6670,0.4418,0.5274,0.4418,0.2770,0.0407,0.0000,0.0000,0.9969,0.0113
8,0.6050,0.5399,2.4479,0.4314,0.5800,0.4314,0.2641,0.0418,0.0000,0.0000,0.0076,0.9989
9,0.5590,0.5719,33.6521,0.4268,0.3800,0.4268,0.2707,-0.0129,0.0000,0.0000,0.0194,0.9760
10,0.4457,0.6481,14.1872,0.4198,0.3359,0.4198,0.2845,-0.0362,0.0000,0.0000,0.0444,0.9342
11,0.5145,0.5997,11.9862,0.4300,0.4394,0.4300,0.2663,0.0131,0.0000,0.0000,0.0113,0.9917
12,0.5262,0.5917,19.1242,0.4295,0.4315,0.4295,0.2646,0.0093,0.0000,0.0000,0.0093,0.9927
13,0.5221,0.5901,4.1897,0.4312,0.5028,0.4312,0.2656,0.0303,0.0000,0.0000,0.0097,0.9961
14,0.4932,0.6099,6.4605,0.4253,0.4991,0.4253,0.2956,-0.0141,0.0053,0.0009,0.0576,0.9324
15,0.4639,0.6287,4.1139,0.1018,0.8004,0.1018,0.0607,0.0517,0.8748,0.3216,0.0130,0.0372
16,0.4369,0.6464,4.2757,0.4305,0.5477,0.4305,0.2620,0.0319,0.0000,0.0000,0.0053,0.9990
17,0.4315,0.6502,3.2636,0.0996,0.5422,0.0996,0.0733,0.0367,0.0000,0.9784,0.0223,0.0599
18,0.4069,0.6665,8.8780,0.4301,0.4780,0.4301,0.2631,0.0203,0.0000,0.0000,0.0069,0.9966
19,0.4152,0.6585,8.3520,0.1382,0.6802,0.1382,0.1233,0.0814,0.9974,0.0000,0.0080,0.1573
20,0.3936,0.6728,14.0781,0.4261,0.3921,0.4261,0.2682,-0.0122,0.0000,0.0009,0.0161,0.9777
21,0.3695,0.6889,7.3145,0.4199,0.3615,0.4199,0.3186,-0.0275,0.0000,0.0000,0.1091,0.8683
22,0.3590,0.6954,5.0526,0.0921,0.6461,0.0921,0.0556,0.0479,0.9921,0.0000,0.0066,0.0519
23,0.3708,0.6877,30.1133,0.4262,0.3486,0.4262,0.2624,-0.0226,0.0000,0.0000,0.0084,0.9859
24,0.3847,0.6785,4.2061,0.4415,0.4279,0.4415,0.3299,0.0395,0.0000,0.0000,0.1062,0.9216
25,0.3751,0.6830,7.0958,0.4399,0.5674,0.4399,0.3118,0.0657,0.0061,0.0694,0.0606,0.9530
26,0.3711,0.6860,2.0623,0.4600,0.5936,0.4600,0.3722,0.2403,0.9851,0.0333,0.0859,0.8252
27,0.3841,0.6784,6.9053,0.4277,0.3880,0.4277,0.2974,-0.0056,0.0000,0.0000,0.0602,0.9364
28,0.3731,0.6845,4.5579,0.3998,0.3746,0.3998,0.3625,-0.0602,0.0000,0.0009,0.3204,0.6052
29,0.3469,0.7002,5.1200,0.4479,0.4887,0.4479,0.3337,0.0612,0.0210,0.0036,0.0993,0.9396
30,0.3272,0.7128,4.5261,0.4711,0.6090,0.4711,0.3381,0.1845,0.4396,0.0000,0.9675,0.0407
31,0.3181,0.7175,2.5309,0.2192,0.6021,0.2192,0.2430,0.1010,0.9194,0.1144,0.2287,0.1153
32,0.3180,0.7182,5.6678,0.4303,0.4677,0.4303,0.2812,0.0213,0.0000,0.0216,0.0287,0.9713
33,0.3176,0.7185,4.3398,0.4341,0.5356,0.4341,0.2888,0.0336,0.0053,0.0054,0.0390,0.9714
34,0.3162,0.7187,5.2079,0.4306,0.4970,0.4306,0.2906,0.0259,0.0009,0.0297,0.0409,0.9583
35,0.3153,0.7187,2.0422,0.4803,0.5752,0.4803,0.3973,0.1964,0.4781,0.1757,0.1066,0.9094
36,0.3154,0.7202,2.2878,0.3102,0.6386,0.3102,0.3444,0.2013,0.9448,0.3000,0.1516,0.3740
37,0.3305,0.7105,6.0091,0.4288,0.3712,0.4288,0.3679,-0.0045,0.0000,0.0000,0.2346,0.7605
38,0.3308,0.7102,1.0991,0.5013,0.6278,0.5013,0.4560,0.2979,0.8975,0.3829,0.1750,0.7907
39,0.3308,0.7105,1.1969,0.5451,0.6324,0.5451,0.5451,0.3496,0.9413,0.3532,0.3617,0.6997
40,0.3299,0.7107,7.6449,0.4292,0.3885,0.4292,0.3396,-0.0017,0.0000,0.0000,0.1454,0.8528
41,0.3190,0.7166,3.3016,0.4030,0.4165,0.4030,0.3694,-0.0490,0.0692,0.0081,0.3022,0.6191
42,0.3102,0.7219,2.6644,0.4468,0.5681,0.4468,0.3278,0.1043,0.1786,0.0748,0.0548,0.9469
43,0.3076,0.7243,6.8628,0.4144,0.3731,0.4144,0.3195,-0.0387,0.0000,0.0135,0.1148,0.8474
44,0.3114,0.7213,2.5732,0.4795,0.5673,0.4795,0.3985,0.1932,0.4352,0.1775,0.1155,0.9051
45,0.3184,0.7169,4.6291,0.4295,0.3687,0.4295,0.3565,-0.0023,0.0000,0.0000,0.1920,0.8059
46,0.3166,0.7176,1.0690,0.5215,0.6476,0.5215,0.4925,0.3270,0.8879,0.4360,0.2278,0.7771
47,0.3148,0.7186,3.0627,0.4232,0.4221,0.4232,0.3579,-0.0057,0.0534,0.0441,0.1755,0.7928
48,0.3156,0.7177,0.9812,0.5578,0.6467,0.5578,0.5510,0.3669,0.8538,0.5604,0.3375,0.7360
49,0.3232,0.7140,1.5515,0.4833,0.4990,0.4833,0.4659,0.1534,0.3967,0.2748,0.3070,0.7091
50,0.3197,0.7152,1.3544,0.5025,0.5810,0.5025,0.4618,0.2546,0.5911,0.4802,0.1982,0.8031
51,0.3211,0.7152,1.1358,0.5131,0.5782,0.5131,0.4990,0.2688,0.5744,0.5703,0.2941,0.7186
52,0.3186,0.7157,1.0466,0.5510,0.6206,0.5510,0.5540,0.3504,0.8074,0.5739,0.3882,0.6735
53,0.3242,0.7144,1.0380,0.5222,0.5849,0.5222,0.4993,0.2964,0.6743,0.5964,0.2664,0.7484
54,0.3184,0.7160,1.0365,0.5284,0.6469,0.5284,0.5021,0.3349,0.8494,0.5252,0.2394,0.7739
55,0.3233,0.7130,1.1154,0.4973,0.6255,0.4973,0.4507,0.2889,0.8546,0.4054,0.1685,0.7913
56,0.3230,0.7137,1.0587,0.5748,0.6532,0.5748,0.5815,0.3888,0.8240,0.6333,0.4180,0.6870
57,0.3263,0.7127,1.0017,0.5383,0.6270,0.5383,0.5221,0.3394,0.7828,0.6099,0.2860,0.7469
58,0.3177,0.7162,1.0143,0.5296,0.5881,0.5296,0.5153,0.3060,0.6445,0.6730,0.3030,0.7213
59,0.3262,0.7112,1.0736,0.5136,0.6509,0.5136,0.4763,0.3195,0.8380,0.5387,0.1947,0.7848
60,0.3216,0.7137,1.0089,0.5251,0.6497,0.5251,0.4934,0.3318,0.8231,0.5811,0.2203,0.7812
61,0.3119,0.7194,1.0093,0.5377,0.6454,0.5377,0.5186,0.3458,0.8345,0.5838,0.2687,0.7589
62,0.3121,0.7214,1.4623,0.4978,0.5385,0.4978,0.4751,0.2039,0.3844,0.4387,0.2713,0.7564
63,0.3164,0.7165,1.0462,0.5249,0.6510,0.5249,0.4893,0.3305,0.7644,0.6523,0.2076,0.7922
64,0.3175,0.7170,1.0331,0.5239,0.6151,0.5239,0.4953,0.3178,0.6918,0.7180,0.2349,0.7634
65,0.3204,0.7135,1.4728,0.4911,0.5435,0.4911,0.4568,0.2022,0.3599,0.4577,0.2235,0.7906
66,0.3245,0.7096,1.0006,0.5530,0.6238,0.5530,0.5517,0.3528,0.7627,0.6306,0.3665,0.6989
67,0.3154,0.7211,1.0331,0.5193,0.6351,0.5193,0.4892,0.3173,0.8415,0.4685,0.2257,0.7765
68,0.3059,0.7230,1.0240,0.5247,0.6424,0.5247,0.4935,0.3297,0.7706,0.6667,0.2200,0.7757
69,0.3055,0.7241,0.9775,0.5421,0.6119,0.5421,0.5339,0.3355,0.7040,0.6892,0.3281,0.7129
70,0.3181,0.7136,0.9971,0.5371,0.6090,0.5371,0.5256,0.3300,0.7539,0.6315,0.3104,0.7204
71,0.3105,0.7214,1.0345,0.5341,0.5738,0.5341,0.5345,0.3012,0.6655,0.6198,0.3990,0.6383
