Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.5380,0.4293,1.9191,0.3318,0.4011,0.3318,0.3271,0.3775,0.6057,0.0361,0.4897,0.4310,0.3873,0.0465,0.7690,0.1601,0.0503,0.8356,0.3479,0.3232,0.8022
2,1.2368,0.5256,1.8152,0.3596,0.4382,0.3596,0.3629,0.4216,0.5272,0.0726,0.6212,0.4001,0.4005,0.1498,0.6970,0.2405,0.0210,0.6046,0.4367,0.2836,0.6022
3,1.1529,0.5558,1.8018,0.3752,0.4354,0.3752,0.3770,0.3344,0.5643,0.1506,0.6061,0.4299,0.4417,0.1182,0.7355,0.2482,0.0601,0.6739,0.3731,0.3389,0.5169
4,1.1017,0.5731,1.8503,0.3781,0.4413,0.3781,0.3791,0.2491,0.5686,0.1209,0.6184,0.4093,0.4315,0.1637,0.7552,0.2262,0.1158,0.6258,0.3837,0.3946,0.6809
5,1.0702,0.5834,1.8850,0.3839,0.4414,0.3839,0.3837,0.2069,0.5882,0.1496,0.6727,0.3817,0.3594,0.1578,0.7645,0.2549,0.1447,0.7405,0.3602,0.4123,0.5079
6,1.0413,0.5925,1.8902,0.3787,0.4455,0.3787,0.3832,0.3817,0.6144,0.1252,0.6728,0.2680,0.4261,0.2012,0.7350,0.2805,0.1124,0.4938,0.3313,0.3254,0.5034
7,1.0227,0.5988,1.8989,0.3801,0.4376,0.3801,0.3810,0.3555,0.4684,0.1520,0.6689,0.3411,0.4175,0.1407,0.7419,0.2605,0.0865,0.5117,0.2740,0.4023,0.5326
8,1.0057,0.6037,1.9715,0.3911,0.4353,0.3911,0.3957,0.4174,0.5686,0.1330,0.5517,0.3931,0.4319,0.1407,0.7562,0.2883,0.1007,0.6823,0.2833,0.4376,0.4517
9,0.9871,0.6096,1.9642,0.3836,0.4383,0.3836,0.3856,0.3161,0.4771,0.1399,0.6639,0.3649,0.3892,0.1680,0.7315,0.2742,0.0860,0.7220,0.2952,0.3941,0.4157
10,0.9730,0.6134,1.9903,0.3809,0.4375,0.3809,0.3851,0.3161,0.5272,0.1467,0.6329,0.2350,0.4293,0.1744,0.7241,0.2518,0.2727,0.5677,0.2856,0.4017,0.5708
11,0.9585,0.6188,1.9763,0.3848,0.4444,0.3848,0.3910,0.2628,0.4662,0.1282,0.6599,0.1825,0.4136,0.1798,0.7310,0.2862,0.3299,0.6057,0.2810,0.3869,0.4292
12,0.9450,0.6221,2.0348,0.3813,0.4357,0.3813,0.3853,0.3009,0.5163,0.1296,0.6002,0.3249,0.4133,0.2483,0.7271,0.2597,0.1139,0.6443,0.2790,0.4365,0.4697
13,0.8763,0.6432,2.1466,0.3836,0.4322,0.3836,0.3899,0.2922,0.5163,0.1559,0.5967,0.2398,0.4011,0.2558,0.7463,0.2939,0.1882,0.5582,0.2667,0.4269,0.4787
14,0.8498,0.6518,2.1950,0.3841,0.4339,0.3841,0.3901,0.2353,0.4270,0.1672,0.6172,0.2458,0.3942,0.1803,0.7586,0.2901,0.2752,0.5537,0.3072,0.4235,0.4315
15,0.8294,0.6574,2.2017,0.3772,0.4263,0.3772,0.3849,0.1872,0.4619,0.1501,0.5686,0.2685,0.4215,0.2333,0.7271,0.2826,0.2615,0.4855,0.2720,0.4347,0.4876
16,0.8147,0.6617,2.2982,0.3810,0.4391,0.3810,0.3909,0.2271,0.4989,0.1774,0.5660,0.3281,0.4383,0.2215,0.7207,0.2762,0.1593,0.6264,0.2584,0.4223,0.5461
