Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.9090,0.3328,1.8849,0.3439,0.3387,0.3439,0.3009,0.0759,0.0000,0.0000,0.0000,0.0000,0.9556,0.5990,0.3281,0.0000,0.0019,0.4017,0.0000,0.0000,0.0824,0.0019,0.0091,0.0000,0.2673,0.3895,0.0000,0.4000,0.0000,0.0000,0.0000,0.8000,0.0000,0.0000,0.0134,0.5342,0.0000
2,1.6260,0.4212,1.8767,0.3442,0.3429,0.3442,0.2990,0.4314,0.0000,0.0000,0.0000,0.0000,0.9579,0.1528,0.0671,0.0000,0.0638,0.7009,0.0000,0.4667,0.0920,0.0000,0.0384,0.1033,0.6095,0.4249,0.0222,0.0545,0.0000,0.0000,0.0000,0.8494,0.0000,0.0000,0.0000,0.0978,0.0000
3,1.5356,0.4458,1.9532,0.3723,0.3495,0.3723,0.3296,0.4397,0.0000,0.0222,0.0000,0.0048,0.9326,0.4270,0.0613,0.0000,0.0029,0.0325,0.0000,0.2889,0.0069,0.0000,0.0697,0.0011,0.3983,0.5612,0.3222,0.1889,0.1667,0.0000,0.0000,0.8188,0.0000,0.0000,0.0000,0.0320,0.0111
4,1.4736,0.4647,1.9473,0.3925,0.3656,0.3925,0.3529,0.3891,0.0664,0.0556,0.0000,0.0000,0.9701,0.5278,0.0713,0.0000,0.0203,0.1009,0.0000,0.8222,0.0000,0.0000,0.0939,0.0046,0.5062,0.4966,0.0000,0.2111,0.0000,0.0000,0.0111,0.7988,0.0000,0.0000,0.0000,0.0516,0.2889
5,1.4201,0.4801,1.7467,0.3954,0.4176,0.3954,0.3577,0.2450,0.0402,0.0556,0.0296,0.0476,0.9540,0.6216,0.0472,0.0000,0.1594,0.0137,0.0000,0.7111,0.0220,0.0000,0.0343,0.0310,0.5149,0.4567,0.2556,0.3606,0.0815,0.0000,0.0611,0.8017,0.0000,0.0303,0.0000,0.0871,0.3111
