epoch,train_pres_loss,train_type_loss,val_pres_acc,val_pres_f1,val_type_acc,val_type_f1
0,0.6883088514142752,1.001369578923912,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
1,0.6843688126100539,0.9534099725965113,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
2,0.6843666171282772,0.9526129999414366,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
3,0.6843710319826557,0.9521831850363311,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
4,0.6843715673806847,0.9522928156577991,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
5,0.6843674254602979,0.952076183043484,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
6,0.684366098082706,0.9519719722953671,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
7,0.6843649199454543,0.9516417104454894,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
8,0.6843666209554482,0.9513109286351277,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
9,0.6843631675843612,0.9515911171390178,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
10,0.6843554972764698,0.9509875442179947,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
11,0.6843662144892694,0.9511482105643256,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
12,0.6843534857244082,0.9513263779838025,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
13,0.6843589084906883,0.9513974396129155,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
14,0.6843586014149807,0.9511077040827554,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
15,0.684358737608147,0.9513871638649362,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
16,0.6843551923334116,0.9508908249316197,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
17,0.6843582532455078,0.9510782660052475,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
18,0.6843583937039724,0.9508104362290378,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
19,0.6843616156020869,0.9507147637705792,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
20,0.6843613901920234,0.9507961935925363,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
21,0.6843572957504634,0.9510869834632077,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
22,0.6843515234101258,0.9513495224010053,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
23,0.6843519623299417,0.95089693683996,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
24,0.6843583459416515,0.9511891838254548,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
25,0.6843492755721342,0.9505918323188302,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
