Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.2908,0.5158,10.3251,0.0773,0.5722,0.0773,0.0711,0.0000,0.0588,0.0814,0.0021,0.0000,0.0029,0.0241,0.9714,0.1123,0.0147,0.0000,0.0086,0.0507,0.0067
2,1.0585,0.5952,6.3506,0.2169,0.4381,0.2169,0.1910,0.0000,0.0523,0.3952,0.0047,0.0005,0.0557,0.0401,0.8990,0.4701,0.0220,0.0000,0.0070,0.2864,0.0157
3,0.9790,0.6230,2.7412,0.2550,0.3689,0.2550,0.2285,0.0000,0.0458,0.0356,0.0739,0.0395,0.1829,0.0712,0.6448,0.5793,0.0362,0.0481,0.0050,0.3041,0.0382
4,0.9295,0.6406,11.5606,0.0887,0.6010,0.0887,0.0954,0.0000,0.0414,0.0487,0.0216,0.0000,0.0467,0.0209,0.9823,0.0832,0.0137,0.0000,0.0063,0.1168,0.0067
5,0.8914,0.6547,10.5193,0.0818,0.5234,0.0818,0.0832,0.0000,0.0458,0.0419,0.0140,0.0054,0.0546,0.0637,0.9660,0.0866,0.0112,0.0000,0.0036,0.0602,0.0270
6,0.8589,0.6668,14.9239,0.2202,0.4862,0.2202,0.1677,0.0000,0.1895,0.6871,0.0044,0.0060,0.0088,0.0326,0.5424,0.6428,0.0098,0.0000,0.0000,0.1064,0.0067
7,0.8325,0.6770,15.3494,0.2773,0.4723,0.2773,0.1762,0.0005,0.3333,0.0999,0.0448,0.0032,0.0635,0.0086,0.8483,0.8930,0.0064,0.0000,0.0000,0.0762,0.0067
8,0.7730,0.7002,5.1408,0.2013,0.4449,0.2013,0.2168,0.0000,0.1983,0.0716,0.0608,0.0563,0.1614,0.0556,0.9310,0.3724,0.0371,0.0006,0.0480,0.2105,0.0652
9,0.7519,0.7086,9.1839,0.2369,0.4760,0.2369,0.2236,0.0000,0.0153,0.7875,0.0490,0.0097,0.1452,0.0187,0.2946,0.6109,0.0313,0.0000,0.0000,0.1323,0.0045
10,0.7354,0.7159,15.5807,0.1405,0.5118,0.1405,0.1571,0.0009,0.0741,0.8728,0.0053,0.0027,0.0354,0.0112,0.4788,0.2082,0.0670,0.0000,0.0000,0.1932,0.0090
11,0.7191,0.7229,10.1741,0.2278,0.4573,0.2278,0.2009,0.0009,0.5926,0.3304,0.1025,0.0076,0.0617,0.0150,0.3719,0.6470,0.0332,0.0000,0.0000,0.1208,0.0472
