Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.0311,0.9046,0.4502,0.8472,0.9464,0.8472,0.8775
2,1.00e-03,0.0252,0.9177,0.2934,0.8827,0.9513,0.8827,0.9034
3,1.00e-03,0.0230,0.9251,0.2987,0.8747,0.9505,0.8747,0.8976
4,1.00e-03,0.0219,0.9280,0.3263,0.8826,0.9517,0.8826,0.9034
5,1.00e-03,0.0210,0.9318,0.2571,0.9057,0.9553,0.9057,0.9205
6,1.00e-03,0.0201,0.9350,0.2326,0.9131,0.9571,0.9131,0.9261
7,1.00e-03,0.0192,0.9382,0.2848,0.9031,0.9547,0.9031,0.9185
8,1.00e-03,0.0187,0.9398,0.2295,0.9086,0.9567,0.9086,0.9228
9,1.00e-03,0.0180,0.9419,0.2895,0.8986,0.9545,0.8986,0.9152
10,1.00e-03,0.0173,0.9443,0.2135,0.9219,0.9594,0.9219,0.9329
11,1.00e-03,0.0169,0.9456,0.1866,0.9263,0.9595,0.9263,0.9361
12,1.00e-03,0.0168,0.9461,0.2071,0.9341,0.9625,0.9341,0.9423
13,1.00e-03,0.0163,0.9480,0.1661,0.9399,0.9641,0.9399,0.9468
14,1.00e-03,0.0160,0.9489,0.1932,0.9362,0.9634,0.9362,0.9440
15,1.00e-03,0.0158,0.9492,0.2062,0.9340,0.9626,0.9340,0.9422
16,1.00e-03,0.0154,0.9511,0.1883,0.9400,0.9644,0.9400,0.9470
17,1.00e-03,0.0152,0.9517,0.1780,0.9415,0.9649,0.9415,0.9481
18,1.00e-03,0.0150,0.9525,0.1708,0.9439,0.9656,0.9439,0.9501
19,1.00e-03,0.0148,0.9531,0.1670,0.9465,0.9665,0.9465,0.9522
20,1.00e-03,0.0145,0.9539,0.1684,0.9440,0.9659,0.9440,0.9502
21,1.00e-03,0.0143,0.9550,0.1989,0.9349,0.9630,0.9349,0.9430
22,1.00e-03,0.0143,0.9547,0.2173,0.9333,0.9628,0.9333,0.9418
23,1.00e-03,0.0138,0.9566,0.2043,0.9388,0.9643,0.9388,0.9461
24,5.00e-04,0.0127,0.9597,0.1675,0.9489,0.9678,0.9489,0.9542
25,5.00e-04,0.0123,0.9614,0.1679,0.9473,0.9669,0.9473,0.9529
26,5.00e-04,0.0120,0.9622,0.1632,0.9521,0.9682,0.9521,0.9566
27,5.00e-04,0.0120,0.9622,0.1465,0.9536,0.9687,0.9536,0.9579
28,5.00e-04,0.0117,0.9634,0.1607,0.9566,0.9691,0.9566,0.9602
29,5.00e-04,0.0118,0.9629,0.1577,0.9525,0.9685,0.9525,0.9570
30,5.00e-04,0.0115,0.9637,0.1392,0.9560,0.9694,0.9560,0.9599
