Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,2.1288,0.3066,2.2083,0.2721,0.2535,0.2721,0.2174,0.1550,0.0000,0.0000,0.0000,0.0000,0.8636,0.6494,0.0597,0.0000,0.0000,0.0034,0.0000,0.0000,0.2898,0.0000,0.3303,0.0000,0.2021,0.1328,0.0000,0.0000,0.0000,0.0000,0.0000,0.6698,0.0000,0.0000,0.0000,0.0000,0.0000
2,1.9794,0.3422,2.1463,0.2963,0.3028,0.2963,0.2594,0.3236,0.0000,0.0000,0.0000,0.0746,0.8575,0.1900,0.2171,0.0000,0.0705,0.0684,0.0000,0.0000,0.2198,0.0000,0.1444,0.0034,0.5949,0.2892,0.0000,0.0323,0.0000,0.0000,0.0000,0.6973,0.0000,0.0000,0.0000,0.0000,0.0000
3,1.9547,0.3481,2.1115,0.3148,0.2977,0.3148,0.2808,0.3117,0.0000,0.0000,0.0000,0.0000,0.8835,0.2727,0.1392,0.0000,0.0019,0.0171,0.0000,0.0000,0.0055,0.0000,0.1899,0.0976,0.4477,0.4976,0.0000,0.2960,0.0000,0.0000,0.0000,0.5864,0.0000,0.0000,0.0000,0.0009,0.0000
4,1.9435,0.3500,2.1081,0.3068,0.3202,0.3068,0.2594,0.4324,0.0000,0.0000,0.0000,0.0000,0.8950,0.1118,0.2543,0.0000,0.0010,0.0188,0.0000,0.0000,0.3929,0.0000,0.2141,0.0000,0.3760,0.5657,0.0000,0.0000,0.0000,0.0000,0.0000,0.6465,0.0000,0.0000,0.0000,0.0098,0.0000
5,1.9414,0.3504,2.1139,0.3141,0.2932,0.3141,0.2738,0.1546,0.0000,0.0000,0.0000,0.0000,0.8943,0.4193,0.2063,0.0000,0.0377,0.0000,0.0000,0.0000,0.0192,0.3720,0.0000,0.0218,0.5578,0.2689,0.0000,0.1606,0.0000,0.0199,0.0000,0.6851,0.0036,0.0303,0.0000,0.0240,0.0000
