Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.4925,0.4473,1.8959,0.3466,0.3506,0.3466,0.3333,0.0083,0.1046,0.1140,0.2639,0.2929,0.4237,0.1129,0.7163,0.5065,0.2556,0.5062,0.0517,0.3373,0.0112
2,1.1735,0.5472,1.7531,0.3819,0.4155,0.3819,0.3866,0.0362,0.3965,0.1213,0.4396,0.2864,0.3922,0.3874,0.6867,0.4212,0.2561,0.5884,0.1405,0.4485,0.2202
3,1.0712,0.5838,1.7002,0.4040,0.4336,0.4040,0.4035,0.0697,0.4074,0.2169,0.3749,0.2566,0.4318,0.2467,0.7512,0.4165,0.3016,0.5453,0.1193,0.6068,0.1730
4,1.0118,0.6055,1.7515,0.4086,0.4295,0.4086,0.4110,0.0573,0.4139,0.1886,0.3851,0.3281,0.4614,0.1883,0.7611,0.4226,0.2713,0.6985,0.2266,0.5212,0.3393
5,0.9712,0.6206,1.7940,0.4080,0.4287,0.4080,0.4044,0.0170,0.5316,0.1633,0.3161,0.2577,0.4158,0.2194,0.7409,0.5291,0.2913,0.5487,0.2538,0.5049,0.1978
6,0.9395,0.6327,1.7639,0.4251,0.4545,0.4251,0.4263,0.0757,0.4488,0.1520,0.4769,0.2610,0.4047,0.3414,0.7532,0.4233,0.3021,0.6174,0.2286,0.6108,0.2247
7,0.9151,0.6424,1.7967,0.4143,0.4397,0.4143,0.4157,0.1138,0.5098,0.1750,0.3793,0.2528,0.4280,0.2830,0.7429,0.3913,0.2747,0.5235,0.2594,0.6505,0.3596
8,0.8953,0.6502,1.8607,0.4138,0.4328,0.4138,0.4172,0.1138,0.4205,0.1784,0.3700,0.3221,0.4663,0.1953,0.7562,0.4450,0.2854,0.6510,0.1859,0.5408,0.2809
9,0.8778,0.6572,1.8462,0.4139,0.4245,0.4139,0.4125,0.1161,0.4248,0.1706,0.4015,0.2328,0.4541,0.2563,0.7429,0.4159,0.2239,0.5990,0.2223,0.5934,0.3371
10,0.8637,0.6628,1.9173,0.4154,0.4526,0.4154,0.4196,0.1413,0.4336,0.1662,0.3676,0.1305,0.4225,0.3146,0.7305,0.3846,0.4453,0.7243,0.2929,0.6088,0.3371
11,0.8193,0.6797,1.9907,0.4209,0.4403,0.4209,0.4226,0.0766,0.4118,0.1608,0.4121,0.2014,0.4181,0.2584,0.7300,0.4519,0.3920,0.5794,0.2975,0.5686,0.3663
12,0.8048,0.6852,2.0353,0.4150,0.4307,0.4150,0.4171,0.0807,0.4161,0.1769,0.4051,0.2512,0.4470,0.2964,0.7286,0.4285,0.2786,0.5235,0.2687,0.5654,0.4270
13,0.7961,0.6887,2.0092,0.4201,0.4357,0.4201,0.4232,0.1197,0.4205,0.1506,0.4342,0.2469,0.4497,0.3274,0.7463,0.4178,0.2586,0.7220,0.3125,0.5258,0.3371
14,0.7868,0.6927,2.0702,0.4183,0.4362,0.4183,0.4186,0.0702,0.4336,0.1662,0.4228,0.1819,0.4217,0.2563,0.7502,0.4413,0.3402,0.5240,0.2926,0.5835,0.3236
