Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.7994,0.3440,1.6951,0.3769,0.3556,0.3769,0.3412,0.0000,0.0000,0.0030,0.3760,0.1401,0.4560,0.1729,0.6101,0.6523,0.1012,0.7525,0.0483,0.2972,0.0000
2,1.5171,0.4377,1.5569,0.4277,0.4291,0.4277,0.4094,0.0062,0.1012,0.0879,0.5234,0.4556,0.4917,0.1103,0.6312,0.5922,0.0944,0.7379,0.2239,0.3907,0.2472
3,1.3912,0.4712,1.4385,0.4395,0.4610,0.4395,0.4151,0.0117,0.2667,0.0602,0.3868,0.0549,0.4895,0.1811,0.6517,0.6692,0.1136,0.8904,0.2867,0.4791,0.3083
4,1.2686,0.5038,1.3051,0.4824,0.4822,0.4824,0.4699,0.0000,0.3605,0.1240,0.5103,0.0741,0.6351,0.3492,0.6658,0.5429,0.3469,0.9387,0.4170,0.5352,0.4333
5,1.1861,0.5298,1.2765,0.4910,0.5194,0.4910,0.4769,0.0000,0.4914,0.1052,0.4375,0.0512,0.5423,0.5058,0.7010,0.5707,0.1858,0.9441,0.4098,0.6763,0.3694
6,1.1268,0.5504,1.1860,0.5175,0.5387,0.5175,0.5023,0.0023,0.5926,0.1235,0.5884,0.0272,0.6212,0.3860,0.6460,0.5811,0.2790,0.9556,0.5287,0.6164,0.5444
7,1.0863,0.5663,1.1613,0.5307,0.5471,0.5307,0.5175,0.0016,0.6198,0.1852,0.5512,0.2778,0.6131,0.4132,0.7433,0.6324,0.0870,0.9686,0.6451,0.5622,0.4222
8,1.0536,0.5764,1.1324,0.5443,0.5413,0.5443,0.5301,0.0008,0.6469,0.2346,0.6107,0.4407,0.6481,0.2444,0.7650,0.6457,0.0759,0.9678,0.5631,0.5527,0.4361
9,1.0237,0.5884,1.1186,0.5469,0.5481,0.5469,0.5397,0.0000,0.6346,0.2435,0.6327,0.1383,0.6112,0.4758,0.7145,0.6229,0.2494,0.9632,0.6180,0.5896,0.4167
10,0.9995,0.5971,1.1020,0.5508,0.5563,0.5508,0.5415,0.0047,0.5556,0.2311,0.5568,0.3586,0.6605,0.4404,0.6677,0.6107,0.0784,0.9433,0.7387,0.6336,0.5167
11,0.9781,0.6058,1.1016,0.5569,0.5787,0.5569,0.5452,0.0039,0.6667,0.2474,0.6321,0.2580,0.6554,0.3533,0.6172,0.6999,0.1074,0.9739,0.5987,0.5627,0.4444
12,0.9594,0.6128,1.0881,0.5655,0.5670,0.5655,0.5553,0.0179,0.7457,0.3358,0.5763,0.3216,0.6616,0.2206,0.6953,0.6660,0.1494,0.9693,0.6651,0.6307,0.4750
13,0.9379,0.6221,1.0779,0.5637,0.5722,0.5637,0.5568,0.0513,0.8444,0.2459,0.6387,0.1833,0.6112,0.4227,0.7145,0.5517,0.2846,0.9716,0.7743,0.7128,0.4389
14,0.9217,0.6283,1.0840,0.5625,0.5783,0.5625,0.5554,0.0163,0.6494,0.2346,0.5557,0.1272,0.6088,0.3594,0.7426,0.5996,0.3667,0.9824,0.7489,0.7263,0.5111
15,0.9077,0.6351,1.1013,0.5609,0.5700,0.5609,0.5484,0.0062,0.5580,0.1941,0.5996,0.1451,0.6336,0.2485,0.6645,0.6963,0.2907,0.9785,0.6838,0.6189,0.6028
16,0.8908,0.6425,1.0667,0.5701,0.5735,0.5701,0.5634,0.0155,0.8173,0.2864,0.6327,0.1815,0.6578,0.4452,0.7145,0.5887,0.2204,0.9831,0.7284,0.6718,0.6694
