Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,0.7673,0.5035,1.9414,0.3501,0.5365,0.3501,0.2897,0.2913,0.8673,0.1875,0.3968,0.8154,0.1641,0.2591,0.0252,0.0310,0.0005,0.1220,0.9944,0.9222,0.2765,0.5943
2,0.5286,0.6074,4.2040,0.1829,0.3888,0.1829,0.1959,0.1522,0.3815,0.4875,0.3382,0.3217,0.0919,0.2442,0.1511,0.0491,0.0109,0.2075,0.0000,0.7903,0.0589,0.9811
3,0.4631,0.6412,2.0984,0.3065,0.3848,0.3065,0.2539,0.2310,0.3578,0.6625,0.3543,0.4660,0.3982,0.7098,0.1385,0.1163,0.0196,0.1608,0.0000,0.7986,0.1269,0.9340
4,0.4243,0.6608,2.1173,0.3549,0.4515,0.3549,0.3321,0.2789,0.0498,0.9375,0.4026,0.3635,0.2976,0.4170,0.2292,0.5116,0.0402,0.2976,0.9989,0.5944,0.4918,0.0566
5,0.3878,0.6824,2.2999,0.3412,0.4173,0.3412,0.3005,0.2843,0.6066,0.2562,0.4114,0.7797,0.4223,0.2960,0.1259,0.0594,0.0707,0.2999,0.9955,0.8417,0.0549,0.7830
6,0.3344,0.7105,2.1885,0.3792,0.3720,0.3792,0.3554,0.2979,0.0142,0.6062,0.5022,0.3904,0.2932,0.4397,0.0806,0.1628,0.1410,0.5040,1.0000,0.9556,0.3626,0.3019
7,0.3091,0.7243,1.9561,0.3935,0.3931,0.3935,0.3753,0.3161,0.3199,0.2500,0.4495,0.5651,0.2035,0.3340,0.1083,0.2145,0.1507,0.5302,1.0000,0.8819,0.3857,0.5000
8,0.2897,0.7364,2.4824,0.3641,0.4251,0.3641,0.3283,0.2993,0.1280,0.8250,0.2709,0.2568,0.1444,0.7403,0.2368,0.5607,0.0432,0.3991,0.9236,0.8653,0.2497,0.6321
9,0.2740,0.7464,2.5044,0.3205,0.3538,0.3205,0.3069,0.2363,0.2536,0.8438,0.4100,0.2468,0.2757,0.6248,0.1537,0.3747,0.1571,0.3193,0.0000,0.7944,0.2508,0.4528
10,0.2551,0.7572,2.3946,0.3749,0.3701,0.3749,0.3612,0.2901,0.1848,0.4875,0.4378,0.3551,0.2429,0.3625,0.1209,0.2067,0.2435,0.6021,1.0000,0.9472,0.2775,0.2642
