Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
11,0.2399,0.7661,2.6092,0.3599,0.4105,0.3599,0.3246,0.2959,0.1919,0.1938,0.1640,0.8334,0.7199,0.1803,0.0605,0.2119,0.0722,0.2349,1.0000,0.6236,0.3863,0.3019
12,0.2008,0.7891,2.2473,0.3946,0.4087,0.3946,0.3656,0.3203,0.1517,0.6000,0.4070,0.5608,0.1663,0.4724,0.2065,0.1525,0.1296,0.6921,1.0000,0.9056,0.2508,0.3113
13,0.1918,0.7954,2.5797,0.3716,0.3814,0.3716,0.3401,0.2990,0.1659,0.2375,0.4070,0.7428,0.1379,0.2354,0.1360,0.2377,0.1601,0.6762,1.0000,0.8792,0.1915,0.2547
14,0.1856,0.7988,2.4547,0.3940,0.4442,0.3940,0.3582,0.3286,0.2559,0.2938,0.2987,0.6495,0.0678,0.5856,0.5844,0.1860,0.0658,0.4914,0.8798,0.9139,0.1972,0.9057
15,0.1768,0.8050,2.5489,0.3711,0.3850,0.3711,0.3424,0.2940,0.0735,0.6188,0.5256,0.4280,0.1926,0.5781,0.3023,0.1395,0.1154,0.4173,1.0000,0.8861,0.1861,0.4057
16,0.1707,0.8092,2.5439,0.3683,0.4169,0.3683,0.3230,0.3022,0.0877,0.3312,0.3690,0.6775,0.1729,0.5613,0.5693,0.2196,0.0489,0.4287,0.7989,0.9056,0.1081,0.6698
17,0.1634,0.8133,2.6072,0.3817,0.3812,0.3817,0.3681,0.2949,0.2370,0.3063,0.3324,0.5259,0.1904,0.3100,0.0882,0.0982,0.2487,0.7138,1.0000,0.7931,0.2785,0.1132
18,0.1583,0.8173,2.3609,0.4165,0.4276,0.4165,0.3889,0.3448,0.0829,0.4250,0.4026,0.5232,0.1138,0.5768,0.4736,0.2119,0.1139,0.6032,0.9989,0.8972,0.3318,0.5660
19,0.1504,0.8228,2.4868,0.3773,0.4332,0.3773,0.3336,0.3201,0.3578,0.0563,0.4319,0.8741,0.2910,0.1430,0.1763,0.2429,0.0660,0.3352,0.9989,0.8500,0.3806,0.4717
20,0.1444,0.8268,2.3937,0.4111,0.4227,0.4111,0.3925,0.3360,0.1564,0.6937,0.4744,0.3893,0.1860,0.6226,0.1461,0.4315,0.1705,0.4151,1.0000,0.8819,0.3124,0.6226
21,0.1418,0.8284,2.9369,0.3666,0.3872,0.3666,0.3345,0.2953,0.0237,0.2812,0.4905,0.7601,0.1400,0.2983,0.4761,0.2196,0.1219,0.4276,0.9989,0.9000,0.1510,0.4245
22,0.1356,0.8330,2.4004,0.4182,0.4331,0.4182,0.3961,0.3467,0.0924,0.2437,0.3807,0.6422,0.2144,0.3813,0.3375,0.2584,0.1310,0.5245,0.9944,0.9250,0.4426,0.6226
23,0.1320,0.8357,2.8171,0.3982,0.4340,0.3982,0.3797,0.3231,0.0474,0.1125,0.3397,0.7486,0.5033,0.3246,0.2720,0.3643,0.1869,0.1950,0.9989,0.9431,0.2752,0.7170
24,0.1275,0.8384,2.5400,0.4063,0.4162,0.4063,0.3924,0.3271,0.1611,0.5062,0.4466,0.4200,0.1400,0.5049,0.4962,0.1266,0.1705,0.4139,0.9989,0.8972,0.3894,0.6604
25,0.1247,0.8404,2.4976,0.3951,0.4007,0.3951,0.3841,0.3104,0.3531,0.4875,0.3953,0.4891,0.2582,0.4063,0.3174,0.0956,0.2926,0.4162,1.0000,0.8639,0.2159,0.2736
26,0.1203,0.8442,2.5427,0.4082,0.4086,0.4082,0.3973,0.3273,0.2536,0.5875,0.4143,0.4292,0.1729,0.4578,0.2166,0.3282,0.1993,0.4527,1.0000,0.8625,0.4068,0.3396
27,0.1057,0.8535,2.7752,0.4056,0.4049,0.4056,0.3974,0.3224,0.0806,0.3187,0.3924,0.5175,0.1772,0.3567,0.2670,0.4134,0.2470,0.5029,1.0000,0.8528,0.3663,0.3774
28,0.1041,0.8545,3.1311,0.3940,0.3878,0.3940,0.3756,0.3121,0.0355,0.3937,0.3939,0.5129,0.0941,0.3541,0.3804,0.2196,0.1919,0.6693,1.0000,0.9236,0.3401,0.2736
29,0.1012,0.8566,2.6498,0.3965,0.4032,0.3965,0.3839,0.3163,0.1540,0.2562,0.5447,0.6161,0.2276,0.3268,0.1662,0.1654,0.2182,0.4242,1.0000,0.8458,0.3184,0.3208
30,0.0998,0.8575,2.8264,0.4129,0.4109,0.4129,0.3947,0.3332,0.0379,0.4750,0.3865,0.3117,0.1050,0.5305,0.4106,0.2972,0.1958,0.5838,0.9989,0.9208,0.4416,0.4623
31,0.0916,0.8635,2.6857,0.4170,0.4166,0.4170,0.4016,0.3367,0.0806,0.4938,0.4202,0.4223,0.1204,0.5483,0.5063,0.1473,0.2244,0.5621,0.9989,0.9000,0.3103,0.5660
32,0.0914,0.8648,2.7465,0.4099,0.4098,0.4099,0.3950,0.3302,0.0782,0.4062,0.4363,0.5236,0.1400,0.4776,0.4383,0.1912,0.2132,0.5063,1.0000,0.9167,0.2846,0.4623
33,0.0899,0.8649,2.7314,0.4178,0.4133,0.4178,0.4003,0.3385,0.0900,0.5750,0.4100,0.4173,0.1488,0.5577,0.3778,0.2145,0.1876,0.5314,1.0000,0.9236,0.3642,0.5189
34,0.0895,0.8654,2.7797,0.4149,0.4107,0.4149,0.4027,0.3328,0.0640,0.5312,0.4656,0.4365,0.1422,0.5026,0.3904,0.1990,0.2246,0.4595,1.0000,0.8903,0.3619,0.4906
35,0.0862,0.8685,2.7648,0.4029,0.4071,0.4029,0.3923,0.3212,0.0711,0.4313,0.4685,0.5090,0.1707,0.4468,0.2267,0.4470,0.2276,0.3843,1.0000,0.8875,0.2939,0.4623
36,0.0853,0.8682,2.8002,0.4111,0.4106,0.4111,0.3958,0.3310,0.0711,0.4813,0.4495,0.4545,0.1335,0.5269,0.3703,0.2661,0.2003,0.4789,0.9989,0.9167,0.3211,0.4717
37,0.0837,0.8706,2.7716,0.4181,0.4147,0.4181,0.4060,0.3377,0.0782,0.3937,0.4290,0.5048,0.1597,0.4682,0.3426,0.3075,0.2216,0.5120,1.0000,0.9083,0.3468,0.4340
