Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,0.9654,0.5905,0.9727,0.5744,0.6059,0.5744,0.5670,0.3536,0.0000,0.0000,0.0000,0.0000,0.9962,0.4605,0.0000,0.0000,0.1290,0.0000,0.0000,0.0000,0.0000,0.2903,0.0000,0.0000,0.7399,0.5123,0.0000,0.0000,0.0000,0.0000,0.0000,0.8421,0.0000,0.0000,0.0000,0.5806,0.0000
2,0.7608,0.6759,0.8969,0.6135,0.6676,0.6135,0.6058,0.5060,0.0000,0.0000,0.0000,0.0000,0.9931,0.7612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5422,0.3707,0.0000,0.0000,0.0000,0.0000,0.0000,0.9426,0.0000,0.0000,0.0000,0.4194,0.0000
3,0.6806,0.7131,0.8708,0.6397,0.6586,0.6397,0.6385,0.5237,0.0000,0.0000,0.0000,0.0000,0.9977,0.6852,0.0000,0.0000,0.0323,0.0000,0.0000,0.0000,0.0000,0.0968,0.1935,0.3226,0.5709,0.5623,0.0000,0.0000,0.0000,0.0000,0.0000,0.8958,0.0000,0.0000,0.0000,0.4194,0.0000
