Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.6498,0.6610,0.8412,0.6500,0.6829,0.6500,0.6264,0.2673,0.2009,0.8016,0.6784
2,0.5555,0.7120,0.7480,0.6835,0.7103,0.6835,0.6687,0.3366,0.2934,0.7734,0.7649
3,0.5335,0.7234,0.6933,0.6942,0.7197,0.6942,0.6780,0.3407,0.3053,0.8432,0.7011
4,0.5198,0.7311,0.8027,0.6811,0.7233,0.6811,0.6630,0.3550,0.3061,0.8966,0.5926
5,0.5069,0.7372,0.7063,0.6911,0.7273,0.6911,0.6796,0.4440,0.2777,0.7314,0.8207
6,0.4972,0.7430,0.6797,0.7078,0.7302,0.7078,0.6955,0.3781,0.3499,0.8137,0.7550
7,0.4890,0.7473,0.6972,0.7073,0.7236,0.7073,0.6992,0.5384,0.3755,0.8416,0.6742
8,0.4804,0.7522,0.7510,0.6872,0.7180,0.6872,0.6597,0.4100,0.1244,0.8233,0.7462
9,0.4761,0.7546,0.6793,0.7125,0.7302,0.7125,0.7045,0.5472,0.3676,0.8218,0.7145
10,0.4696,0.7581,0.7110,0.7079,0.7261,0.7079,0.6986,0.5516,0.3651,0.8500,0.6652
11,0.4619,0.7602,0.7116,0.7026,0.7213,0.7026,0.6915,0.3991,0.3666,0.8202,0.7224
12,0.4597,0.7622,0.6895,0.7053,0.7306,0.7053,0.6933,0.4565,0.3729,0.8849,0.6325
13,0.4516,0.7664,0.7017,0.7137,0.7380,0.7137,0.7018,0.3621,0.3638,0.8097,0.7762
14,0.4251,0.7791,0.7035,0.7171,0.7347,0.7171,0.7097,0.5248,0.3760,0.8040,0.7526
15,0.4118,0.7851,0.6974,0.7209,0.7371,0.7209,0.7114,0.4558,0.3912,0.8376,0.7314
16,0.4050,0.7905,0.7277,0.7123,0.7290,0.7123,0.7028,0.5020,0.3696,0.8407,0.6994
17,0.3967,0.7929,0.7464,0.7071,0.7236,0.7071,0.6989,0.4694,0.3805,0.7995,0.7416
18,0.3887,0.7969,0.7311,0.7143,0.7306,0.7143,0.7051,0.4029,0.4137,0.8177,0.7432
19,0.3835,0.7999,0.7920,0.7149,0.7296,0.7149,0.7063,0.4868,0.3856,0.8217,0.7294
20,0.3620,0.8114,0.8196,0.7116,0.7267,0.7116,0.7043,0.5166,0.3902,0.8106,0.7262
21,0.3505,0.8163,0.8223,0.7120,0.7268,0.7120,0.7058,0.5459,0.4031,0.8084,0.7199
22,0.3436,0.8202,0.8604,0.7108,0.7272,0.7108,0.7034,0.5499,0.3854,0.8283,0.6955
23,0.3388,0.8223,0.8925,0.7120,0.7285,0.7120,0.7023,0.4589,0.3952,0.8500,0.6885
