Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.0709,0.7702,0.8328,0.7212,0.9349,0.7212,0.7850
2,1.00e-03,0.0485,0.8491,0.4539,0.7990,0.9385,0.7990,0.8424
3,1.00e-03,0.0424,0.8654,0.5998,0.7971,0.9401,0.7971,0.8412
4,1.00e-03,0.0395,0.8745,0.6086,0.7571,0.9386,0.7571,0.8120
5,1.00e-03,0.0371,0.8826,0.7204,0.7327,0.9377,0.7327,0.7937
6,1.00e-03,0.0352,0.8858,0.9366,0.6848,0.9357,0.6848,0.7569
7,5.00e-04,0.0311,0.9017,0.5324,0.8261,0.9426,0.8261,0.8621
8,5.00e-04,0.0297,0.9068,0.6486,0.7947,0.9408,0.7947,0.8395
9,5.00e-04,0.0286,0.9111,0.7784,0.7636,0.9391,0.7636,0.8168
10,5.00e-04,0.0276,0.9138,0.3495,0.8772,0.9453,0.8772,0.8986
11,5.00e-04,0.0269,0.9157,0.3308,0.8916,0.9466,0.8916,0.9090
12,5.00e-04,0.0264,0.9191,0.3364,0.8849,0.9464,0.8849,0.9042
13,5.00e-04,0.0258,0.9210,0.4116,0.8573,0.9430,0.8573,0.8843
14,5.00e-04,0.0251,0.9239,0.4339,0.8533,0.9448,0.8533,0.8817
15,5.00e-04,0.0243,0.9258,0.4399,0.8604,0.9451,0.8604,0.8867
16,2.50e-04,0.0220,0.9349,0.3758,0.8845,0.9475,0.8845,0.9041
17,2.50e-04,0.0214,0.9376,0.3866,0.8852,0.9472,0.8852,0.9045
18,2.50e-04,0.0208,0.9397,0.3457,0.8990,0.9480,0.8990,0.9144
19,2.50e-04,0.0207,0.9400,0.3307,0.8988,0.9475,0.8988,0.9142
20,2.50e-04,0.0203,0.9419,0.4766,0.8686,0.9460,0.8686,0.8927
21,2.50e-04,0.0201,0.9424,0.4589,0.8694,0.9460,0.8694,0.8933
22,2.50e-04,0.0197,0.9439,0.3450,0.9001,0.9481,0.9001,0.9153
23,2.50e-04,0.0193,0.9453,0.4147,0.8827,0.9470,0.8827,0.9027
24,2.50e-04,0.0190,0.9468,0.3462,0.8973,0.9476,0.8973,0.9132
25,2.50e-04,0.0187,0.9478,0.4284,0.8814,0.9468,0.8814,0.9018
26,2.50e-04,0.0185,0.9478,0.4189,0.8856,0.9474,0.8856,0.9049
27,1.25e-04,0.0173,0.9522,0.3637,0.9028,0.9479,0.9028,0.9171
28,1.25e-04,0.0168,0.9542,0.3442,0.9097,0.9487,0.9097,0.9222
29,1.25e-04,0.0166,0.9546,0.3833,0.9026,0.9483,0.9026,0.9171
30,1.25e-04,0.0164,0.9559,0.3216,0.9135,0.9487,0.9135,0.9249
