Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4730,0.7805,0.4998,0.7616,0.7887,0.7616,0.7638,0.8543,0.6996
2,0.4280,0.8047,0.4702,0.7847,0.7937,0.7847,0.7865,0.8048,0.7712
3,0.4186,0.8082,0.4747,0.7781,0.7908,0.7781,0.7802,0.8152,0.7534
4,0.4125,0.8105,0.4675,0.7866,0.7935,0.7866,0.7882,0.7937,0.7819
5,0.4070,0.8126,0.4790,0.7833,0.7908,0.7833,0.7850,0.7933,0.7766
6,0.4019,0.8148,0.4943,0.7782,0.7936,0.7782,0.7804,0.8283,0.7448
7,0.3973,0.8168,0.5037,0.7794,0.7918,0.7794,0.7815,0.8154,0.7554
8,0.3929,0.8189,0.4883,0.7802,0.7903,0.7802,0.7822,0.8044,0.7641
9,0.3826,0.8236,0.4985,0.7777,0.7885,0.7777,0.7797,0.8052,0.7593
10,0.3781,0.8258,0.5050,0.7797,0.7903,0.7797,0.7816,0.8069,0.7615
11,0.3743,0.8275,0.5171,0.7757,0.7846,0.7757,0.7775,0.7922,0.7646
12,0.3706,0.8295,0.5232,0.7732,0.7840,0.7732,0.7753,0.7992,0.7559
