epoch,beta,train_recon,train_kl,train_interv,train_total,val_recon,val_kl,val_interv,val_total,val_raw_kl,val_ref_elbo
29,0.52,0.0017660128991481639,0.15741805239304912,0.2738099028590538,0.4329939680162914,0.0009290942609975922,0.2436489949795719,0.569442264750873,0.8140203545511133,0.4685557770074294,1.0389271360193
30,0.52,0.0017307837217201381,0.15761980046655624,0.2743808029615726,0.4337313871609529,0.0009446210935526924,0.22694390621453583,0.6855884887232557,0.9134770172008915,0.43643060553431995,1.1229637153511285
31,0.52,0.0016782244788421349,0.16470793922379093,0.26832727727338124,0.4347134409878233,0.0008655399064056371,0.237147041901855,0.606831123198851,0.8448437048983428,0.45605202037992826,1.0637486834851848
32,0.54,0.0016379672654378587,0.16461149495724692,0.26664396413609287,0.43289342651860163,0.0008838813700189229,0.267828795285004,0.5570884726319439,0.8258011498300704,0.5150553941320772,1.0730277481340402
33,0.54,0.0015197071280593087,0.13842969683794715,0.2996636726662341,0.4396130765491245,0.0008074706043315911,0.22417573365259558,0.6966647500904417,0.9216479542238406,0.4151402311001254,1.1126124517948988
34,0.54,0.0014388444367015633,0.13275430308469788,0.30472326218417956,0.4389164096228533,0.0007507172554836641,0.21333504201893652,0.7644141694557399,0.9784999300105509,0.3950648767202182,1.1602297634314418
35,0.54,0.0013567786052171634,0.12408081573612743,0.3120906764789054,0.4375282709496955,0.000757570502692274,0.1855950512356161,0.8704708223733786,1.0568234447670566,0.3436945256570358,1.2149229185331065
36,0.54,0.0013027250287861274,0.13214266772761762,0.3058186770146172,0.4392640696363319,0.0006940866298571678,0.20461770752160346,0.7836256732826563,0.9889374670331686,0.37892166542575945,1.1632414253382728
37,0.54,0.0012951914613501564,0.1357816725717927,0.30185797167904665,0.43893483566847236,0.0006741043995253082,0.20927448793031775,0.7680629100309128,0.9780115026624042,0.3875453325553727,1.1562823469858108
38,0.54,0.0012547962202209017,0.13416075305873232,0.30324466427725894,0.4386602136571046,0.0006982995350223961,0.2075788995247266,0.7744477577583367,0.9827249571832766,0.3844053537116335,1.1595514110049927
39,0.54,0.0012299125867621732,0.13467677670955092,0.30138339942805226,0.4372900887748493,0.00063773709224087,0.2220998420067086,0.7062919921641923,0.929029571214907,0.4112959877889444,1.1182257170453775
40,0.54,0.001202690286287244,0.1349220612367656,0.3021269506108404,0.4382517019036371,0.0006752796441481625,0.1893080261112959,0.8396600100634782,1.0296433157384275,0.35057040533931005,1.1909056950469363
41,0.54,0.0011625808962768143,0.13423807421004022,0.3019132582937896,0.4373139133563077,0.0006157622529973101,0.2445859333572344,0.6518068948794771,0.8970085909920166,0.4529368958688225,1.105359553001297
42,0.54,0.0011547072263754505,0.13375122199380696,0.3036086190851673,0.4385145480753706,0.0006336384972302782,0.1952740586497451,0.8437434747784783,1.039651171192375,0.3616186123333735,1.205995725609082
43,0.54,0.0011324335850457583,0.13203059021970498,0.3042516120288183,0.4374146355420586,0.0006464626031479411,0.21359622568392828,0.6925234815557231,0.9067661693649719,0.39554855021479296,1.0887184943736639
44,0.54,0.001112724526133328,0.13525676501690664,0.3009321195790223,0.4373016092240185,0.0006286937465664576,0.229037665050712,0.6998540718419489,0.9295204308817198,0.42414380674479935,1.1246265723333146
45,0.54,0.0011046615521591917,0.13803667802981226,0.29823865040345515,0.4373799899861505,0.0006066498574774709,0.2397417615636303,0.6361727021983588,0.8765211138426651,0.44396620821644023,1.0807455602722764
46,0.54,0.0010863013577160443,0.13786352079672287,0.29956920135323517,0.4385190234434235,0.0005971556900758125,0.2186269860206335,0.7012112059321277,0.9204353469209613,0.40486477334583426,1.1066731349680379
47,0.54,0.0010634209609942373,0.13944556863985152,0.2966639152282352,0.4371729046702578,0.000590564410164625,0.20970382408263605,0.7167972927787882,0.9270916817872927,0.388340400143995,1.1057282573329479
48,0.54,0.001037652648817341,0.13814259082243302,0.2971789995273848,0.4363592432275442,0.0005832122341529826,0.23872404238266032,0.6334225615816543,0.8727298163772843,0.44208154287720347,1.0760873166930107
49,0.54,0.0010223210492477826,0.1419044233430743,0.29420400998670243,0.4371307544789727,0.0005594849173461377,0.2529222047802387,0.5879544745941027,0.8414361632283011,0.46837443438626053,1.0568883938977094
