epoch,train_pres_loss,train_type_loss,val_pres_acc,val_pres_f1,val_type_acc,val_type_f1
0,0.6905006329673855,1.0073100505242694,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
1,0.6843340625544907,0.9560483319284387,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
2,0.6843354730796278,0.9563809641888691,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
3,0.684331945323542,0.9564406092057884,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
4,0.6843278966018567,0.9560851018604827,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
5,0.6843388988422505,0.9564333338761198,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
6,0.6843421982051411,0.9567741747933869,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
7,0.684340000693804,0.9565980224309902,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
8,0.6843359950632292,0.9562896844658023,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
9,0.6843360715357758,0.9562421141605276,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
10,0.6843346368298764,0.9558835321214441,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
11,0.6843351334471945,0.9563812030584615,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
12,0.6843403983201198,0.9564824464088929,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
13,0.6843370648283995,0.9563375021132788,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
14,0.6843388385159842,0.9567162011613228,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
15,0.684330680069827,0.956232856375606,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
16,0.6843381725044692,0.9561538974435481,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
17,0.6843429895790574,0.9562874878178338,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
18,0.6843400765413749,0.9564995095222374,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
19,0.6843431703581215,0.9561288103440325,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
20,0.6843315327429099,0.9562201615978274,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
21,0.6843386579108823,0.9560736547662251,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
22,0.68433953840505,0.9558713751771671,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
23,0.6843468057517812,0.9566458161296542,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
24,0.6843455120197903,0.9564193497218515,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
25,0.6843435512969409,0.9569136474070943,0.543984931619032,0.38331929252477853,0.24649514099091924,0.09748911573587239
