epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_align,train_stab,train_interv_inv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_align,val_stab,val_interv_inv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,92.38570671081543,0.0,10.822490167617797,2.4694504603743552,0.015245806891471148,0.01660093110986054,97.0320930480957,0.8442,0.7305,0.0695,0.1615,90.87766939633852,14.498469327951407,14.498469327951407,0.06940230332895533,0.013395844325745776,0.011132080929386086,107.50359139710794,0.8704,0.7705,0.0821,0.1965,105.37613872428993
1,0.04,↑,90.9314151763916,0.5471558079123497,27.357791137695312,0.05836115349084139,0.012355380551889538,0.00728227507788688,93.51930084228516,0.8652,0.7625,0.1549,0.252,86.60008385067894,57.53472289378509,57.53472289378509,0.02948606935898205,0.011010343497175546,0.006831407754629593,146.09980912642047,0.8704,0.7705,0.1492,0.4254,144.13480674446402
2,0.06,↑,84.01088104248046,2.985169553756714,74.62924079895019,0.023977864533662796,0.01041736309416592,0.0057184414472430944,88.87199325561524,0.8607,0.7555,0.1612,0.4757,79.37031254623875,95.72096764370477,95.72096764370477,0.020903297228279053,0.009746689280874027,0.005457773024026805,177.0165702522575,0.8704,0.7705,0.1492,0.4254,175.09128018994352
