Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0590,0.8491,4.7210,0.2521,0.9697,0.2521,0.3617,1.0000,0.2277
2,0.0057,0.9852,4.7674,0.2407,0.9696,0.2407,0.3464,1.0000,0.2159
3,0.0039,0.9901,2.7796,0.4130,0.9700,0.4130,0.5503,1.0000,0.3938
4,0.0031,0.9920,3.1471,0.3822,0.9699,0.3822,0.5177,1.0000,0.3620
5,0.0026,0.9934,1.3144,0.6267,0.9709,0.6267,0.7418,1.0000,0.6145
6,0.0061,0.9852,1.0120,0.6450,0.9710,0.6450,0.7558,1.0000,0.6334
7,0.0023,0.9941,0.7931,0.7688,0.9722,0.7688,0.8439,1.0000,0.7612
8,0.0026,0.9934,0.2594,0.9338,0.9786,0.9338,0.9496,1.0000,0.9317
9,0.0017,0.9957,0.2170,0.9556,0.9815,0.9556,0.9642,1.0000,0.9541
10,0.0015,0.9963,0.1132,0.9765,0.9865,0.9765,0.9796,0.9992,0.9758
11,0.0015,0.9964,0.0676,0.9857,0.9901,0.9857,0.9869,0.9992,0.9852
12,0.0019,0.9953,0.1287,0.9756,0.9862,0.9756,0.9788,0.9992,0.9748
13,0.0016,0.9962,0.1112,0.9771,0.9867,0.9771,0.9800,0.9992,0.9763
14,0.0014,0.9966,0.0911,0.9840,0.9894,0.9840,0.9856,0.9992,0.9835
15,0.0015,0.9962,0.0545,0.9902,0.9925,0.9902,0.9908,0.9985,0.9899
16,0.0014,0.9965,0.0518,0.9913,0.9931,0.9913,0.9918,0.9977,0.9911
17,0.0016,0.9961,0.0531,0.9908,0.9928,0.9908,0.9913,0.9977,0.9905
18,0.0013,0.9967,0.0748,0.9896,0.9921,0.9896,0.9903,0.9985,0.9893
19,0.0012,0.9971,0.0650,0.9905,0.9926,0.9905,0.9911,0.9977,0.9902
20,0.0010,0.9976,0.0478,0.9923,0.9938,0.9923,0.9927,0.9977,0.9921
21,0.0011,0.9974,0.0379,0.9932,0.9944,0.9932,0.9935,0.9954,0.9932
22,0.0013,0.9969,0.0355,0.9934,0.9945,0.9934,0.9937,0.9954,0.9933
23,0.0010,0.9976,0.0333,0.9946,0.9953,0.9946,0.9948,0.9946,0.9946
24,0.0009,0.9978,0.0298,0.9949,0.9956,0.9949,0.9951,0.9946,0.9949
25,0.0010,0.9977,0.0630,0.9908,0.9928,0.9908,0.9914,0.9985,0.9905
26,0.0011,0.9973,0.1009,0.9841,0.9894,0.9841,0.9856,0.9992,0.9836
27,0.0011,0.9972,0.0402,0.9942,0.9950,0.9942,0.9944,0.9954,0.9941
28,0.0014,0.9965,0.0425,0.9932,0.9944,0.9932,0.9935,0.9969,0.9931
29,0.0010,0.9976,0.0397,0.9941,0.9950,0.9941,0.9943,0.9977,0.9940
30,0.0007,0.9984,0.0307,0.9956,0.9961,0.9956,0.9958,0.9946,0.9957
