Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8830,0.4625,9.2940,0.1663,0.6682,0.1663,0.1523,0.0012,0.9843,0.1047,0.0800
2,0.7700,0.5476,1.4759,0.4081,0.6169,0.4081,0.3538,0.1851,0.1828,0.1434,0.8429
3,0.7247,0.5759,1.6157,0.4997,0.5226,0.4997,0.4675,0.0500,0.0996,0.5156,0.7036
4,0.6917,0.5968,1.4749,0.4726,0.5381,0.4726,0.4820,0.2316,0.1803,0.6176,0.4376
5,0.6613,0.6160,7.7929,0.3911,0.5632,0.3911,0.2484,0.0000,0.0153,0.0537,0.9966
6,0.6320,0.6331,2.8633,0.5462,0.5304,0.5462,0.4909,0.0013,0.1270,0.8424,0.4447
7,0.6053,0.6468,6.2194,0.5033,0.5274,0.5033,0.4161,0.0002,0.1746,0.9439,0.1946
8,0.5795,0.6584,3.0375,0.4729,0.5910,0.4729,0.4013,0.0108,0.1602,0.2367,0.9606
9,0.5516,0.6711,2.0235,0.5026,0.5452,0.5026,0.4514,0.0591,0.1730,0.8680,0.2679
10,0.5230,0.6837,2.1524,0.4765,0.5721,0.4765,0.4299,0.0371,0.2123,0.2827,0.8949
11,0.4635,0.7092,8.0183,0.5288,0.4943,0.5288,0.4720,0.0000,0.0456,0.7848,0.4873
12,0.4402,0.7184,12.9279,0.5089,0.4877,0.5089,0.4259,0.0000,0.0215,0.9137,0.2846
13,0.4228,0.7268,1.9140,0.4960,0.5391,0.4960,0.4978,0.2924,0.3144,0.6688,0.3898
14,0.4092,0.7328,13.1191,0.4840,0.5207,0.4840,0.3720,0.0000,0.0479,0.9703,0.1422
15,0.3945,0.7397,2.9613,0.5154,0.4917,0.5154,0.4805,0.0142,0.1770,0.7062,0.5083
16,0.3818,0.7457,2.1574,0.5008,0.4875,0.5008,0.4773,0.0306,0.2681,0.5355,0.6459
17,0.3679,0.7524,11.5617,0.4942,0.5458,0.4942,0.4038,0.0000,0.4631,0.9123,0.1353
18,0.3347,0.7683,6.4991,0.5334,0.5541,0.5334,0.4901,0.0021,0.1305,0.7010,0.5785
19,0.3258,0.7728,6.3428,0.5161,0.5136,0.5161,0.4787,0.0008,0.1625,0.5777,0.6714
20,0.3175,0.7774,9.3256,0.5215,0.5193,0.5215,0.4561,0.0002,0.1044,0.8747,0.3447
21,0.3117,0.7810,9.1982,0.4470,0.5495,0.4470,0.3622,0.0000,0.1690,0.1812,0.9574
