Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.7530,0.5090,0.9095,0.4964,0.4826,0.4964,0.4402
2,1.00e-03,0.7138,0.5381,0.8566,0.5387,0.5262,0.5387,0.5117
3,1.00e-03,0.7015,0.5518,0.8420,0.5511,0.5280,0.5511,0.5319
4,1.00e-03,0.6925,0.5627,0.8417,0.5556,0.5361,0.5556,0.5311
5,1.00e-03,0.6866,0.5674,0.8397,0.5610,0.5445,0.5610,0.5382
6,1.00e-03,0.6819,0.5711,0.8656,0.5133,0.5356,0.5133,0.4438
7,1.00e-03,0.6779,0.5730,0.8339,0.5541,0.5401,0.5541,0.5211
8,1.00e-03,0.6752,0.5747,0.8795,0.5187,0.5423,0.5187,0.4261
9,1.00e-03,0.6728,0.5773,0.8324,0.5549,0.5450,0.5549,0.5187
10,5.00e-04,0.6666,0.5803,0.8163,0.5728,0.5511,0.5728,0.5513
11,5.00e-04,0.6646,0.5824,0.8185,0.5767,0.5575,0.5767,0.5578
12,5.00e-04,0.6643,0.5832,0.8202,0.5676,0.5549,0.5676,0.5404
13,5.00e-04,0.6621,0.5849,0.8089,0.5786,0.5617,0.5786,0.5596
14,5.00e-04,0.6620,0.5843,0.8074,0.5811,0.5544,0.5811,0.5637
15,5.00e-04,0.6605,0.5851,0.8070,0.5799,0.5630,0.5799,0.5608
16,5.00e-04,0.6590,0.5860,0.8049,0.5810,0.5572,0.5810,0.5632
17,5.00e-04,0.6576,0.5863,0.8136,0.5720,0.5628,0.5720,0.5474
18,5.00e-04,0.6581,0.5880,0.8030,0.5815,0.5636,0.5815,0.5632
19,2.50e-04,0.6550,0.5890,0.8054,0.5791,0.5696,0.5791,0.5560
20,2.50e-04,0.6536,0.5907,0.8071,0.5798,0.5667,0.5798,0.5587
21,2.50e-04,0.6544,0.5903,0.8017,0.5875,0.5644,0.5875,0.5686
22,2.50e-04,0.6531,0.5900,0.8025,0.5797,0.5674,0.5797,0.5576
23,2.50e-04,0.6535,0.5919,0.8007,0.5816,0.5717,0.5816,0.5614
24,2.50e-04,0.6526,0.5912,0.8015,0.5874,0.5646,0.5874,0.5682
25,2.50e-04,0.6519,0.5916,0.7996,0.5866,0.5626,0.5866,0.5681
26,1.25e-04,0.6506,0.5928,0.7981,0.5868,0.5683,0.5868,0.5686
27,1.25e-04,0.6499,0.5936,0.7986,0.5862,0.5675,0.5862,0.5676
28,1.25e-04,0.6508,0.5938,0.7973,0.5871,0.5681,0.5871,0.5683
29,1.25e-04,0.6508,0.5931,0.8009,0.5850,0.5698,0.5850,0.5649
