Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0683,0.8701,0.0631,0.9832,0.9889,0.9832,0.9849,0.9954,0.9828
2,0.0030,0.9939,0.0274,0.9929,0.9942,0.9929,0.9932,0.9985,0.9927
3,0.0014,0.9968,0.0374,0.9902,0.9925,0.9902,0.9908,0.9985,0.9899
4,0.0013,0.9970,0.0217,0.9941,0.9950,0.9941,0.9944,0.9985,0.9940
5,0.0016,0.9967,0.0142,0.9961,0.9965,0.9961,0.9962,0.9985,0.9960
6,0.0007,0.9987,0.0087,0.9977,0.9979,0.9977,0.9978,0.9985,0.9977
7,0.0005,0.9991,0.0128,0.9969,0.9972,0.9969,0.9970,0.9985,0.9969
8,0.0004,0.9992,0.0047,0.9991,0.9991,0.9991,0.9991,0.9969,0.9992
9,0.0003,0.9994,0.0047,0.9993,0.9993,0.9993,0.9993,0.9946,0.9994
10,0.0003,0.9995,0.0055,0.9990,0.9991,0.9990,0.9990,0.9977,0.9991
11,0.0016,0.9971,0.0201,0.9944,0.9952,0.9944,0.9946,0.9969,0.9943
12,0.0008,0.9984,0.0093,0.9980,0.9981,0.9980,0.9980,0.9977,0.9980
13,0.0005,0.9991,0.0072,0.9987,0.9987,0.9987,0.9987,0.9977,0.9987
14,0.0003,0.9995,0.0060,0.9989,0.9989,0.9989,0.9989,0.9977,0.9989
15,0.0004,0.9992,0.0072,0.9987,0.9987,0.9987,0.9987,0.9977,0.9987
16,0.0003,0.9996,0.0120,0.9977,0.9978,0.9977,0.9977,0.9985,0.9977
17,0.0002,0.9995,0.0052,0.9992,0.9992,0.9992,0.9992,0.9962,0.9993
