epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,0.02094508456616269,0.0,148.73605335383678,0.31491055132421975,1.5529871417262653,0.8758,0.7947,0.4368,0.6615,0.0156319144849721,189.10274623071933,189.10274623071933,0.33997328081342615,190.7317602128493,0.8569,0.7652,0.4608,0.6583,189.1183781452043
1,0.04,↑,0.022072770789156863,0.22918573498488579,11.459287009337285,0.32311305426451725,1.90657017155048,0.8703,0.7932,0.5084,0.681,0.01914261095742495,10.613968382926656,10.613968382926656,0.34937826102798425,12.295738643482224,0.8674,0.797,0.4998,0.6803,10.633110993884081
2,0.06,↑,0.02114157203162199,0.23080079646085222,5.770020038146567,0.32125004619735714,1.9921987094701958,0.8465,0.7654,0.5481,0.6912,0.023066656902980126,6.367169811391632,6.367169811391632,0.35322057763721676,8.147560112353998,0.8689,0.7946,0.5646,0.6797,6.390236468294612
3,0.08,↑,0.02362776278346955,0.23024622565994377,3.837437182763751,0.3226561105223626,2.0694124258031255,0.806,0.7172,0.5467,0.6893,0.02622850088792725,3.6023134103925813,3.6023134103925813,0.3564288353291695,5.4929596894987744,0.8697,0.8045,0.536,0.6756,3.6285419112805086
4,0.1,↑,0.025517754705391662,0.2254898804125599,2.8186235677824167,0.32394377350332565,2.126052007425203,0.7645,0.6717,0.5364,0.6791,0.02726688018215926,3.0555747329940743,3.0555747329940743,0.3590752712235206,4.912083746490796,0.8637,0.7933,0.573,0.7229,3.0828416131762335
5,0.12000000000000001,↑,0.027511129699593042,0.21936722344013737,2.193672203036753,0.3241878591413599,2.1671465112424166,0.7285,0.6345,0.5235,0.6687,0.02902965064466661,2.3012681864667037,2.3012681864667037,0.35944614833254424,4.199564095178358,0.8636,0.7981,0.6041,0.7332,2.3302978371113703
6,0.14,↑,0.029216275400251606,0.21332011288297675,1.777667647730695,0.3243586971970212,2.2005943816152724,0.695,0.602,0.5104,0.6566,0.03181590531512206,2.073243153822736,2.073243153822736,0.3596774950189498,4.002538594392732,0.8593,0.7939,0.5667,0.7236,2.105059059137858
7,0.16,↑,0.030611505624408664,0.20666070960773564,1.4761479212578037,0.3242815262585503,2.2261852794082735,0.6689,0.5782,0.4994,0.6444,0.0336834398200335,1.5316042709945805,1.5316042709945805,0.36000328197889286,3.5035231916980507,0.8399,0.78,0.5887,0.7344,1.565287710814614
8,0.18,↑,0.032317579595969065,0.20094203772968858,1.2558877632644845,0.32434137457241347,2.253630061298312,0.6467,0.5587,0.4834,0.6268,0.03520138685988074,1.268364472792648,1.268364472792648,0.3597247954173822,3.3064782196208937,0.8137,0.7545,0.5899,0.7043,1.3035658596525288
9,0.19999999999999998,↑,0.03392944168657875,0.19493536985347662,1.0829742336478863,0.3243250977087274,2.275471885392582,0.6266,0.5409,0.4718,0.6128,0.03765191153291195,1.1771728193875655,1.1771728193875655,0.36008114371856936,3.211870104198482,0.818,0.7614,0.579,0.7162,1.2148247309204774
10,0.21999999999999997,↑,0.03550090158992282,0.18851064878263138,0.9425532289823318,0.324333421960127,2.2943609276589925,0.6095,0.5269,0.4584,0.5971,0.03877071597343427,0.9954190300919643,0.9954190300919643,0.3597020450333616,3.0285446647136123,0.7188,0.6721,0.6206,0.7475,1.0341897460653986
11,0.23999999999999996,↑,0.03667430122344005,0.18286373404453507,0.8311987955125658,0.32437383606486075,2.3074650731241775,0.5966,0.5164,0.4516,0.587,0.0413194050193453,0.8121862475361142,0.8121862475361142,0.3602896827103857,2.8913879116762033,0.7293,0.6809,0.6203,0.7347,0.8535056525554595
12,0.25999999999999995,↑,0.03790156401115375,0.1768291388510392,0.7367880949534243,0.32425056732128055,2.3217239422598817,0.5849,0.5077,0.4397,0.5732,0.04304245086683893,0.7866360086343159,0.7866360086343159,0.360388862059533,2.8608058557100335,0.5982,0.5776,0.6336,0.7528,0.8296784595011548
13,0.27999999999999997,↑,0.0388539856288634,0.1723989267557286,0.6630728199890139,0.32429326918438406,2.337257687904697,0.573,0.4974,0.429,0.5587,0.04377005346656755,0.6794036522652339,0.6794036522652339,0.3606736040189759,2.776328740933401,0.3608,0.4341,0.6119,0.7521,0.7231737057318015
14,0.3,↑,0.040196720280826055,0.16695039184404353,0.5962513971186348,0.3243961026317328,2.3515908257725546,0.5648,0.4916,0.4169,0.5451,0.046065625066813415,0.6649603453696022,0.6649603453696022,0.3603561185972039,2.7636848696392553,0.1685,0.3426,0.6246,0.7583,0.7110259704364157
15,0.32,↑,0.04150734342975813,0.16216532986885518,0.5405510789761103,0.32429110670651357,2.3610606036917137,0.5544,0.4834,0.4087,0.5338,0.04658401774787622,0.586320303680166,0.586320303680166,0.3608375565457609,2.701580785349239,0.0764,0.3053,0.6398,0.7565,0.6329043214280422
16,0.34,↑,0.04253088530862498,0.15810240079372548,0.4940700139640259,0.32431193290361127,2.37029687806163,0.5485,0.4788,0.4034,0.5267,0.04806690357222471,0.5550387791266224,0.5550387791266224,0.3607740404185078,2.67679939455199,0.022,0.2847,0.6305,0.758,0.6031056826988471
17,0.34,→hold,0.04328793429663898,0.15371445754287097,0.45210134112921946,0.3242823163859482,2.3780182751109447,0.5415,0.4732,0.3972,0.5177,0.049411617436455293,0.4992981748177506,0.4992981748177506,0.3615659118504696,2.6449689293039986,0.0028,0.2778,0.6096,0.7526,0.5487097922542059
18,0.34,→hold,0.04453886601413886,0.15387476272213593,0.45257282654576214,0.3242919055550954,2.3787779914043403,0.5421,0.474,0.3976,0.5202,0.05081320559701542,0.46907535487793683,0.46907535487793683,0.360271343628097,2.6170600786619147,0.0015,0.2774,0.6319,0.7557,0.5198885604749522
19,0.34,→hold,0.045338378362629536,0.15462200646674942,0.45477060205349484,0.3243070665521976,2.3798175869038665,0.5419,0.4735,0.3979,0.5185,0.05160510592710294,0.4506961224334581,0.4506961224334581,0.3609288007165622,2.601972489350381,0.0009,0.2772,0.6329,0.7611,0.502301228360561
20,0.34,→hold,0.04659454277565168,0.15543033670097609,0.4571480442928651,0.3242264742695423,2.3814374517745818,0.5418,0.4737,0.399,0.5201,0.05332897967773899,0.4575602856158549,0.4575602856158549,0.360700658523838,2.607094348055645,0.0002,0.2769,0.6341,0.7635,0.5108892652935939
21,0.34,→hold,0.04760745454483184,0.15638781973242996,0.45996417116074667,0.32423502629018414,2.378413105770382,0.5425,0.4745,0.4003,0.5214,0.053332359332400124,0.4790994705278401,0.4790994705278401,0.3613236787704423,2.631682216707777,0.0004,0.277,0.6192,0.7479,0.5324318298602402
22,0.34,→hold,0.04800081419169547,0.15714332475694665,0.46218624424285737,0.32426379875149564,2.3784180279195746,0.5419,0.4743,0.4017,0.5229,0.05474848662413936,0.44343731380823415,0.44343731380823415,0.36026585529895494,2.6001088324929076,0.0001,0.2769,0.6324,0.7617,0.4981858004323735
23,0.34,→hold,0.04876988709427777,0.1571184935736672,0.46211321152593415,0.3242260692091121,2.378483435454239,0.541,0.4731,0.4037,0.5253,0.055327798055172295,0.44531974240868827,0.44531974240868827,0.3610746648147103,2.6020161295400084,0.0039,0.2782,0.633,0.7584,0.5006475404638606
24,0.34,→hold,0.04934202160812326,0.15819732190246366,0.4652862361945612,0.3242368263741875,2.378264956705287,0.541,0.4735,0.407,0.5274,0.0556045700117801,0.4856569021526884,0.4856569021526884,0.360584420527896,2.633366932320033,0.0014,0.2773,0.6291,0.7592,0.5412614721644685
25,0.34,→hold,0.04984256602185961,0.15859997424271696,0.46647050767128406,0.32419261048586856,2.377189852341802,0.5433,0.4755,0.4078,0.5284,0.05793968171149947,0.49560154637582754,0.49560154637582754,0.35996387355370596,2.6419594046477637,0.0054,0.2788,0.646,0.7593,0.553541228087327
26,0.36000000000000004,↑,0.05057695844193998,0.15914758240931384,0.46808111962294374,0.324185839534676,2.3773015493103107,0.5416,0.474,0.4073,0.5277,0.05729640242688864,0.48004709138701596,0.48004709138701596,0.3611776330062652,2.63052035601559,0.0002,0.2769,0.6379,0.7601,0.5373434938139046
27,0.36000000000000004,→hold,0.051530572733463,0.1550411027130024,0.4306697124428676,0.32420432124615667,2.3839091419303506,0.538,0.4714,0.4018,0.5195,0.05744407374034642,0.48932707467828146,0.48932707467828146,0.3602068105534277,2.6336706531196628,0.0011,0.2772,0.6337,0.7639,0.5467711484186278
28,0.36000000000000004,→hold,0.05218258360926094,0.15488968998213518,0.4302491218385589,0.32418328080655096,2.384113360811878,0.5377,0.471,0.4018,0.5217,0.05953503413004452,0.43226999829777735,0.43226999829777735,0.3603834039460604,2.5943278849703595,0.0001,0.2769,0.6509,0.7662,0.49180503242782186
29,0.38000000000000006,↑,0.05274900150322803,0.15575379997926908,0.4326494270867675,0.3241948717148318,2.3853228634845047,0.5366,0.4695,0.4016,0.5211,0.058918779382634595,0.47798249624597217,0.47798249624597217,0.36009357443877626,2.626930150178864,0.0003,0.2769,0.6382,0.7641,0.5369012756286068
30,0.38000000000000006,→hold,0.05329875721192629,0.15197691727768292,0.3999392608379637,0.3242409551922818,2.3918098278526605,0.5324,0.4673,0.3955,0.5122,0.060625615102160156,0.3975327047784186,0.3975327047784186,0.36008472306635775,2.574801032652306,0.0001,0.2769,0.6304,0.7592,0.45815831988057876
31,0.38000000000000006,→hold,0.05397944617336684,0.15198803807262087,0.3999685261648225,0.3242111334697094,2.394893592766127,0.5329,0.4672,0.3938,0.5108,0.061684085136271716,0.437960448526311,0.437960448526311,0.3606448529931444,2.599309839917949,0.0,0.2768,0.6352,0.766,0.4996445336625827
32,0.38000000000000006,→hold,0.054725332238773836,0.15252100612520775,0.4013710740036575,0.3241705037282648,2.392997077702685,0.5328,0.4677,0.3972,0.5141,0.06170152314782308,0.4157174798180756,0.4157174798180756,0.360247366099351,2.58741209973244,0.0001,0.2769,0.6389,0.7637,0.4774190029658987
33,0.38000000000000006,→hold,0.0553701283569635,0.15293582509053646,0.4024627021629445,0.324229196228171,2.3930658944490024,0.531,0.4658,0.3992,0.5157,0.06322492661675369,0.42169595069552923,0.42169595069552923,0.3599702478922521,2.5892902680475074,0.0,0.2768,0.6447,0.7685,0.48492087731228295
34,0.4000000000000001,↑,0.05592834556941252,0.15337926837076157,0.4036296585299119,0.3241743778818557,2.393236768902258,0.5319,0.467,0.3979,0.5154,0.06276342320293395,0.44540797253546205,0.44540797253546205,0.36053502606163407,2.606330896713532,0.0,0.2768,0.6387,0.7684,0.508171395738396
35,0.4000000000000001,→hold,0.05637238112135525,0.14958144632410988,0.37395360771203245,0.3241424999869099,2.3994000298184277,0.5285,0.4644,0.3923,0.5095,0.06345070899049551,0.3898888785138871,0.3898888785138871,0.36001415858652325,2.5708599642807832,0.0,0.2768,0.6401,0.7659,0.45333958750438264
36,0.4000000000000001,→hold,0.0564828650567337,0.15011597262582957,0.37528992389398613,0.32418695004198356,2.400292494634009,0.528,0.4637,0.3895,0.5059,0.06398137459394505,0.3696579204642326,0.3696579204642326,0.36048787721689796,2.5599741499235495,0.0,0.2768,0.631,0.7611,0.43363929505817767
37,0.4200000000000001,↑,0.05702998950909366,0.14990822642092366,0.3747705586635283,0.32416774384929553,2.3985017829963367,0.528,0.4641,0.394,0.5093,0.06364255579867906,0.3904517055611835,0.3904517055611835,0.360662851539465,2.573716171571517,0.0001,0.2769,0.6419,0.7603,0.4540942613598626
