epoch,beta,beta_event,lr,grad_norm,train_recon,train_kl,train_interv,train_total,train_aux_pres,train_aux_type,train_aux_prox,val_recon,val_kl,val_interv,val_total,val_aux_pres,val_aux_type,val_aux_prox,val_raw_kl,val_ref_elbo,pres_changed_frac,type_changed_frac
0,0.02,↑,0.0003,43062.2241,0.01923947384282624,0.0,0.15084913711656223,1.674239285064466,0.6396615364850857,0.8625729598524251,0.019161791981750238,0.011863561093474065,0.0,0.13997976478128657,1.566964964919943,0.6274977046542052,0.7766133058604187,0.110106270809514,271.0382008901457,271.19004421602045,0.08071558469739872,0.0
1,0.04,↑,0.0003,inf,0.01732837367738351,0.1824338193063612,0.14647940412744298,1.994229609212834,0.6349382553781782,0.9918196896453957,0.2123006738819085,0.009794892923058412,0.184508701226091,0.14349242586006478,1.8536606754471616,0.6033163267543645,0.9076641490304374,0.04884171794070219,9.225435287971807,9.37872260675493,0.08071558469739872,0.0
2,0.06,↑,0.0003,8064.3507,0.008879977094969063,0.1872811292673086,0.14090687371306604,2.0196734765907385,0.6285849081489431,1.0187819343108635,0.35238654728317675,0.007698614015887544,0.22269442102046516,0.14125535184350924,1.9488856492003774,0.5930350568236374,0.977237362566033,0.06964848360152749,5.567360654109862,5.716314619969259,0.08071558469739872,0.0
3,0.08,↑,0.000299,12090.8957,0.00734362830428076,0.1972468486466965,0.1408153230429212,2.075485113792089,0.6330602833718965,1.0506551035038836,0.463639288573038,0.007117350133347924,0.21555114216436216,0.14089346778526055,1.916904688850651,0.602492156733827,0.9402801367810102,0.10570439029242693,3.5925191135668175,3.740529931485426,0.08071558469739872,0.0
4,0.1,↑,0.000299,17896.3924,0.006522000817686836,0.20002226985636212,0.14077676009564172,2.1194511859447926,0.6380726171262336,1.0786769270896912,0.5538061404899085,0.006336667054385795,0.24028043318691292,0.14071684271642348,1.9654412096351144,0.5962853836940556,0.9672405884517887,0.14581291050445744,3.00350548799445,3.150558997765259,0.08071558469739872,0.0
5,0.12,↑,0.000298,22673.8821,0.006021174710663237,0.19981122264614354,0.14079283422979957,2.157109331568598,0.6437827676405639,1.1039271554905614,0.6277417696915664,0.005968674661485645,0.22119164282107742,0.14058515683906833,1.9956351580416285,0.6030483153777394,1.0069655509499031,0.17875821040413245,2.2119163804180255,2.358470211918579,0.08071558469739872,0.0
6,0.14,↑,0.000298,39916.3425,0.0056586042445685185,0.19719963358852255,0.14075347777310904,2.1864573484891423,0.6488981510137583,1.1251228589516182,0.6882462878247876,0.0056277405824587965,0.2273026394953088,0.14062510824542704,1.9779904319988033,0.6057169351393614,0.977774768825469,0.2094324112877371,1.8941887053774624,2.0404415542053482,0.08071558469739872,0.0
7,0.16,↑,0.000297,46668.6527,0.005436487736994828,0.1938086578211227,0.14073772860037817,2.21392112376886,0.6538952522979671,1.1460523541355545,0.7399064240517554,0.00536310860633517,0.23809019512519602,0.14051314538753615,2.022915003260946,0.6051432713260495,1.0096164466888924,0.2418883510872843,1.70064423729976,1.8465204912936315,0.08071558469739872,0.0
8,0.18,↑,0.000296,inf,0.005304839552755093,0.18924290203686917,0.14076180840596492,2.237335774392793,0.6586927234868467,1.1650026924166328,0.7833080545648352,0.005357276703178034,0.19366386590328644,0.14052238434977163,1.9809829449750544,0.6208727505148911,0.9934398604602348,0.27126806235410333,1.2103991912511307,1.3562788523040803,0.08071558469739872,0.0
9,0.2,↑,0.000295,45486.3786,0.005219542667737384,0.18419259237004565,0.14076346785991223,2.258856691632952,0.6638572989088116,1.1827068410394512,0.821169511167518,0.005209253745994008,0.22021209197194597,0.14041582902333116,2.02149437476949,0.6144912857108,1.0118662787646782,0.292996335471791,1.2234004589963734,1.3690255417656987,0.08071558469739872,0.0
10,0.22,↑,0.000294,83987.8988,0.004949195492706258,0.18128730087053208,0.1407191778996806,2.270313567413396,0.6652420153349509,1.192639987912529,0.8547589020811635,0.004963145794808804,0.22561422390181843,0.14060975956480679,2.014393637819988,0.6165660275676386,0.9954240244578539,0.31216460290720793,1.1280711033964546,1.27364400875607,0.08071558469739872,0.0
11,0.24,↑,0.000293,inf,0.004972430108945607,0.17532332675023513,0.14074319632667484,2.2912714089150037,0.6712691361769969,1.2106599556935298,0.8830336626990017,0.0050335765979063465,0.2062076648197523,0.1407743340918446,2.013958749974646,0.6230295760844781,1.0061062109179613,0.3280739399899797,0.9373075689484434,1.0831154796381943,0.08071558469739872,0.0
