epoch,train_loss,train_pres_loss,train_type_loss,val_loss,val_pres_loss,val_type_loss,val_pres_f1,val_pres_acc,val_type_f1,val_type_acc
0,1.55329652174082,0.3249294372072903,1.2283670845335295,1.3934922363619395,0.3276006429149173,1.0658915934470221,0.7211,0.644,0.4628,0.4781
1,1.3784979863255347,0.31532149985235,1.0631764864731847,1.312451645277874,0.3245618825473944,0.9878897627304796,0.7878,0.7244,0.5061,0.5632
2,1.3403889380336125,0.3142890424247762,1.0260998956088363,1.2793494565335006,0.32359326645277875,0.955756190080722,0.7942,0.7297,0.5099,0.5813
3,1.3251731326156333,0.31405445372078084,1.0111186788948525,1.282590786836154,0.3238448039976844,0.9587459828384696,0.8019,0.7352,0.5089,0.5761
4,1.3207292227909482,0.3141676197001409,1.0065616030908073,1.2743125344907806,0.32373452648891965,0.9505780080018611,0.802,0.7353,0.5095,0.5789
5,1.3175614658021801,0.3144681004693717,1.0030933653328085,1.2735001202105156,0.32385792824700266,0.9496421919635128,0.8008,0.7344,0.5081,0.579
6,1.3131541851660933,0.3144938016127528,0.9986603835533405,1.27381121352769,0.3241200750884587,0.9496911384392313,0.8017,0.735,0.5081,0.583
7,1.3117746206430287,0.31453528771033656,0.9972393329326923,1.2714874183041898,0.32415340349614785,0.9473340148080419,0.807,0.7393,0.5078,0.5804
8,1.3101277439916799,0.3140972147569732,0.9960305292347066,1.2701650814996863,0.32362401650552935,0.9465410649941569,0.8044,0.7372,0.5074,0.5809
9,1.309632946388791,0.31389140323871645,0.9957415431500746,1.2751761777249069,0.32395290469859117,0.9512232730263158,0.8082,0.7401,0.5079,0.5788
10,1.3105636313359996,0.3143782476531416,0.9961853836828581,1.275975319817456,0.3239410062245715,0.9520343135928844,0.8051,0.7377,0.5061,0.5764
11,1.3070581370386585,0.31417261826897175,0.9928855187696867,1.2781562065483791,0.32372765792043584,0.9544285486279432,0.8062,0.7387,0.5074,0.575
12,1.309103482598019,0.3143423874751326,0.9947610951228862,1.2740507469282916,0.3240849502859353,0.9499657966423563,0.8072,0.7394,0.5085,0.5784
13,1.3070314240392387,0.3143131448356163,0.9927182792036223,1.2681777827297223,0.3238339833605653,0.9443437993691569,0.8036,0.7364,0.5067,0.5813
14,1.3090596489944255,0.3142514418543808,0.9948082071400448,1.271487206963621,0.3236649954418066,0.9478222115218145,0.8044,0.7371,0.5069,0.5798
15,1.3067592347648478,0.31422308964817847,0.9925361451166694,1.2814086956330613,0.3237747023310357,0.9576339933020256,0.8037,0.7366,0.505,0.5721
16,1.3048926032190298,0.3141590998722957,0.990733503346734,1.2691513019255323,0.3238180060135691,0.9453332959119632,0.8064,0.7388,0.5057,0.5822
17,1.3050417507991234,0.31449855733613435,0.990543193462989,1.2777020145321156,0.32405119919710873,0.953650815335007,0.8048,0.7375,0.5057,0.5765
18,1.3070549395735764,0.3142672065714626,0.9927877330021138,1.2781225822638937,0.3240369971108899,0.9540855851530038,0.8086,0.7405,0.5064,0.576
19,1.3069859512288626,0.31429454692162634,0.9926914043072365,1.2782272169794733,0.32399174909512424,0.954235467884349,0.8016,0.735,0.5057,0.5759
20,1.3063917893629808,0.3140622247751575,0.9923295645878233,1.2761954098857342,0.3238704607427285,0.9523249491430056,0.8058,0.7383,0.5058,0.5751
21,1.3057278701417958,0.31418196781876867,0.9915459023230272,1.2741804043672091,0.32398264031661184,0.9501977640505973,0.8066,0.7389,0.506,0.576
22,1.3060420109675481,0.3142139222324685,0.9918280887350795,1.2749881691549623,0.3237666713894239,0.9512214977655384,0.8022,0.7354,0.5055,0.578
