Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.3252,0.4931,1.1805,0.5257,0.5045,0.5257,0.5033,0.0000,0.7284,0.2005,0.6737,0.1710,0.5113,0.1981,0.7612,0.5049,0.0747,0.8567,0.6886,0.7592,0.7417
2,1.0826,0.5787,1.1274,0.5601,0.5470,0.5601,0.5380,0.0016,0.8049,0.1240,0.5650,0.0019,0.6614,0.2900,0.7554,0.7012,0.2593,0.8659,0.5691,0.6802,0.7250
3,1.0206,0.6003,1.0596,0.5804,0.5666,0.5804,0.5637,0.0023,0.8395,0.2815,0.5780,0.3105,0.7510,0.3492,0.7657,0.6117,0.0401,0.8736,0.6801,0.7233,0.8667
4,0.9859,0.6146,1.0516,0.5792,0.6022,0.5792,0.5717,0.0031,0.7556,0.1669,0.6637,0.1228,0.6372,0.6106,0.7222,0.6057,0.1519,0.9517,0.6343,0.7537,0.8528
5,0.9586,0.6259,1.0305,0.5901,0.6000,0.5901,0.5817,0.0070,0.7778,0.2262,0.6811,0.1932,0.6242,0.5296,0.7426,0.6669,0.1031,0.9188,0.6361,0.7225,0.8333
6,0.9369,0.6341,1.0797,0.5840,0.5719,0.5840,0.5653,0.0668,0.7679,0.3200,0.6096,0.1235,0.6759,0.2294,0.7093,0.7150,0.0790,0.9693,0.5727,0.6962,0.8806
7,0.9177,0.6413,1.0914,0.5837,0.6189,0.5837,0.5730,0.0389,0.7926,0.1417,0.5358,0.0636,0.7183,0.5589,0.7855,0.6875,0.2031,0.9433,0.4925,0.7404,0.7611
8,0.9036,0.6477,1.0482,0.5897,0.5991,0.5897,0.5781,0.0148,0.7852,0.2133,0.6162,0.0852,0.6892,0.4786,0.7625,0.6374,0.1679,0.8927,0.6379,0.7923,0.7722
9,0.8864,0.6533,1.0805,0.5945,0.6071,0.5945,0.5810,0.0249,0.7926,0.1896,0.6503,0.1006,0.6943,0.5684,0.7484,0.7233,0.0932,0.8498,0.6307,0.6799,0.7944
10,0.8229,0.6777,1.0654,0.5966,0.6084,0.5966,0.5846,0.0210,0.7753,0.2519,0.6380,0.1198,0.7195,0.4329,0.7177,0.7553,0.0994,0.9310,0.5202,0.6605,0.8472
11,0.7982,0.6867,1.0773,0.6050,0.6162,0.6050,0.5912,0.0357,0.7753,0.1832,0.6121,0.1105,0.7377,0.4860,0.7471,0.6952,0.1296,0.9019,0.7206,0.7491,0.8889
12,0.7806,0.6931,1.0752,0.6070,0.6186,0.6070,0.5973,0.0233,0.8469,0.3146,0.6709,0.1204,0.6595,0.4717,0.7375,0.6663,0.1290,0.9180,0.6047,0.8057,0.8500
