epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_ref_elbo
0,0.02,↑,0.038221103422819896,0.0,296.9809183724841,0.02631702028430256,1.0987276881933212,0.020308342934383647,396.7175427312436,396.7175427312436,0.00012918739982682303,397.5489581564198,396.73785107417797
1,0.04,↑,0.03364086336337198,0.42348945757052053,21.17447336455037,0.009202157125564964,1.630036125057622,0.022686125994052574,16.814784231393233,16.814784231393233,2.0060464541292394e-05,17.92661848275558,16.837470357387286
2,0.06,↑,0.028952659653933874,0.3464588541957669,8.661471546144414,0.0025614635952458634,1.6346654645482401,0.025127020178605682,8.92064278540404,8.92064278540404,0.0012420431442518272,10.158997007038282,8.945769805582644
3,0.08,↑,0.03067595829935114,0.35058864514182386,5.843144218724473,0.00011398109809921781,1.7328448772878575,0.02629213340823417,6.441834914943446,6.441834914943446,0.0006301948666552324,7.779155829678411,6.468127048351681
4,0.1,↑,0.03161328143433185,0.348731820968757,4.3591478579026415,4.0236756735554847e-05,1.8172933244167413,0.0273880232732905,4.40861832058948,4.40861832058948,0.0004125555215464176,5.849643971609033,4.43600634386277
5,0.12000000000000001,↑,0.03162281931188882,0.34211695597584085,3.421169498809298,2.0701125318956293e-05,1.8823581768157787,0.02744222839322427,3.5000785032044286,3.5000785032044286,0.00027995985178479356,4.954618447500726,3.5275207315976527
6,0.14,↑,0.032244307636738495,0.3331642697068085,2.7763689805690506,1.2455281653855398e-05,1.9361906053876519,0.02757298932208315,3.009506359048512,3.009506359048512,0.00019749394430065243,4.49947763396346,3.037079348370595
7,0.16,↑,0.032699210499238254,0.32287490580763134,2.3062493189385065,7.919527702245233e-06,1.9820201249050915,0.028462290055239977,2.6722030412891637,2.6722030412891637,0.00014695094938835373,4.222527082847512,2.700665331344404
8,0.18,↑,0.03273610914252082,0.31314147241357576,1.9571342477224822,5.352985309978374e-06,2.0175155986072424,0.029307524248471727,1.9254873550456504,1.9254873550456504,0.00010416257464385126,3.540850579738617,1.954794879294122
9,0.19999999999999998,↑,0.0336041956845867,0.30230728592863654,1.6794848554116442,3.5950563902328473e-06,2.0509282520839145,0.02943955754618282,1.794403569529886,1.794403569529886,8.031360045171586e-05,3.4343335783999898,1.8238431270760687
10,0.21999999999999997,↑,0.03378394118307116,0.2921696123211904,1.4608480329800368,2.4727956018861895e-06,2.078327131674702,0.029755934910929722,1.4977298463168351,1.4977298463168351,6.0650985490254875e-05,3.179410806816557,1.527485781227765
11,0.23999999999999996,↑,0.033906114165131986,0.2842797370333421,1.292180627808535,1.7566001390109602e-06,2.1051398827169177,0.03011192660778761,1.3289527747294176,1.3289527747294176,4.6998483689410776e-05,3.0389879916025246,1.3590647013372052
12,0.25999999999999995,↑,0.0339941125174046,0.2738015032968575,1.1408396217607915,1.2349289723421582e-06,2.1214743906393982,0.030581368214410286,1.2865579131504763,1.2865579131504763,3.571970508979259e-05,3.0027655129847317,1.3171392813648866
13,0.27999999999999997,↑,0.03387177325575087,0.2659402949301372,1.0228473241616012,8.809171561097173e-07,2.143663767361103,0.030636858721466168,1.1735411493674568,1.1735411493674568,2.762703228575486e-05,2.8997359198072683,1.204178008088923
14,0.3,↑,0.03431415775636757,0.2576713382749629,0.9202547766884467,6.257863085200958e-07,2.1570747485734465,0.03173819907090586,0.9895000852968382,0.9895000852968382,2.1351173789140454e-05,2.7837738083756487,1.021238284367744
15,0.32,↑,0.03475862112302417,0.24994622103701858,0.8331540349058639,4.41071570325002e-07,2.1769802104261586,0.031478194621108145,0.9582465751015622,0.9582465751015622,1.66854132776675e-05,2.73933795288853,0.9897247697226703
16,0.34,↑,0.03471416996133731,0.242629473370717,0.7582171198568846,3.1177486689591746e-07,2.191277849943118,0.03192647062646954,0.843056307538696,0.843056307538696,1.2874603271484375e-05,2.66113337226536,0.8749827781651656
17,0.36000000000000004,↑,0.03547164921025585,0.2363587891248832,0.6951729020005778,2.1566041653572837e-07,2.209097151021312,0.033857236474590456,0.7309756037657675,0.7309756037657675,1.0013580322265625e-05,2.574326968063479,0.764832840240358
18,0.38000000000000006,↑,0.03617634089257484,0.2300726877791541,0.6390907735304725,1.448165989465248e-07,2.218121609741584,0.033813672261717526,0.7381665202910486,0.7381665202910486,7.62939453125e-06,2.5787818645653515,0.7719801925527661
19,0.4000000000000001,↑,0.036473348736763,0.2235824467712327,0.5883748676431807,9.436356394021323e-08,2.2303832137495054,0.03465209927652841,0.6351966763158208,0.6351966763158208,6.198032718637715e-06,2.5046912438195683,0.6698487755923492
20,0.4200000000000001,↑,0.03685635018085403,0.21776246710827477,0.5444061608803004,6.108551769007751e-08,2.2416606222776543,0.034448068811679666,0.6043912355342637,0.6043912355342637,4.76837158203125e-06,2.4841468722923943,0.6388393043459433
21,0.4400000000000001,↑,0.037228305859113096,0.2121626871420925,0.5051492708069938,3.689661958083706e-08,2.2472210696765353,0.035054325935957226,0.5312186386436224,0.5312186386436224,3.814697265625e-06,2.4305285157068917,0.5662729645795797
