Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,2.2290,0.2237,2.3162,0.2271,0.2651,0.2271,0.0875,0.0000,0.0000,0.0000,0.0073,0.0000,0.0003,0.0000,0.0000,0.9936,0.0000,0.0000,0.0000,0.0052,0.0000
2,1.9439,0.3165,2.0614,0.2696,0.3045,0.2696,0.1591,0.0000,0.0000,0.3679,0.0102,0.0000,0.0909,0.0000,0.0000,0.8142,0.0040,1.0000,0.0000,0.0201,0.0000
3,1.6316,0.3881,1.9374,0.3145,0.3137,0.3145,0.2371,0.0000,0.0000,0.3810,0.0273,0.0362,0.2399,0.0000,0.0026,0.7681,0.2667,1.0000,0.0481,0.0833,0.0000
4,1.5218,0.4093,1.9114,0.3281,0.3283,0.3281,0.2640,0.0000,0.0000,0.4803,0.0374,0.0274,0.3915,0.0012,0.0568,0.6865,0.1348,1.0000,0.0742,0.1133,0.0000
5,1.4529,0.4242,1.8812,0.3245,0.3152,0.3245,0.2859,0.0000,0.0000,0.3051,0.0219,0.0187,0.3765,0.2677,0.1370,0.5455,0.1257,1.0000,0.1682,0.2864,0.0000
6,1.4009,0.4365,1.8137,0.3528,0.3697,0.3528,0.3045,0.0000,0.0000,0.5482,0.0683,0.0582,0.3426,0.1220,0.1047,0.7196,0.2701,1.0000,0.2530,0.1141,0.0000
7,1.3665,0.4446,1.7822,0.3401,0.3626,0.3401,0.2789,0.0000,0.0000,0.5416,0.0889,0.0340,0.2310,0.1308,0.1098,0.7892,0.2344,1.0000,0.2855,0.0484,0.0000
8,1.3386,0.4491,1.7388,0.3526,0.3739,0.3526,0.3227,0.0000,0.0093,0.4788,0.1065,0.0263,0.2532,0.1806,0.1654,0.6382,0.2254,1.0000,0.3668,0.2725,0.0000
9,1.2956,0.4571,1.6943,0.3590,0.3844,0.3590,0.3241,0.0000,0.0497,0.5234,0.1221,0.0823,0.3733,0.1619,0.1176,0.6609,0.2123,1.0000,0.3696,0.1335,0.0000
10,1.2743,0.4617,1.6934,0.3672,0.3913,0.3672,0.3470,0.0000,0.0559,0.4204,0.2056,0.0362,0.3154,0.2080,0.1602,0.6107,0.2231,1.0000,0.3682,0.2530,0.0000
11,1.2361,0.4731,1.6557,0.3554,0.3875,0.3554,0.3173,0.0000,0.0839,0.4394,0.2472,0.0088,0.2992,0.2715,0.1822,0.6861,0.2418,1.0000,0.4148,0.0323,0.0000
12,1.2025,0.4805,1.6039,0.3848,0.3758,0.3848,0.3694,0.0000,0.0870,0.4044,0.3331,0.0439,0.4291,0.1457,0.0762,0.3991,0.1110,1.0000,0.4141,0.4576,0.0000
13,1.1816,0.4874,1.6436,0.3720,0.3867,0.3720,0.3512,0.0000,0.1211,0.4606,0.3337,0.0527,0.3920,0.2279,0.1214,0.5571,0.1557,1.0000,0.4551,0.1501,0.0000
14,1.1632,0.4951,1.6340,0.3797,0.3925,0.3797,0.3700,0.0000,0.1615,0.4599,0.2478,0.0681,0.4239,0.1669,0.2623,0.4263,0.0872,1.0000,0.4926,0.4116,0.0000
15,1.1478,0.4998,1.6173,0.3838,0.3925,0.3838,0.3750,0.0012,0.1522,0.4314,0.3084,0.0714,0.3853,0.1694,0.2016,0.4514,0.1200,1.0000,0.4919,0.3933,0.0000
16,1.1354,0.5045,1.6412,0.3598,0.3893,0.3598,0.3407,0.0000,0.1491,0.4854,0.1371,0.0933,0.4301,0.1868,0.0866,0.4837,0.0663,1.0000,0.5088,0.3187,0.0000
17,1.1224,0.5105,1.6082,0.3849,0.3996,0.3849,0.3702,0.0012,0.1366,0.4117,0.3658,0.0494,0.4851,0.1469,0.1925,0.4966,0.0612,1.0000,0.4700,0.2217,0.0000
