Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.6368,0.6630,0.6218,0.6536,0.7428,0.6536,0.5604,0.9914,0.1267
2,0.5298,0.7556,0.5350,0.7441,0.7704,0.7441,0.7184,0.9530,0.4182
3,0.5002,0.7762,0.5083,0.7685,0.7764,0.7685,0.7558,0.9213,0.5301
4,0.4925,0.7794,0.4991,0.7755,0.7814,0.7755,0.7648,0.9168,0.5549
5,0.4964,0.7751,0.5440,0.7495,0.7799,0.7495,0.7237,0.9602,0.4209
6,0.4970,0.7792,0.5117,0.7704,0.7834,0.7704,0.7556,0.9355,0.5129
7,0.4672,0.7938,0.4658,0.7816,0.7925,0.7816,0.7693,0.9340,0.5439
8,0.4505,0.8002,0.4454,0.7990,0.8016,0.7990,0.7926,0.9112,0.6240
9,0.4417,0.8037,0.4338,0.7973,0.8018,0.7973,0.7898,0.9191,0.6075
10,0.4456,0.8007,0.4582,0.7870,0.7941,0.7870,0.7770,0.9249,0.5717
11,0.4485,0.8000,0.4883,0.7536,0.7885,0.7536,0.7271,0.9673,0.4202
12,0.4387,0.8050,0.4255,0.8080,0.8092,0.8080,0.8031,0.9066,0.6542
13,0.4347,0.8068,0.4299,0.7993,0.8051,0.7993,0.7912,0.9252,0.6029
14,0.4366,0.8050,0.4351,0.7927,0.8022,0.7927,0.7823,0.9341,0.5721
15,0.4320,0.8077,0.4412,0.7929,0.8043,0.7929,0.7819,0.9392,0.5648
16,0.4308,0.8080,0.4288,0.7969,0.8041,0.7969,0.7880,0.9288,0.5911
17,0.4258,0.8099,0.4251,0.8032,0.8057,0.8032,0.7972,0.9124,0.6330
18,0.4234,0.8108,0.4265,0.7989,0.8038,0.7989,0.7912,0.9215,0.6078
19,0.4232,0.8107,0.4320,0.7889,0.7987,0.7889,0.7780,0.9335,0.5632
20,0.4222,0.8110,0.4269,0.7970,0.8036,0.7970,0.7884,0.9268,0.5945
