Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.6410,0.5008,0.7184,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
2,0.6407,0.4995,0.7130,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
3,0.6412,0.4987,0.7230,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
4,0.6404,0.4999,0.7163,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
5,0.6401,0.5005,0.7234,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
6,0.6401,0.5005,0.7187,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
7,0.6410,0.4989,0.7170,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
8,0.6404,0.4999,0.7159,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
9,0.6401,0.5003,0.7191,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
10,0.6402,0.5003,0.7173,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
