Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8573,0.5228,1.0454,0.5501,0.5674,0.5501,0.4760,0.0007,0.2062,0.9575,0.2571
2,0.7145,0.6430,0.9719,0.5978,0.5803,0.5978,0.5508,0.0007,0.1677,0.8403,0.5525
3,0.6709,0.6682,0.9162,0.6235,0.6503,0.6235,0.5942,0.1135,0.1751,0.7294,0.7389
4,0.6417,0.6795,0.9027,0.6292,0.6574,0.6292,0.5969,0.1131,0.2024,0.8099,0.6439
5,0.6263,0.6873,0.8891,0.6438,0.6624,0.6438,0.6159,0.1807,0.1893,0.7958,0.6916
6,0.6146,0.6934,0.9150,0.6321,0.6686,0.6321,0.5955,0.1712,0.1054,0.8015,0.6790
7,0.5967,0.6993,0.8659,0.6511,0.6822,0.6511,0.6205,0.1909,0.1682,0.8079,0.7007
8,0.5811,0.7048,0.8636,0.6489,0.6634,0.6489,0.6249,0.2683,0.1862,0.7994,0.6823
9,0.5718,0.7090,0.8810,0.6580,0.6899,0.6580,0.6275,0.2391,0.1442,0.8109,0.7126
10,0.5607,0.7134,0.8242,0.6655,0.6934,0.6655,0.6430,0.3128,0.1720,0.7576,0.7768
11,0.5503,0.7172,0.8345,0.6695,0.6869,0.6695,0.6458,0.3502,0.1773,0.8267,0.6896
12,0.5363,0.7216,0.8012,0.6749,0.7047,0.6749,0.6562,0.3359,0.2093,0.7421,0.8065
13,0.5292,0.7237,0.7946,0.6750,0.6959,0.6750,0.6497,0.3387,0.1758,0.8429,0.6873
14,0.5207,0.7265,0.7862,0.6802,0.7115,0.6802,0.6588,0.3991,0.1594,0.7579,0.8020
15,0.5101,0.7287,0.7813,0.6794,0.6990,0.6794,0.6563,0.4688,0.1652,0.8488,0.6660
16,0.5049,0.7335,0.8047,0.6751,0.7090,0.6751,0.6459,0.3488,0.1388,0.8610,0.6734
17,0.5041,0.7325,0.7452,0.6934,0.7112,0.6934,0.6780,0.5397,0.2146,0.7923,0.7464
18,0.4826,0.7416,0.7381,0.6881,0.7223,0.6881,0.6689,0.3635,0.2108,0.7754,0.7942
19,0.4759,0.7448,0.7443,0.6928,0.7155,0.6928,0.6726,0.4239,0.1994,0.8142,0.7478
20,0.4708,0.7473,0.7152,0.6992,0.7140,0.6992,0.6837,0.5031,0.2445,0.8154,0.7325
21,0.4644,0.7491,0.7487,0.6895,0.7182,0.6895,0.6704,0.4548,0.1852,0.7852,0.7728
22,0.4562,0.7528,0.7404,0.6942,0.7241,0.6942,0.6774,0.4538,0.2103,0.7690,0.7994
23,0.4526,0.7541,0.7353,0.6961,0.7216,0.6961,0.6793,0.5180,0.2004,0.7755,0.7849
24,0.4458,0.7580,0.7175,0.6987,0.7199,0.6987,0.6861,0.5448,0.2503,0.7700,0.7781
25,0.4388,0.7618,0.7109,0.6976,0.7184,0.6976,0.6805,0.4450,0.2351,0.8161,0.7429
26,0.4347,0.7641,0.7330,0.6978,0.7158,0.6978,0.6817,0.5414,0.2285,0.8220,0.7164
27,0.4268,0.7687,0.7229,0.6957,0.7141,0.6957,0.6825,0.5720,0.2518,0.8042,0.7191
28,0.4253,0.7676,0.7395,0.6955,0.7179,0.6955,0.6789,0.5459,0.2034,0.7917,0.7553
29,0.3954,0.7841,0.7208,0.6997,0.7152,0.6997,0.6874,0.5000,0.2830,0.7930,0.7516
30,0.3900,0.7863,0.7404,0.6955,0.7190,0.6955,0.6851,0.5567,0.2759,0.7453,0.7900
31,0.3826,0.7906,0.7495,0.6998,0.7204,0.6998,0.6868,0.4983,0.2653,0.7746,0.7812
32,0.3781,0.7925,0.7501,0.7005,0.7184,0.7005,0.6872,0.5730,0.2506,0.7995,0.7388
33,0.3731,0.7947,0.7445,0.7013,0.7154,0.7013,0.6885,0.5591,0.2739,0.8227,0.7073
34,0.3691,0.7969,0.7677,0.6974,0.7154,0.6974,0.6828,0.5234,0.2440,0.8087,0.7315
35,0.3623,0.8012,0.7482,0.7000,0.7175,0.7000,0.6881,0.5442,0.2713,0.7895,0.7506
36,0.3571,0.8031,0.7759,0.6939,0.7140,0.6939,0.6797,0.5092,0.2450,0.7844,0.7557
37,0.3533,0.8051,0.7812,0.6953,0.7115,0.6953,0.6826,0.5414,0.2688,0.8084,0.7145
38,0.3363,0.8140,0.7840,0.6971,0.7168,0.6971,0.6863,0.5819,0.2688,0.7734,0.7552
39,0.3291,0.8174,0.7938,0.6981,0.7153,0.6981,0.6855,0.5577,0.2630,0.8033,0.7271
40,0.3248,0.8195,0.7953,0.6963,0.7142,0.6963,0.6844,0.5309,0.2701,0.7824,0.7524
41,0.3218,0.8205,0.7978,0.6984,0.7158,0.6984,0.6876,0.5574,0.2802,0.7842,0.7472
