Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0246,0.9224,0.3179,0.9183,0.9755,0.9183,0.9386,0.9939,0.9156
2,0.0065,0.9815,0.0651,0.9807,0.9874,0.9807,0.9826,0.9931,0.9802
3,0.0046,0.9874,0.0498,0.9857,0.9897,0.9857,0.9868,0.9939,0.9854
4,0.0039,0.9897,0.0345,0.9897,0.9918,0.9897,0.9903,0.9862,0.9898
5,0.0032,0.9916,0.0331,0.9913,0.9928,0.9913,0.9917,0.9862,0.9915
6,0.0031,0.9918,0.0317,0.9915,0.9930,0.9915,0.9919,0.9900,0.9915
7,0.0025,0.9935,0.0281,0.9915,0.9929,0.9915,0.9919,0.9831,0.9918
8,0.0023,0.9940,0.0207,0.9953,0.9957,0.9953,0.9954,0.9816,0.9958
9,0.0022,0.9946,0.0154,0.9961,0.9964,0.9961,0.9962,0.9870,0.9964
10,0.0017,0.9958,0.0305,0.9932,0.9941,0.9932,0.9935,0.9862,0.9934
11,0.0020,0.9952,0.0178,0.9966,0.9967,0.9966,0.9967,0.9747,0.9974
12,0.0021,0.9952,0.0507,0.9886,0.9912,0.9886,0.9893,0.9900,0.9885
13,0.0021,0.9952,0.1145,0.9683,0.9834,0.9683,0.9730,0.9985,0.9672
14,0.0018,0.9961,0.0492,0.9880,0.9910,0.9880,0.9888,0.9946,0.9878
15,0.0011,0.9975,0.0154,0.9975,0.9975,0.9975,0.9975,0.9801,0.9981
16,0.0014,0.9969,0.0229,0.9949,0.9954,0.9949,0.9950,0.9870,0.9951
17,0.0016,0.9961,0.0218,0.9965,0.9967,0.9965,0.9966,0.9862,0.9969
18,0.0014,0.9969,0.0154,0.9972,0.9973,0.9972,0.9972,0.9801,0.9978
19,0.0016,0.9964,0.0123,0.9975,0.9976,0.9975,0.9975,0.9900,0.9977
20,0.0006,0.9987,0.0141,0.9975,0.9976,0.9975,0.9975,0.9854,0.9980
21,0.0005,0.9988,0.0177,0.9979,0.9979,0.9979,0.9979,0.9793,0.9985
22,0.0004,0.9992,0.0156,0.9980,0.9981,0.9980,0.9980,0.9831,0.9986
23,0.0005,0.9990,0.0187,0.9981,0.9981,0.9981,0.9981,0.9801,0.9987
24,0.0005,0.9989,0.0204,0.9967,0.9969,0.9967,0.9968,0.9847,0.9972
25,0.0005,0.9991,0.0210,0.9979,0.9979,0.9979,0.9979,0.9755,0.9987
26,0.0003,0.9994,0.0206,0.9977,0.9977,0.9977,0.9977,0.9839,0.9982
27,0.0002,0.9995,0.0210,0.9980,0.9980,0.9980,0.9980,0.9724,0.9989
28,0.0002,0.9995,0.0237,0.9982,0.9982,0.9982,0.9982,0.9755,0.9990
29,0.0002,0.9996,0.0263,0.9978,0.9978,0.9978,0.9978,0.9663,0.9989
30,0.0001,0.9996,0.0250,0.9977,0.9977,0.9977,0.9977,0.9716,0.9987
31,0.0003,0.9995,0.0282,0.9975,0.9975,0.9975,0.9975,0.9701,0.9985
32,0.0001,0.9996,0.0300,0.9980,0.9980,0.9980,0.9980,0.9663,0.9992
33,0.0001,0.9998,0.0300,0.9982,0.9982,0.9982,0.9982,0.9778,0.9989
34,0.0001,0.9998,0.0300,0.9983,0.9983,0.9983,0.9983,0.9755,0.9991
35,0.0001,0.9999,0.0309,0.9984,0.9984,0.9984,0.9984,0.9785,0.9992
36,0.0001,0.9999,0.0368,0.9981,0.9981,0.9981,0.9981,0.9678,0.9992
37,0.0001,0.9998,0.0314,0.9982,0.9982,0.9982,0.9982,0.9755,0.9990
38,0.0001,0.9999,0.0345,0.9982,0.9982,0.9982,0.9982,0.9686,0.9993
39,0.0000,0.9999,0.0391,0.9982,0.9982,0.9982,0.9982,0.9693,0.9992
40,0.0000,0.9999,0.0424,0.9980,0.9980,0.9980,0.9980,0.9678,0.9991
41,0.0000,0.9999,0.0409,0.9981,0.9981,0.9981,0.9981,0.9701,0.9991
42,0.0000,0.9999,0.0437,0.9980,0.9980,0.9980,0.9980,0.9732,0.9989
43,0.0000,0.9999,0.0461,0.9982,0.9982,0.9982,0.9982,0.9686,0.9992
