Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.7140,0.5974,0.8297,0.6249,0.6283,0.6249,0.6021
2,1.00e-03,0.6317,0.6537,0.8446,0.6259,0.6869,0.6259,0.5971
3,1.00e-03,0.6091,0.6660,0.8178,0.6496,0.6795,0.6496,0.6247
4,1.00e-03,0.5972,0.6728,0.7543,0.6535,0.6705,0.6535,0.6341
5,1.00e-03,0.5878,0.6775,0.7674,0.6588,0.6792,0.6588,0.6368
6,1.00e-03,0.5806,0.6804,0.7536,0.6526,0.6659,0.6526,0.6353
7,1.00e-03,0.5747,0.6823,0.7526,0.6313,0.7000,0.6313,0.6075
8,1.00e-03,0.5711,0.6835,0.9719,0.6057,0.7211,0.6057,0.5653
9,1.00e-03,0.5675,0.6862,0.8699,0.6065,0.6434,0.6065,0.5734
10,5.00e-04,0.5584,0.6899,0.7603,0.6430,0.6689,0.6430,0.6181
11,5.00e-04,0.5563,0.6915,0.7265,0.6604,0.6964,0.6604,0.6415
12,5.00e-04,0.5531,0.6927,0.7536,0.6546,0.6795,0.6546,0.6321
13,5.00e-04,0.5505,0.6936,0.8592,0.6282,0.6892,0.6282,0.5910
14,5.00e-04,0.5500,0.6943,0.7582,0.6711,0.6929,0.6711,0.6485
15,5.00e-04,0.5486,0.6950,0.7528,0.6467,0.7182,0.6467,0.6211
16,5.00e-04,0.5492,0.6951,0.7249,0.6736,0.6926,0.6736,0.6537
17,5.00e-04,0.5458,0.6962,0.7050,0.6747,0.6862,0.6747,0.6611
18,5.00e-04,0.5443,0.6972,0.9394,0.6027,0.6917,0.6027,0.5537
19,5.00e-04,0.5458,0.6967,0.7326,0.6735,0.6916,0.6735,0.6553
20,5.00e-04,0.5447,0.6979,0.7495,0.6548,0.6741,0.6548,0.6348
21,5.00e-04,0.5438,0.6980,0.8295,0.6318,0.6848,0.6318,0.5992
22,2.50e-04,0.5385,0.7009,0.6814,0.6817,0.6976,0.6817,0.6697
23,2.50e-04,0.5389,0.7020,0.6820,0.6830,0.6972,0.6830,0.6708
24,2.50e-04,0.5363,0.7023,0.6881,0.6755,0.7056,0.6755,0.6604
25,2.50e-04,0.5380,0.7015,0.7554,0.6679,0.7093,0.6679,0.6477
26,2.50e-04,0.5370,0.7015,0.6941,0.6708,0.7029,0.6708,0.6565
27,2.50e-04,0.5367,0.7021,0.7182,0.6453,0.7118,0.6453,0.6232
28,1.25e-04,0.5349,0.7033,0.7149,0.6541,0.7136,0.6541,0.6333
29,1.25e-04,0.5344,0.7039,0.6963,0.6832,0.6972,0.6832,0.6683
30,1.25e-04,0.5333,0.7044,0.7055,0.6808,0.6991,0.6808,0.6620
