Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.3600,0.5021,2.4230,0.4281,0.4358,0.4281,0.3854,0.8448,0.0017,0.0000,0.1778,0.0000,0.9456,0.4627,0.0779,0.0000,0.0425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0545,0.0115,0.3658,0.5918,0.2556,0.4414,0.1556,0.0000,0.1222,0.7573,0.0000,0.0101,0.0017,0.2009,0.0333
2,1.0893,0.6007,2.6104,0.3869,0.4911,0.3869,0.3607,0.9442,0.1294,0.0000,0.2074,0.0079,0.8973,0.3678,0.1466,0.0000,0.0435,0.0017,0.0000,0.3778,0.0000,0.0106,0.0141,0.0723,0.1322,0.5093,0.1667,0.4253,0.3074,0.0000,0.0944,0.8335,0.0000,0.0020,0.0000,0.3031,0.1778
3,1.0181,0.6255,1.6453,0.4911,0.5027,0.4911,0.4610,0.8640,0.1329,0.0111,0.3185,0.0397,0.9533,0.4544,0.4830,0.0000,0.1594,0.0205,0.0022,0.2667,0.0000,0.0068,0.0566,0.1470,0.5027,0.5333,0.4667,0.7354,0.4778,0.0000,0.4056,0.8479,0.0000,0.0121,0.0067,0.7947,0.2667
4,0.9794,0.6387,3.4558,0.3241,0.5385,0.3241,0.3202,0.9628,0.0979,0.0111,0.3037,0.0460,0.2077,0.2265,0.4880,0.0000,0.0850,0.0120,0.0022,0.4667,0.0000,0.0087,0.1000,0.0654,0.1781,0.2384,0.2111,0.6586,0.5926,0.0094,0.5667,0.6427,0.0000,0.0081,0.0000,0.7511,0.2667
5,0.9580,0.6486,3.3623,0.3661,0.5194,0.3661,0.3591,0.9688,0.1643,0.0000,0.1778,0.0159,0.3364,0.2849,0.4010,0.0000,0.0338,0.0205,0.0000,0.4000,0.0014,0.0000,0.0202,0.0310,0.2245,0.4651,0.3000,0.4606,0.4296,0.0000,0.4389,0.6704,0.0000,0.0020,0.0033,0.4853,0.1889
