Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,1.0227,0.3146,1.5086,0.2993,0.4334,0.2993,0.2639,0.7688,0.2763,0.0255,0.5054
2,0.9411,0.3652,1.4438,0.3144,0.4682,0.3144,0.2902,0.7216,0.3079,0.0564,0.5143
3,0.9198,0.3818,1.3962,0.3409,0.4948,0.3409,0.3301,0.6745,0.3050,0.1083,0.5378
4,0.8970,0.3985,1.4129,0.3397,0.4654,0.3397,0.3146,0.6064,0.3725,0.0837,0.5658
5,0.8590,0.4221,1.5083,0.3447,0.4765,0.3447,0.3470,0.6077,0.3301,0.1543,0.5051
6,0.8048,0.4505,1.4871,0.3603,0.4814,0.3603,0.3309,0.5023,0.3665,0.1005,0.6316
7,0.7508,0.4745,1.4888,0.3639,0.4648,0.3639,0.3259,0.4640,0.3188,0.0944,0.6711
8,0.7060,0.4924,1.5049,0.3744,0.4661,0.3744,0.3187,0.3594,0.3175,0.0801,0.7456
9,0.6719,0.5059,1.5293,0.3713,0.4528,0.3713,0.3038,0.3322,0.3439,0.0569,0.7657
10,0.6084,0.5290,1.5677,0.3883,0.4675,0.3883,0.3466,0.2722,0.3219,0.1326,0.7431
11,0.5849,0.5398,1.6010,0.3892,0.4578,0.3892,0.3549,0.2720,0.3395,0.1515,0.7188
12,0.5691,0.5483,1.6591,0.3720,0.4525,0.3720,0.3323,0.2942,0.3792,0.1159,0.6987
13,0.5542,0.5563,1.6711,0.3844,0.4452,0.3844,0.3222,0.2064,0.3593,0.0946,0.7867
14,0.5431,0.5637,1.7238,0.3775,0.4444,0.3775,0.3288,0.2524,0.3489,0.1105,0.7390
15,0.5308,0.5718,1.6546,0.3916,0.4457,0.3916,0.3350,0.1422,0.3556,0.1264,0.7866
16,0.5012,0.5866,1.7059,0.3913,0.4453,0.3913,0.3524,0.1901,0.3598,0.1571,0.7350
17,0.4917,0.5942,1.7826,0.3925,0.4428,0.3925,0.3718,0.2293,0.3543,0.2043,0.6724
18,0.4829,0.6013,1.7743,0.3914,0.4416,0.3914,0.3606,0.2093,0.3729,0.1763,0.7038
19,0.4764,0.6074,1.8191,0.3930,0.4436,0.3930,0.3687,0.2187,0.3811,0.1942,0.6818
20,0.4688,0.6136,1.8504,0.3871,0.4370,0.3871,0.3698,0.2428,0.3579,0.2061,0.6508
21,0.4631,0.6192,1.8499,0.4003,0.4430,0.4003,0.3715,0.1649,0.3395,0.2046,0.7146
22,0.4465,0.6296,1.8514,0.3964,0.4344,0.3964,0.3713,0.1660,0.3972,0.2098,0.6829
23,0.4410,0.6353,1.8676,0.3942,0.4392,0.3942,0.3760,0.2051,0.3604,0.2205,0.6626
24,0.4365,0.6397,1.8623,0.3946,0.4329,0.3946,0.3726,0.1785,0.3702,0.2162,0.6737
25,0.4319,0.6436,1.9049,0.3955,0.4341,0.3955,0.3643,0.1660,0.3761,0.1911,0.7081
26,0.4277,0.6470,1.9173,0.4013,0.4366,0.4013,0.3777,0.1674,0.3782,0.2226,0.6853
27,0.4256,0.6499,1.9251,0.3926,0.4294,0.3926,0.3692,0.1751,0.3884,0.2096,0.6725
28,0.4204,0.6543,1.9558,0.3988,0.4317,0.3988,0.3751,0.1504,0.3964,0.2232,0.6779
29,0.4177,0.6572,1.9713,0.3996,0.4316,0.3996,0.3852,0.1755,0.3702,0.2542,0.6424
30,0.4145,0.6604,2.0126,0.3920,0.4246,0.3920,0.3749,0.1645,0.4125,0.2346,0.6378
31,0.4110,0.6640,1.9681,0.4048,0.4328,0.4048,0.3914,0.1649,0.3823,0.2693,0.6384
32,0.4078,0.6668,2.0178,0.4009,0.4290,0.4009,0.3845,0.1601,0.4001,0.2528,0.6444
33,0.4037,0.6701,2.0022,0.4004,0.4249,0.4004,0.3868,0.1508,0.3926,0.2702,0.6265
34,0.4021,0.6733,2.0062,0.4064,0.4344,0.4064,0.3927,0.1604,0.3897,0.2717,0.6391
35,0.3987,0.6764,2.0321,0.4039,0.4260,0.4039,0.3878,0.1431,0.3901,0.2683,0.6411
36,0.3961,0.6783,2.0125,0.4038,0.4327,0.4038,0.3872,0.1745,0.3855,0.2528,0.6520
37,0.3925,0.6815,2.0506,0.4064,0.4296,0.4064,0.3921,0.1424,0.3815,0.2787,0.6377
38,0.3893,0.6843,2.0643,0.3985,0.4241,0.3985,0.3864,0.1643,0.4024,0.2688,0.6169
39,0.3802,0.6908,2.0839,0.4043,0.4281,0.4043,0.3957,0.1668,0.3918,0.2930,0.6057
40,0.3791,0.6925,2.0842,0.4037,0.4269,0.4037,0.3926,0.1568,0.3780,0.2856,0.6191
41,0.3773,0.6944,2.0749,0.3989,0.4257,0.3989,0.3915,0.1858,0.4104,0.2842,0.5918
42,0.3758,0.6958,2.1080,0.4009,0.4250,0.4009,0.3962,0.1737,0.4068,0.3060,0.5750
43,0.3728,0.6976,2.0658,0.4038,0.4261,0.4038,0.3922,0.1503,0.3928,0.2850,0.6181
44,0.3714,0.7002,2.1232,0.4083,0.4278,0.4083,0.3990,0.1426,0.3853,0.3080,0.6069
45,0.3699,0.7005,2.1069,0.4028,0.4247,0.4028,0.3930,0.1501,0.3905,0.2923,0.6074
46,0.3677,0.7028,2.1351,0.4078,0.4278,0.4078,0.4001,0.1541,0.3926,0.3109,0.5969
47,0.3676,0.7032,2.1015,0.4043,0.4234,0.4043,0.3936,0.1443,0.3876,0.2955,0.6099
48,0.3653,0.7052,2.1346,0.4023,0.4227,0.4023,0.3908,0.1422,0.3859,0.2885,0.6138
49,0.3645,0.7067,2.1588,0.4052,0.4254,0.4052,0.3998,0.1628,0.3888,0.3169,0.5815
50,0.3629,0.7080,2.1238,0.4053,0.4273,0.4053,0.3998,0.1699,0.4020,0.3101,0.5847
