Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.8865,0.4976,1.1394,0.4736,0.6137,0.4736,0.5036,0.3723,0.8103,0.4158,0.4860
2,0.7406,0.6061,1.0364,0.5369,0.6076,0.5369,0.5533,0.3307,0.7823,0.5774,0.4830
3,0.7004,0.6275,1.0379,0.5335,0.6267,0.5335,0.5536,0.4721,0.7402,0.4607,0.5857
4,0.6738,0.6418,1.0268,0.5607,0.6149,0.5607,0.5742,0.4009,0.7469,0.5932,0.5187
5,0.6492,0.6525,1.0554,0.5569,0.6042,0.5569,0.5700,0.3765,0.6971,0.5882,0.5335
6,0.6268,0.6613,1.0408,0.5612,0.6129,0.5612,0.5754,0.4186,0.7042,0.5734,0.5495
7,0.6063,0.6688,1.0747,0.5527,0.6031,0.5527,0.5655,0.4132,0.7082,0.5955,0.5004
8,0.5858,0.6765,1.1400,0.5449,0.5972,0.5449,0.5540,0.3126,0.7484,0.4980,0.6135
9,0.5668,0.6834,1.1498,0.5329,0.5986,0.5329,0.5507,0.4269,0.6825,0.5478,0.5063
10,0.5512,0.6886,1.2392,0.5292,0.6017,0.5292,0.5491,0.4080,0.6923,0.5228,0.5289
11,0.4982,0.7098,1.2382,0.5620,0.5952,0.5620,0.5722,0.3228,0.6520,0.5871,0.5746
12,0.4752,0.7199,1.2927,0.5519,0.5846,0.5519,0.5609,0.2932,0.6743,0.5646,0.5766
13,0.4610,0.7265,1.3196,0.5589,0.5871,0.5589,0.5664,0.2672,0.6720,0.5827,0.5815
14,0.4487,0.7319,1.3043,0.5544,0.5911,0.5544,0.5645,0.3461,0.6323,0.5433,0.6049
