Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,7.1463,0.6183,0.6917,0.6507,0.6614,0.6507,0.5842,0.6751,0.0161,0.0000,0.9467,0.1819
2,0.6567,0.6661,0.6525,0.6454,0.6390,0.6454,0.6400,0.7992,0.1935,0.0215,0.7462,0.4734
3,0.6212,0.6771,0.6207,0.6946,0.7027,0.6946,0.6595,0.7241,0.0000,0.0000,0.9262,0.3294
