Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.6228,0.5149,4.2542,0.6086,0.3704,0.6086,0.4605,0.0000,1.0000,0.0000
2,0.5910,0.5498,0.7095,0.6040,0.5124,0.6040,0.4690,-0.0075,0.9822,0.0158
3,0.5658,0.5800,0.6991,0.6073,0.5443,0.6073,0.4688,0.0114,0.9895,0.0129
4,0.5555,0.5873,2.0115,0.6079,0.4711,0.6079,0.4609,-0.0107,0.9981,0.0010
5,0.5391,0.6170,9.5624,0.6071,0.5000,0.6071,0.4625,-0.0083,0.9949,0.0039
6,0.5311,0.6281,9.5027,0.6064,0.5006,0.6064,0.4634,-0.0096,0.9929,0.0056
7,0.5103,0.6614,0.7291,0.6070,0.4595,0.6070,0.4610,-0.0181,0.9963,0.0017
8,0.5025,0.6692,0.6879,0.3930,0.5353,0.3930,0.2275,0.0031,0.0063,0.9941
9,0.4770,0.6954,0.6941,0.6131,0.5957,0.6131,0.4946,0.0673,0.9756,0.0494
10,0.4956,0.6773,0.9239,0.6068,0.4698,0.6068,0.4614,-0.0171,0.9954,0.0024
11,0.4959,0.6707,0.8887,0.6195,0.6026,0.6195,0.5313,0.1062,0.9451,0.1132
12,0.5023,0.6573,1.7610,0.6058,0.5076,0.6058,0.4651,-0.0081,0.9899,0.0085
13,0.5008,0.6578,11.3845,0.6061,0.4994,0.6061,0.4637,-0.0108,0.9919,0.0062
14,0.4922,0.6772,0.7057,0.3923,0.5341,0.3923,0.2247,0.0022,0.0039,0.9964
15,0.4747,0.7011,61.0546,0.6069,0.4782,0.6069,0.4616,-0.0145,0.9955,0.0027
16,0.4704,0.7044,85.7360,0.6069,0.4893,0.6069,0.4621,-0.0117,0.9951,0.0033
17,0.4689,0.7063,3.4295,0.6064,0.5493,0.6064,0.4780,0.0203,0.9785,0.0278
18,0.4638,0.7089,48.7457,0.6057,0.4984,0.6057,0.4640,-0.0120,0.9907,0.0070
19,0.4530,0.7185,71.3946,0.6065,0.4923,0.6065,0.4626,-0.0120,0.9938,0.0044
20,0.4388,0.7290,21.1254,0.6046,0.5007,0.6046,0.4657,-0.0130,0.9869,0.0102
21,0.4375,0.7279,4.5294,0.6082,0.5659,0.6082,0.4887,0.0398,0.9710,0.0440
22,0.4255,0.7366,16.4011,0.6047,0.5070,0.6047,0.4667,-0.0098,0.9860,0.0117
23,0.4327,0.7320,0.8810,0.3921,0.5387,0.3921,0.2236,0.0027,0.0029,0.9974
