epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,7.996530326547649,0.0,1040.451059396157,0.453066223519149,10.782877488732899,0.852,0.7453,0.272,0.4505,1.6275037700391335,853.5895809505297,853.5895809505297,0.479477529818921,857.2482158826745,0.839,0.745,0.2933,0.5422,855.2170847205688
1,0.04,↑,1.7010625599132656,2.500733670600719,125.03668646933555,0.44386290749035573,6.301873233109741,0.8578,0.7581,0.3045,0.4555,1.500905316889934,57.31450487219769,57.31450487219769,0.4811398102901876,60.81332779448965,0.8465,0.745,0.2785,0.558,58.81541018908762
2,0.06,↑,1.6277764103710932,1.4949321480483686,37.37330455277623,0.4394392307255477,5.19329460903035,0.8604,0.7661,0.3278,0.4751,1.3214856743326653,30.667905175167583,30.667905175167583,0.4711333550107868,34.01436174434164,0.849,0.7526,0.2922,0.5279,31.989390849500246
3,0.08,↑,1.7543470939710695,1.49257670330306,24.876278932881828,0.436136294461205,5.323441376914871,0.8604,0.7671,0.3313,0.4804,1.2535878923600134,24.000974090202995,24.000974090202995,0.4723877515036451,27.306141697842143,0.848,0.7448,0.3121,0.484,25.254561982563008
4,0.1,↑,1.8242073573263209,1.5462529663196287,19.328162500124883,0.43555667645955914,5.457456211043436,0.8603,0.767,0.3324,0.481,1.2511386936125548,18.129308112289596,18.129308112289596,0.4654112609265291,21.3772898160893,0.8475,0.7539,0.2806,0.5484,19.38044680590215
5,0.12000000000000001,↑,1.7601804939621704,1.5332416448521367,15.332416200682674,0.4352494248400179,5.3907058891662425,0.8589,0.766,0.3332,0.4809,1.1606461661665335,14.309874335060949,14.309874335060949,0.46352166937583167,17.48989205515903,0.8476,0.7499,0.3042,0.5204,15.470520501227481
6,0.14,↑,1.5997932708611045,1.4260065053727193,11.88338781277862,0.4339640797418126,5.141517186321858,0.8533,0.7612,0.3324,0.4801,1.1272513540866582,10.923952431782432,10.923952431782432,0.4667799770427139,14.078561000202013,0.8397,0.7467,0.2976,0.5352,12.05120378586909
7,0.16,↑,1.5374318091014816,1.3418570291513783,9.584693025219362,0.4366419287512354,5.027555337180984,0.8367,0.7439,0.3413,0.4791,1.0832571381622034,8.942672138628753,8.942672138628753,0.4748884518428341,12.105971660303032,0.8397,0.7487,0.2917,0.4807,10.025929276790956
8,0.18,↑,1.507964485676246,1.2811032405801237,8.006895426187668,0.4414242362272369,4.9656752546441405,0.8178,0.7224,0.3513,0.4792,1.0604825668522846,7.681815331396849,7.681815331396849,0.48017079945977614,10.823340772286706,0.8496,0.7607,0.2887,0.4926,8.742297898249134
9,0.19999999999999998,↑,1.459852101997957,1.1896905519159358,6.609391689524825,0.44561285604762224,4.850336474959624,0.8009,0.7034,0.3588,0.4779,1.0687701907008886,6.40410041809082,6.40410041809082,0.48240132642019057,9.546274590751398,0.8334,0.7456,0.3002,0.5293,7.472870608791709
10,0.21999999999999997,↑,1.410694894315158,1.0949013183000282,5.474506494803801,0.4477733876748906,4.736314362326772,0.7783,0.6787,0.3639,0.4756,1.0818321817433056,5.2181364531102385,5.2181364531102385,0.4844393370187153,8.413763111052306,0.8093,0.7237,0.3173,0.5365,6.299968634853544
11,0.23999999999999996,↑,1.3738613409863702,1.0056446962836545,4.571112273105,0.4478100332188808,4.639352810909921,0.751,0.649,0.3618,0.4681,1.0643888756470836,4.291488732980645,4.291488732980645,0.48494813299697376,7.517068354979806,0.7917,0.7038,0.2932,0.4969,5.355877608627729
12,0.25999999999999995,↑,1.3628936123982534,0.9464160311031431,3.9434002197136433,0.4478766547125236,4.593153500938236,0.7365,0.6352,0.3574,0.4583,1.1387381971530293,3.7121718266735906,3.7121718266735906,0.48517948235182656,7.017176641070324,0.7707,0.6836,0.3121,0.5036,4.85091002382662
13,0.27999999999999997,↑,1.3624716367456897,0.9063759697347122,3.486061554749059,0.44800004014011163,4.572315496088532,0.7184,0.6181,0.3558,0.4532,1.0942714758541272,3.5485470502272896,3.5485470502272896,0.4854427421384532,6.8045679654764095,0.7935,0.7071,0.3052,0.4908,4.642818526081417
14,0.3,↑,1.3672360608797531,0.8769996190340252,3.1321414829646206,0.44821631689034647,4.560930712202867,0.7029,0.6049,0.3546,0.4519,1.0987935176362162,3.2597244939078456,3.2597244939078456,0.4858398431426157,6.5264942555323895,0.7347,0.6464,0.4015,0.553,4.358518011544062
15,0.32,↑,1.375699977575331,0.8469416748518553,2.8231387958701557,0.4481227965368377,4.555786650470148,0.6918,0.5953,0.3529,0.4485,1.1511502338006445,2.812541158626909,2.812541158626909,0.4854121575051028,6.169358620177144,0.738,0.6474,0.3323,0.4769,3.9636913924275534
16,0.34,↑,1.383997856365098,0.8089223861105579,2.527882513804808,0.44812977180123215,4.542376736482134,0.6826,0.5862,0.3516,0.4433,1.097100866958499,2.6124397046540095,2.6124397046540095,0.4854744361794513,5.899515615857166,0.7383,0.6507,0.3406,0.5192,3.7095405716125085
17,0.36000000000000004,↑,1.3913398862501865,0.7610221924444245,2.2383005445225557,0.44810490159498334,4.515999473386066,0.6747,0.5798,0.3526,0.4426,1.1177993618437778,2.2198188513841317,2.2198188513841317,0.48667648835512606,5.560137545285017,0.7008,0.6201,0.3667,0.5138,3.3376182132279095
18,0.38000000000000006,↑,1.3993149547227015,0.7167788482116061,1.9910522767203322,0.4480882367208558,4.492257976464696,0.664,0.5706,0.3505,0.4371,1.3187839210681294,1.9806998138842375,1.9806998138842375,0.48598543368279934,5.5357871360105015,0.6986,0.6141,0.4245,0.5406,3.299483734952367
19,0.4000000000000001,↑,1.4006260523006586,0.6948090487791476,1.8284448871664136,0.4480040401276394,4.481292159851161,0.6581,0.5657,0.3477,0.434,1.0978267975961384,2.0561187138537997,2.0561187138537997,0.48601599539751594,5.352247345058815,0.6961,0.6143,0.3793,0.5592,3.153945511449938
20,0.4200000000000001,↑,1.3881308376396588,0.6798565910948635,1.6996414468519438,0.4480150864930054,4.461997083751862,0.6561,0.5652,0.3464,0.432,1.1348419898877973,1.882159070233288,1.882159070233288,0.4862253346439937,5.23082843552465,0.7215,0.6387,0.3569,0.5314,3.0170010601210855
21,0.4400000000000001,↑,1.3847710750962021,0.6782000345630906,1.6147620374878284,0.4480559293352425,4.462393527084774,0.65,0.5599,0.3435,0.4285,1.1405955618652313,1.7248189388571873,1.7248189388571873,0.48600673667438654,5.111658339915068,0.7254,0.6426,0.3736,0.5201,2.8654145007224185
22,0.46000000000000013,↑,1.3927097057578481,0.6858919199384391,1.5588452796524466,0.44798267555623716,4.4847296494307205,0.643,0.5532,0.3436,0.4288,1.141243020558487,1.7623052351662647,1.7623052351662647,0.48647383794836374,5.143455404302348,0.7119,0.6272,0.2978,0.5155,2.9035482557247514
23,0.48000000000000015,↑,1.4029516707247198,0.6906721552558811,1.5014611809800957,0.4480758094047446,4.507496168561848,0.6389,0.5496,0.3403,0.4232,1.1778818854009327,1.579491275160209,1.579491275160209,0.4858692726120353,5.017501215571943,0.6484,0.5714,0.3047,0.4712,2.7573731605611416
24,0.5000000000000001,↑,1.4116175060326046,0.6986229338403703,1.4554644772329088,0.4481068628359155,4.530276698429183,0.6359,0.5478,0.3393,0.4218,1.2031489513490512,1.5820775332496217,1.5820775332496217,0.4856165607014428,5.03880130013694,0.6463,0.5738,0.3538,0.5271,2.785226484598673
25,0.5200000000000001,↑,1.4188727231824163,0.7097795557787927,1.4195591115575854,0.44813574164376885,4.5517781266376645,0.6319,0.5436,0.3378,0.4225,1.1932587003254371,1.5950501680212177,1.5950501680212177,0.48676531551324803,5.048214839852375,0.6443,0.5632,0.3372,0.4951,2.788308868346655
26,0.5400000000000001,↑,1.435250946517722,0.7126411272393345,1.3704637568426492,0.4480257175883816,4.5768436700357995,0.6274,0.54,0.3341,0.4182,1.187375136529622,1.4710815203092669,1.4710815203092669,0.4853468553527542,4.92169754077559,0.5897,0.5201,0.3902,0.5285,2.6584566568388888
27,0.5600000000000002,↑,1.446725501222422,0.7200569812267991,1.3334388020373915,0.4480467408979601,4.596567543407486,0.625,0.5388,0.3371,0.4208,1.2148692453199106,1.4422894002383817,1.4422894002383817,0.4861385293871812,4.9272570363853285,0.6169,0.5449,0.3302,0.5195,2.657158645558292
