Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9062,0.5103,1.1874,0.4922,0.4318,0.4922,0.4547,0.1967,0.0000,0.7010,0.4409
2,0.8684,0.5220,1.1515,0.4698,0.4494,0.4698,0.4352,0.2894,0.0000,0.3962,0.7470
3,0.8682,0.5207,1.1545,0.4861,0.4453,0.4861,0.4554,0.2724,0.0000,0.4837,0.6846
4,0.8638,0.5209,1.1289,0.5093,0.4535,0.5093,0.4617,0.2398,0.0000,0.7903,0.3649
5,0.8616,0.5231,1.1583,0.5014,0.4558,0.5014,0.4534,0.3794,0.0000,0.7874,0.3149
6,0.8621,0.5227,1.1248,0.4899,0.4661,0.4899,0.4027,0.2167,0.0000,0.9070,0.1662
7,0.8616,0.5223,1.1392,0.4880,0.4590,0.4880,0.4578,0.3672,0.0000,0.4503,0.7111
8,0.8597,0.5222,1.1916,0.4439,0.4739,0.4439,0.3914,0.4402,0.0000,0.2514,0.8255
9,0.8588,0.5252,1.1485,0.5117,0.4509,0.5117,0.4707,0.2415,0.0000,0.7439,0.4306
10,0.8559,0.5266,1.1527,0.4727,0.4526,0.4727,0.4353,0.2694,0.0000,0.3899,0.7677
11,0.8551,0.5278,1.1370,0.5045,0.4494,0.5045,0.4727,0.2364,0.0000,0.5733,0.6299
12,0.8556,0.5261,1.1330,0.5061,0.4466,0.5061,0.4738,0.2435,0.0000,0.6271,0.5637
13,0.8547,0.5269,1.1639,0.4718,0.4459,0.4718,0.4375,0.3156,0.0000,0.4032,0.7377
14,0.8546,0.5261,1.1410,0.4891,0.4351,0.4891,0.4590,0.2568,0.0000,0.5643,0.5935
15,0.8562,0.5258,1.1327,0.4874,0.4539,0.4874,0.4583,0.3516,0.0000,0.4680,0.6905
16,0.8551,0.5280,1.1602,0.4513,0.4595,0.4513,0.4049,0.3471,0.0000,0.2945,0.8121
17,0.8536,0.5288,1.1488,0.4947,0.4508,0.4947,0.4692,0.4314,0.0000,0.5413,0.5990
18,0.8508,0.5302,1.1481,0.5018,0.4436,0.5018,0.4703,0.2765,0.0000,0.6334,0.5364
19,0.8502,0.5300,1.1650,0.4698,0.4478,0.4698,0.4350,0.3363,0.0000,0.3903,0.7439
20,0.8512,0.5297,1.1434,0.4906,0.4517,0.4906,0.4602,0.3037,0.0000,0.4814,0.6933
