Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.7470,0.5874,0.9936,0.5309,0.6421,0.5309,0.5233,0.7202,0.6754,0.7112,0.2946
2,0.6781,0.6238,1.2397,0.4932,0.6276,0.4932,0.4344,0.6470,0.6704,0.1345,0.8095
3,0.6567,0.6350,0.9782,0.5508,0.6146,0.5508,0.5669,0.6847,0.6059,0.5636,0.5084
4,0.6393,0.6440,0.9791,0.5541,0.6364,0.5541,0.5581,0.7197,0.6591,0.6807,0.3826
5,0.6272,0.6493,0.9672,0.5515,0.6388,0.5515,0.5537,0.6812,0.6777,0.3668,0.7010
6,0.6128,0.6560,0.9391,0.5273,0.6291,0.5273,0.5161,0.6980,0.6686,0.2871,0.7250
7,0.6021,0.6607,0.9438,0.5717,0.6489,0.5717,0.5698,0.7823,0.5991,0.3762,0.7349
8,0.5914,0.6655,0.9288,0.5410,0.6487,0.5410,0.5341,0.6634,0.8140,0.3065,0.7204
9,0.5809,0.6692,0.9268,0.5699,0.6398,0.5699,0.5849,0.7082,0.8415,0.5838,0.4928
10,0.5700,0.6738,0.9205,0.5804,0.6385,0.5804,0.5937,0.7162,0.6564,0.5103,0.6195
11,0.5593,0.6783,0.9050,0.5747,0.6413,0.5747,0.5893,0.6865,0.7616,0.4967,0.6087
12,0.5489,0.6821,0.9295,0.5605,0.6398,0.5605,0.5621,0.7419,0.6722,0.3770,0.7031
13,0.5384,0.6870,0.9673,0.5770,0.6476,0.5770,0.5843,0.7863,0.6650,0.4334,0.6779
14,0.5285,0.6906,0.9081,0.5785,0.6465,0.5785,0.5867,0.8013,0.6727,0.4434,0.6677
15,0.4979,0.7050,0.9801,0.5644,0.6468,0.5644,0.5622,0.7774,0.5991,0.3639,0.7312
16,0.4878,0.7087,0.9755,0.5740,0.6447,0.5740,0.5754,0.7973,0.5928,0.3981,0.7164
17,0.4791,0.7130,1.0338,0.5498,0.6473,0.5498,0.5380,0.7681,0.6429,0.3059,0.7514
18,0.4729,0.7163,0.9834,0.5584,0.6360,0.5584,0.5512,0.7814,0.5512,0.3422,0.7463
