Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,1.4946,0.4910,2.1760,0.3835,0.4873,0.3835,0.4050
2,1.00e-03,1.2902,0.5536,1.5686,0.4569,0.5310,0.4569,0.4239
3,1.00e-03,1.2217,0.5755,1.4146,0.4870,0.5628,0.4870,0.4602
4,1.00e-03,1.1806,0.5885,1.6384,0.4055,0.5007,0.4055,0.4037
5,1.00e-03,1.1516,0.5980,1.6457,0.4320,0.5379,0.4320,0.4051
6,1.00e-03,1.1301,0.6044,1.8361,0.4585,0.5836,0.4585,0.4536
7,1.00e-03,1.1095,0.6109,1.3253,0.5314,0.5721,0.5314,0.5131
8,1.00e-03,1.0948,0.6164,1.3663,0.5105,0.5910,0.5105,0.4894
9,1.00e-03,1.0798,0.6208,1.5562,0.5128,0.5660,0.5128,0.5079
10,1.00e-03,1.0682,0.6259,1.3545,0.5209,0.5798,0.5209,0.4891
11,1.00e-03,1.0550,0.6293,1.2746,0.5351,0.5826,0.5351,0.5234
12,1.00e-03,1.0469,0.6324,1.2641,0.5516,0.5955,0.5516,0.5313
13,1.00e-03,1.0368,0.6352,1.2427,0.5687,0.5796,0.5687,0.5538
14,1.00e-03,1.0280,0.6392,1.5154,0.5095,0.5905,0.5095,0.4887
15,1.00e-03,1.0179,0.6411,1.2224,0.5658,0.5921,0.5658,0.5569
16,1.00e-03,1.0110,0.6446,1.6975,0.5182,0.5859,0.5182,0.5107
17,1.00e-03,1.0037,0.6466,1.1918,0.5779,0.6044,0.5779,0.5667
18,1.00e-03,0.9968,0.6484,1.2832,0.5592,0.5955,0.5592,0.5356
19,1.00e-03,0.9915,0.6495,1.1833,0.5657,0.5988,0.5657,0.5528
20,1.00e-03,0.9841,0.6540,1.3350,0.5546,0.5847,0.5546,0.5320
21,1.00e-03,0.9792,0.6542,1.2651,0.5534,0.6124,0.5534,0.5290
22,5.00e-04,0.9495,0.6648,1.1605,0.5839,0.6195,0.5839,0.5679
23,5.00e-04,0.9428,0.6671,1.1939,0.5845,0.6064,0.5845,0.5677
24,5.00e-04,0.9377,0.6687,1.1332,0.5934,0.6141,0.5934,0.5841
25,5.00e-04,0.9349,0.6697,1.1398,0.5918,0.6136,0.5918,0.5725
26,5.00e-04,0.9322,0.6711,1.1296,0.5906,0.6003,0.5906,0.5782
27,5.00e-04,0.9279,0.6718,1.1530,0.5848,0.6180,0.5848,0.5698
28,5.00e-04,0.9244,0.6735,1.1465,0.5869,0.6170,0.5869,0.5721
29,2.50e-04,0.9081,0.6794,1.1149,0.6008,0.6188,0.6008,0.5867
30,2.50e-04,0.9045,0.6809,1.1581,0.5917,0.6166,0.5917,0.5750
