Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9728,0.2507,2.4234,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
2,0.9688,0.2508,2.4348,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
3,0.9698,0.2502,2.4115,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
4,0.9699,0.2502,2.4410,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
5,0.9692,0.2505,2.4532,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
6,0.9685,0.2507,2.4372,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
7,0.9706,0.2495,2.4676,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
8,0.9691,0.2503,2.4992,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
9,0.9716,0.2489,2.4212,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
10,0.9712,0.2491,2.4228,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
11,0.9703,0.2497,2.3778,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
12,0.9695,0.2500,2.4179,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
13,0.9700,0.2497,2.4716,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
14,0.9690,0.2503,2.4083,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
15,0.9696,0.2500,2.4116,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
