Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9801,0.2498,2.4213,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
2,0.9691,0.2505,2.4265,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
3,0.9697,0.2502,2.4276,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
4,0.9708,0.2495,2.3931,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
5,0.9690,0.2505,2.4362,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
6,0.9693,0.2503,2.4312,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
7,0.9715,0.2489,2.4535,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
8,0.9687,0.2506,2.4345,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
9,0.9703,0.2497,2.4762,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
10,0.9694,0.2502,2.4181,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
11,0.9690,0.2503,2.4182,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
12,0.9711,0.2491,2.4359,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
13,0.9699,0.2498,2.4277,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
14,0.9714,0.2489,2.4167,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
15,0.9689,0.2504,2.3995,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
