Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.1532,0.5511,1.5357,0.4605,0.4702,0.4605,0.4510,0.0028,0.5925,0.2824,0.4315,0.0711,0.4096,0.2124,0.6782,0.6369,0.3358,0.8149,0.3740,0.4810,0.4109
2,0.9319,0.6334,1.5225,0.4656,0.4823,0.4656,0.4590,0.0015,0.7232,0.3359,0.4803,0.1970,0.4065,0.4330,0.7423,0.5313,0.0492,0.5928,0.6542,0.5542,0.4363
3,0.8801,0.6552,1.5455,0.4560,0.4786,0.4560,0.4587,0.0020,0.7055,0.3517,0.4221,0.3578,0.5155,0.3895,0.6664,0.4921,0.1229,0.6303,0.4733,0.5226,0.7674
4,0.8437,0.6691,1.6358,0.4495,0.4818,0.4495,0.4514,0.0013,0.7527,0.3184,0.4739,0.1905,0.4959,0.4617,0.6961,0.4151,0.3644,0.2366,0.5031,0.6069,0.5509
5,0.8233,0.6772,1.7782,0.4588,0.4864,0.4588,0.4599,0.0018,0.7527,0.3890,0.4036,0.1491,0.5121,0.2987,0.6455,0.4696,0.2873,0.2534,0.5060,0.6673,0.4988
6,0.8037,0.6850,1.7465,0.4544,0.4718,0.4544,0.4525,0.0261,0.8033,0.2956,0.3756,0.0457,0.5271,0.4364,0.7412,0.4808,0.4069,0.3977,0.3840,0.6103,0.5150
7,0.7894,0.6887,1.7778,0.4544,0.4843,0.4544,0.4524,0.0079,0.7562,0.3649,0.3863,0.1030,0.5033,0.5778,0.6144,0.4928,0.0616,0.3579,0.3072,0.6886,0.4225
8,0.7772,0.6950,1.7664,0.4694,0.4870,0.4694,0.4690,0.0023,0.6737,0.3052,0.3748,0.0820,0.5305,0.4717,0.6481,0.5450,0.4230,0.6611,0.4599,0.5346,0.7431
9,0.7668,0.6990,1.9443,0.4606,0.4701,0.4606,0.4533,0.0020,0.7574,0.3590,0.2799,0.1909,0.5452,0.5707,0.7174,0.5597,0.1159,0.2919,0.3558,0.6064,0.5509
10,0.7558,0.7035,1.7442,0.4666,0.4813,0.4666,0.4624,0.0041,0.7951,0.4777,0.4159,0.0646,0.5436,0.4665,0.7518,0.5130,0.1317,0.5229,0.5322,0.5323,0.5799
11,0.7488,0.7059,1.8267,0.4625,0.4746,0.4625,0.4591,0.0044,0.6796,0.3510,0.3985,0.1110,0.5266,0.3735,0.7625,0.4913,0.3385,0.3786,0.4013,0.6329,0.5081
12,0.7392,0.7094,2.1142,0.4557,0.4791,0.4557,0.4540,0.0023,0.6584,0.3481,0.4056,0.1321,0.5078,0.5569,0.6917,0.4646,0.1859,0.2640,0.4951,0.6405,0.5035
13,0.6788,0.7324,2.1852,0.4586,0.4797,0.4586,0.4610,0.0282,0.8174,0.4045,0.4452,0.1005,0.5119,0.4405,0.6752,0.5066,0.2166,0.4010,0.4958,0.5173,0.7141
14,0.6566,0.7400,2.2183,0.4652,0.4849,0.4652,0.4630,0.0077,0.7468,0.3969,0.4096,0.0965,0.5254,0.5908,0.7254,0.4851,0.1367,0.3954,0.4240,0.6347,0.5787
15,0.6430,0.7466,2.3110,0.4680,0.4901,0.4680,0.4681,0.0220,0.7703,0.3860,0.4509,0.1528,0.4849,0.4598,0.6752,0.4590,0.2401,0.3384,0.5474,0.6592,0.6493
16,0.6280,0.7523,2.3601,0.4579,0.4840,0.4579,0.4612,0.0102,0.8021,0.3520,0.5044,0.2533,0.5081,0.5666,0.7119,0.4722,0.1128,0.3949,0.4013,0.5403,0.6181
