Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9796,0.2491,2.4107,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
2,0.9725,0.2498,2.3990,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
3,0.9715,0.2500,2.2775,0.0675,0.0046,0.0675,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000
4,0.9704,0.2515,2.4367,0.0686,0.4498,0.0686,0.0108,0.0072,1.0000,0.0000,0.0019,0.0007
5,0.9693,0.2533,2.4998,0.0689,0.2926,0.0689,0.0113,0.0118,1.0000,0.0000,0.0031,0.0000
6,0.9666,0.2533,2.4739,0.0702,0.5019,0.0702,0.0140,0.0076,0.9991,0.0000,0.0057,0.0006
7,0.9628,0.2582,2.2280,0.0845,0.2897,0.0845,0.0411,0.0436,0.9974,0.0000,0.0000,0.0400
8,0.9481,0.2632,2.1788,0.0892,0.5172,0.0892,0.0501,0.0484,0.9974,0.0000,0.0061,0.0448
9,0.9168,0.2751,2.2914,0.1123,0.5894,0.1123,0.0782,0.0702,0.8792,0.3703,0.0036,0.0630
10,0.8315,0.3273,2.0018,0.1046,0.6646,0.1046,0.0703,0.0680,0.9378,0.2477,0.0026,0.0559
11,0.7903,0.3587,1.8619,0.1886,0.6525,0.1886,0.1747,0.0942,0.9317,0.2649,0.0030,0.2497
12,0.7749,0.3786,2.1568,0.1443,0.6905,0.1443,0.1237,0.1016,0.8599,0.4514,0.0054,0.1265
13,0.7633,0.3881,1.7499,0.2015,0.5255,0.2015,0.1857,0.1001,0.8862,0.3928,0.0081,0.2621
14,0.7546,0.3953,1.8842,0.1965,0.5854,0.1965,0.1813,0.1054,0.8879,0.4063,0.0063,0.2498
15,0.7449,0.4011,1.8506,0.1771,0.5761,0.1771,0.1607,0.0999,0.8310,0.4964,0.0076,0.1986
16,0.7375,0.4065,1.8196,0.1998,0.4929,0.1998,0.1866,0.1016,0.8888,0.3811,0.0107,0.2570
17,0.7335,0.4096,2.0208,0.1712,0.5259,0.1712,0.1530,0.1048,0.8222,0.5550,0.0100,0.1746
18,0.7260,0.4152,1.7629,0.2186,0.4764,0.2186,0.1991,0.1041,0.8722,0.4459,0.0109,0.2933
19,0.7112,0.4257,1.8497,0.2105,0.5126,0.2105,0.1942,0.1125,0.8713,0.4559,0.0092,0.2748
20,0.7030,0.4338,1.8582,0.2188,0.5131,0.2188,0.2001,0.1166,0.8713,0.4847,0.0093,0.2896
21,0.6926,0.4420,1.4980,0.2878,0.4878,0.2878,0.2499,0.1389,0.8555,0.4973,0.0100,0.4504
22,0.6833,0.4472,1.5645,0.2701,0.4912,0.2701,0.2395,0.1349,0.8564,0.5081,0.0107,0.4065
23,0.6725,0.4561,1.6776,0.2425,0.5360,0.2425,0.2236,0.1356,0.8441,0.5450,0.0123,0.3369
24,0.6661,0.4609,1.5925,0.2788,0.5166,0.2788,0.2529,0.1463,0.8616,0.4775,0.0163,0.4250
25,0.6549,0.4707,1.4551,0.3097,0.5413,0.3097,0.2738,0.1683,0.8424,0.5270,0.0152,0.4936
26,0.6411,0.4786,1.7132,0.2509,0.5352,0.2509,0.2398,0.1451,0.8783,0.4586,0.0212,0.3551
27,0.6365,0.4865,2.0822,0.1981,0.5905,0.1981,0.1913,0.1272,0.8687,0.4730,0.0175,0.2351
