Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
28,0.6297,0.4890,1.4435,0.3200,0.5315,0.3200,0.2960,0.1763,0.8327,0.5622,0.0415,0.4868
29,0.6156,0.5004,1.4421,0.3224,0.5203,0.3224,0.3174,0.1754,0.8529,0.5279,0.0827,0.4525
30,0.6040,0.5120,1.3277,0.3596,0.5386,0.3596,0.3381,0.1927,0.8459,0.5559,0.0835,0.5352
31,0.5988,0.5166,1.4062,0.3357,0.5244,0.3357,0.3278,0.1810,0.8573,0.5270,0.0890,0.4765
32,0.5778,0.5326,2.0118,0.2320,0.5662,0.2320,0.2365,0.1403,0.8581,0.5279,0.0572,0.2668
33,0.5654,0.5402,1.5105,0.3038,0.5703,0.3038,0.2890,0.1692,0.8082,0.5874,0.0484,0.4421
34,0.5569,0.5494,1.3743,0.3465,0.5644,0.3465,0.3365,0.1924,0.8231,0.5712,0.0912,0.4980
35,0.5356,0.5617,1.4264,0.3466,0.5778,0.3466,0.3367,0.1935,0.8336,0.5514,0.0911,0.4999
36,0.5296,0.5657,1.3493,0.3628,0.5689,0.3628,0.3622,0.2028,0.8485,0.5000,0.1242,0.5093
37,0.5264,0.5693,1.2879,0.3770,0.5796,0.3770,0.3568,0.2050,0.8354,0.5279,0.1000,0.5649
38,0.5269,0.5710,1.4394,0.3520,0.5833,0.3520,0.3525,0.1995,0.8389,0.5198,0.1157,0.4911
39,0.5195,0.5764,1.5303,0.3511,0.5831,0.3511,0.3545,0.2016,0.8634,0.4928,0.1203,0.4848
40,0.5163,0.5786,1.3744,0.3602,0.6015,0.3602,0.3550,0.2071,0.7907,0.5946,0.1079,0.5146
41,0.5102,0.5833,1.4427,0.3504,0.5905,0.3504,0.3585,0.2046,0.7916,0.5991,0.1298,0.4683
42,0.5064,0.5847,1.3109,0.3774,0.6104,0.3774,0.3697,0.2173,0.7601,0.6252,0.1172,0.5452
43,0.5037,0.5888,1.3823,0.3772,0.5926,0.3772,0.3739,0.2156,0.8170,0.5667,0.1313,0.5304
44,0.5001,0.5903,1.2337,0.4059,0.5828,0.4059,0.3812,0.2193,0.8555,0.4793,0.1211,0.6151
45,0.4981,0.5918,1.3648,0.3861,0.5973,0.3861,0.3788,0.2195,0.8240,0.5550,0.1322,0.5510
46,0.4941,0.5965,1.3348,0.3745,0.6023,0.3745,0.3717,0.2132,0.7828,0.5811,0.1279,0.5307
47,0.4929,0.5981,1.2278,0.4156,0.6094,0.4156,0.4045,0.2377,0.7566,0.6117,0.1524,0.6010
48,0.4894,0.5991,1.2736,0.4196,0.5933,0.4196,0.4199,0.2418,0.8503,0.5081,0.1878,0.5753
49,0.4918,0.5990,1.3280,0.4039,0.5806,0.4039,0.4033,0.2254,0.8616,0.4901,0.1746,0.5532
50,0.4872,0.6025,1.4093,0.3904,0.5850,0.3904,0.3996,0.2246,0.8520,0.5117,0.1789,0.5154
51,0.4837,0.6044,1.3243,0.4059,0.5916,0.4059,0.4021,0.2309,0.8468,0.5108,0.1626,0.5693
52,0.4796,0.6081,1.3765,0.3942,0.6034,0.3942,0.3918,0.2270,0.7942,0.5721,0.1488,0.5550
53,0.4726,0.6127,1.2995,0.4162,0.6030,0.4162,0.4130,0.2399,0.8109,0.5568,0.1729,0.5813
54,0.4710,0.6145,1.2774,0.4110,0.6035,0.4110,0.4188,0.2399,0.7846,0.5739,0.1925,0.5507
55,0.4699,0.6146,1.2187,0.4286,0.6027,0.4286,0.4260,0.2474,0.8047,0.5577,0.1897,0.5940
56,0.4708,0.6132,1.2865,0.4158,0.6025,0.4158,0.4126,0.2391,0.8389,0.5279,0.1740,0.5791
57,0.4688,0.6151,1.2863,0.4171,0.5997,0.4171,0.4100,0.2369,0.8214,0.5369,0.1674,0.5903
58,0.4689,0.6157,1.3124,0.4123,0.6017,0.4123,0.4250,0.2428,0.7977,0.5658,0.2088,0.5361
59,0.4675,0.6163,1.3194,0.4155,0.6050,0.4155,0.4147,0.2412,0.7890,0.5838,0.1773,0.5744
60,0.4624,0.6215,1.2518,0.4350,0.6020,0.4350,0.4302,0.2517,0.8415,0.5288,0.1938,0.6033
61,0.4624,0.6206,1.1963,0.4428,0.6070,0.4428,0.4396,0.2583,0.8109,0.5495,0.2042,0.6124
62,0.4615,0.6205,1.3029,0.4184,0.6016,0.4184,0.4225,0.2437,0.8170,0.5595,0.1952,0.5621
63,0.4599,0.6218,1.2738,0.4269,0.6047,0.4269,0.4239,0.2471,0.8144,0.5477,0.1863,0.5935
64,0.4613,0.6209,1.2268,0.4406,0.6058,0.4406,0.4380,0.2564,0.8170,0.5396,0.2042,0.6078
65,0.4595,0.6228,1.2401,0.4363,0.6034,0.4363,0.4344,0.2530,0.8100,0.5378,0.2003,0.6033
66,0.4568,0.6230,1.2501,0.4349,0.6051,0.4349,0.4319,0.2525,0.8187,0.5505,0.1968,0.6002
67,0.4577,0.6231,1.2223,0.4376,0.6035,0.4376,0.4348,0.2535,0.8091,0.5523,0.2005,0.6041
68,0.4575,0.6234,1.2212,0.4424,0.5971,0.4424,0.4459,0.2565,0.8389,0.5063,0.2273,0.5900
69,0.4588,0.6234,1.1923,0.4473,0.6100,0.4473,0.4462,0.2625,0.7715,0.5829,0.2139,0.6140
70,0.4559,0.6241,1.2097,0.4508,0.6042,0.4508,0.4475,0.2630,0.8371,0.5171,0.2169,0.6190
71,0.4574,0.6240,1.1974,0.4455,0.6065,0.4455,0.4489,0.2620,0.7855,0.5694,0.2247,0.5987
72,0.4560,0.6240,1.1958,0.4501,0.6077,0.4501,0.4419,0.2618,0.8301,0.5315,0.2025,0.6310
73,0.4555,0.6252,1.1789,0.4516,0.6086,0.4516,0.4446,0.2632,0.8117,0.5486,0.2065,0.6306
74,0.4561,0.6255,1.2738,0.4299,0.6086,0.4299,0.4302,0.2514,0.7925,0.5685,0.1960,0.5908
75,0.4543,0.6260,1.2229,0.4478,0.6052,0.4478,0.4408,0.2604,0.8214,0.5450,0.2028,0.6246
76,0.4544,0.6254,1.2224,0.4435,0.6093,0.4435,0.4391,0.2592,0.8047,0.5514,0.2011,0.6180
77,0.4541,0.6263,1.2288,0.4451,0.6082,0.4451,0.4434,0.2610,0.8126,0.5514,0.2114,0.6099
78,0.4539,0.6260,1.2052,0.4509,0.6044,0.4509,0.4493,0.2635,0.8310,0.5243,0.2216,0.6142
79,0.4529,0.6264,1.2023,0.4500,0.6049,0.4500,0.4482,0.2633,0.8249,0.5360,0.2191,0.6139
80,0.4513,0.6272,1.1911,0.4522,0.6082,0.4522,0.4512,0.2660,0.8117,0.5514,0.2224,0.6154
81,0.4518,0.6282,1.1912,0.4551,0.6081,0.4551,0.4513,0.2672,0.8284,0.5342,0.2200,0.6245
82,0.4542,0.6259,1.2001,0.4554,0.6073,0.4554,0.4544,0.2683,0.8196,0.5360,0.2266,0.6197
83,0.4545,0.6261,1.2153,0.4459,0.6080,0.4459,0.4440,0.2614,0.8047,0.5568,0.2111,0.6125
84,0.4508,0.6290,1.2058,0.4516,0.6075,0.4516,0.4517,0.2660,0.8135,0.5514,0.2251,0.6108
85,0.4530,0.6272,1.2326,0.4455,0.6051,0.4455,0.4463,0.2617,0.8161,0.5459,0.2188,0.6037
86,0.4528,0.6264,1.2363,0.4435,0.6078,0.4435,0.4433,0.2605,0.8082,0.5568,0.2130,0.6044
87,0.4511,0.6278,1.2147,0.4493,0.6073,0.4493,0.4501,0.2646,0.8109,0.5477,0.2230,0.6088
88,0.4526,0.6269,1.2094,0.4523,0.6089,0.4523,0.4517,0.2670,0.8117,0.5486,0.2227,0.6158
89,0.4501,0.6290,1.2267,0.4508,0.6061,0.4508,0.4493,0.2651,0.8301,0.5315,0.2200,0.6147
90,0.4516,0.6275,1.2067,0.4523,0.6072,0.4523,0.4522,0.2664,0.8231,0.5360,0.2254,0.6132
91,0.4520,0.6281,1.1842,0.4547,0.6108,0.4547,0.4492,0.2671,0.8161,0.5459,0.2131,0.6307
92,0.4494,0.6289,1.1787,0.4555,0.6105,0.4555,0.4498,0.2676,0.8056,0.5559,0.2131,0.6328
93,0.4507,0.6282,1.1933,0.4545,0.6060,0.4545,0.4523,0.2668,0.8205,0.5378,0.2230,0.6209
94,0.4512,0.6280,1.1929,0.4547,0.6069,0.4547,0.4494,0.2662,0.8249,0.5369,0.2153,0.6285
95,0.4498,0.6292,1.2017,0.4518,0.6089,0.4518,0.4490,0.2655,0.8109,0.5486,0.2165,0.6209
96,0.4517,0.6280,1.2089,0.4531,0.6064,0.4531,0.4526,0.2667,0.8214,0.5396,0.2255,0.6146
97,0.4518,0.6273,1.2110,0.4518,0.6065,0.4518,0.4527,0.2664,0.8170,0.5423,0.2270,0.6103
