Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.4460,0.7242,0.4791,0.7675,0.7769,0.7675,0.7697,0.5280,0.7620,0.7761
2,0.4097,0.7435,0.5238,0.6399,0.7599,0.6399,0.6299,0.4089,0.4516,0.9328
3,0.4009,0.7500,0.8572,0.7658,0.7631,0.7658,0.7622,0.4995,0.8505,0.6339
4,0.3992,0.7492,0.5136,0.7764,0.7830,0.7764,0.7781,0.5423,0.7794,0.7716
5,0.3956,0.7518,0.7999,0.7684,0.7667,0.7684,0.7627,0.5033,0.8723,0.6068
6,0.3930,0.7529,0.4879,0.7717,0.7867,0.7717,0.7743,0.5450,0.7465,0.8109
7,0.3922,0.7541,0.5556,0.7839,0.7849,0.7839,0.7843,0.5484,0.8150,0.7355
8,0.3901,0.7566,0.6231,0.6828,0.7784,0.6828,0.6790,0.4656,0.5238,0.9301
9,0.3884,0.7575,0.6751,0.7782,0.7763,0.7782,0.7767,0.5297,0.8390,0.6837
10,0.3842,0.7586,0.6404,0.7690,0.7738,0.7690,0.7705,0.5239,0.7823,0.7484
11,0.3830,0.7609,0.7481,0.7570,0.7612,0.7570,0.7584,0.4977,0.7761,0.7274
12,0.3772,0.7648,1.3961,0.4260,0.6635,0.4260,0.3037,0.1069,0.0714,0.9774
13,0.3764,0.7663,0.4751,0.7240,0.7852,0.7240,0.7250,0.5074,0.6100,0.9013
14,0.3742,0.7690,0.4701,0.7580,0.7899,0.7580,0.7608,0.5395,0.6930,0.8592
15,0.3718,0.7698,0.4641,0.7364,0.7815,0.7364,0.7386,0.5126,0.6480,0.8738
16,0.3672,0.7736,0.4833,0.7542,0.7878,0.7542,0.7569,0.5341,0.6859,0.8604
17,0.3639,0.7778,0.4904,0.7623,0.7885,0.7623,0.7651,0.5409,0.7091,0.8450
18,0.3615,0.7798,0.5112,0.7672,0.7884,0.7672,0.7699,0.5442,0.7255,0.8320
19,0.3604,0.7805,0.4954,0.7657,0.7906,0.7657,0.7685,0.5462,0.7150,0.8445
20,0.3556,0.7838,0.4979,0.7244,0.7785,0.7244,0.7260,0.4996,0.6215,0.8842
21,0.3556,0.7857,0.4892,0.7560,0.7892,0.7560,0.7587,0.5372,0.6883,0.8612
22,0.3528,0.7873,0.4953,0.7622,0.7861,0.7622,0.7651,0.5376,0.7148,0.8360
