Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.7642,0.3729,2.4367,0.1268,0.5399,0.1268,0.0988,0.0643,0.9124,0.2982,0.0018,0.1047
2,0.6048,0.4727,1.6496,0.2137,0.4619,0.2137,0.2215,0.0896,0.3494,0.7712,0.0506,0.2737
3,0.4767,0.5371,3.3377,0.0833,0.4197,0.0833,0.0436,0.0108,0.0438,0.9757,0.0216,0.0160
4,0.4077,0.5702,2.1886,0.2209,0.4622,0.2209,0.2231,0.0970,0.5359,0.6270,0.0379,0.2963
5,0.3540,0.5985,2.5619,0.1417,0.4557,0.1417,0.1286,0.0528,0.4238,0.7658,0.0402,0.1054
6,0.3363,0.6120,1.9256,0.3061,0.4626,0.3061,0.3377,0.1048,0.5884,0.4063,0.2104,0.3442
7,0.3010,0.6314,1.8798,0.2960,0.4498,0.2960,0.3093,0.0982,0.3590,0.6333,0.1249,0.4094
8,0.2774,0.6458,1.8889,0.3501,0.4569,0.3501,0.3206,0.1022,0.3406,0.4072,0.0770,0.6222
9,0.2792,0.6480,3.1235,0.1950,0.4273,0.1950,0.1992,0.0778,0.1865,0.8613,0.0320,0.2611
10,0.2471,0.6668,2.4614,0.3263,0.4622,0.3263,0.3542,0.1023,0.5989,0.2486,0.1980,0.4264
11,0.2062,0.6940,2.4369,0.3000,0.4472,0.3000,0.3123,0.0878,0.1690,0.6658,0.1286,0.4401
12,0.1935,0.7052,3.1227,0.2755,0.4471,0.2755,0.2728,0.1000,0.6900,0.3009,0.0519,0.4350
13,0.1935,0.7048,2.2767,0.3592,0.4523,0.3592,0.3639,0.0939,0.4361,0.2775,0.1764,0.5464
14,0.1854,0.7119,3.3622,0.1992,0.4708,0.1992,0.2175,0.0706,0.3450,0.6946,0.0838,0.2184
15,0.1622,0.7281,2.3898,0.3359,0.4548,0.3359,0.3485,0.0990,0.4378,0.3685,0.1655,0.4892
16,0.1576,0.7310,2.5771,0.2973,0.4430,0.2973,0.2900,0.0832,0.3100,0.5432,0.0750,0.4849
17,0.1525,0.7347,2.3777,0.3612,0.4566,0.3612,0.3583,0.0969,0.3249,0.3532,0.1588,0.5753
18,0.1500,0.7371,2.6519,0.3905,0.4572,0.3905,0.3978,0.1045,0.1497,0.4387,0.2559,0.5587
19,0.1407,0.7444,2.5279,0.3625,0.4480,0.3625,0.3554,0.0876,0.1830,0.4306,0.1592,0.5884
20,0.1376,0.7466,2.5316,0.3923,0.4535,0.3923,0.3822,0.0936,0.2040,0.3036,0.1956,0.6368
21,0.1348,0.7484,2.5301,0.3648,0.4483,0.3648,0.3489,0.0908,0.2180,0.4207,0.1358,0.6135
