epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
0,0.02,↑,0.030847407874033783,0.0,72.92616746451829,0.40948067133352434,1.9890472919513018,0.8773,0.7958,0.4634,0.4898,0.01949959767126986,84.68800002003944,84.68800002003944,0.38731702634577075,87.0966093857401,0.8643,0.7951,0.3112,0.3175,84.70749961771071
1,0.04,↑,0.029449719335242507,0.20025043934583664,10.012522175198509,0.4032530325018006,2.1051024205082065,0.8804,0.8045,0.5458,0.553,0.021651655143774373,7.506487046188551,7.506487046188551,0.39445144801436577,9.604979377959419,0.8727,0.798,0.416,0.4324,7.528138701332325
2,0.06,↑,0.024471186463049042,0.1980605838554246,4.951514704760178,0.39743425527880916,2.111364626840794,0.8806,0.8057,0.5622,0.5659,0.02297021625283706,4.148799169728684,4.148799169728684,0.41421959290177013,6.285724298125173,0.8718,0.8029,0.4177,0.4125,4.171769385981521
3,0.08,↑,0.026388190621885407,0.21105923451783457,3.517653990141201,0.40029602151213983,2.165979435592344,0.8778,0.8013,0.5592,0.5609,0.025100274387219432,3.016374537361538,3.016374537361538,0.4069571933137501,5.144305419512572,0.8743,0.8033,0.4293,0.4197,3.041474811748757
4,0.1,↑,0.027648086431043925,0.21457207997094144,2.68215106236629,0.40194908466749574,2.1989650379170427,0.8738,0.7949,0.5614,0.5667,0.026905262431073853,2.32453277745472,2.32453277745472,0.40779915611887185,4.502960789357132,0.871,0.7896,0.4167,0.4064,2.351438039885794
5,0.12000000000000001,↑,0.027681880279174655,0.21573217715317514,2.157321742166093,0.40410295822026526,2.225891892071609,0.8696,0.7889,0.5523,0.5612,0.025047971347402862,1.987230118252177,1.987230118252177,0.40935949853305653,4.1139537326256095,0.8756,0.8006,0.4591,0.4716,2.01227808959958
6,0.14,↑,0.028009483979626017,0.2147174014167471,1.7893117177180755,0.40696957415386,2.2455760742718485,0.8677,0.7866,0.5482,0.5582,0.0263432666435518,1.432726571744092,1.432726571744092,0.41435164974226973,3.6411049632043797,0.87,0.786,0.4326,0.4346,1.4590698383876437
7,0.16,↑,0.02877404001770002,0.21176382700056384,1.5125987571237725,0.40833753249147436,2.2718515872081992,0.8619,0.7777,0.5383,0.5504,0.026857947746827367,1.2310316232652623,1.2310316232652623,0.4160749879645687,3.4336712073870483,0.8773,0.8037,0.4342,0.4263,1.2578895710120896
8,0.18,↑,0.02955685690686707,0.20760405418418704,1.2975253689856756,0.409073952244315,2.2892042568751743,0.8575,0.7711,0.529,0.5437,0.027012619969351098,1.1727604553934843,1.1727604553934843,0.4179218258596797,3.379368533392321,0.874,0.795,0.4448,0.4371,1.1997730753628353
9,0.19999999999999998,↑,0.03042544593400025,0.20403854285568107,1.133547413807649,0.4097501970691122,2.308080996785845,0.8519,0.7625,0.5197,0.5368,0.028845565809264714,1.1723528240883299,1.1723528240883299,0.41385393528979225,3.3636609392616372,0.8766,0.8031,0.4637,0.4696,1.2011983898975946
10,0.21999999999999997,↑,0.031187677135070164,0.20001354390557433,1.0000677044356698,0.40986666615520206,2.324611484349429,0.8513,0.7622,0.5082,0.5256,0.029348393510467505,0.9099463838364433,0.9099463838364433,0.4143905873078645,3.1344163960141684,0.8664,0.7772,0.4479,0.4427,0.9392947773469108
11,0.23999999999999996,↑,0.03257828481468089,0.1973964423487038,0.8972565619063465,0.4100882480050618,2.337914670343364,0.8486,0.7579,0.4994,0.5189,0.02986743342722946,0.7345986993016091,0.7345986993016091,0.41380963963756234,2.9538501843874037,0.8696,0.7851,0.4693,0.4645,0.7644661327288386
12,0.25999999999999995,↑,0.033469202396060736,0.19213989548958266,0.8005829154353439,0.41035055557450095,2.3462862562347246,0.8451,0.7531,0.4895,0.5102,0.031044308775676165,0.7825790780552467,0.7825790780552467,0.41393659190302756,3.013236476628054,0.8655,0.7752,0.4691,0.4667,0.813623386830923
13,0.27999999999999997,↑,0.034174083465976376,0.18837620590850984,0.7245238956077632,0.41016660469683097,2.357344156219846,0.8405,0.7461,0.4762,0.4996,0.03220563282782428,0.6666901001602795,0.6666901001602795,0.41485566546732777,2.911771387501336,0.8721,0.7896,0.4656,0.4626,0.6988957329881038
14,0.3,↑,0.03459160240032734,0.1857801868474527,0.6635006641621118,0.4100572698282235,2.3731613556543985,0.8377,0.7423,0.4688,0.4921,0.03147060049961565,0.6066324139101823,0.6066324139101823,0.413426257510042,2.8824434321325736,0.8627,0.7697,0.443,0.4326,0.638103014409798
15,0.32,↑,0.03525702570029449,0.18273199174976174,0.6091066152403206,0.4101575027073259,2.379617848675766,0.8352,0.7387,0.4655,0.4902,0.03303359822238208,0.5257639399541806,0.5257639399541806,0.4135237106565754,2.7796880042604113,0.8606,0.7648,0.4627,0.4563,0.5587975381765626
16,0.32,→hold,0.03607067302715429,0.1778744916011999,0.555857798227897,0.41035793053034025,2.383081439650539,0.832,0.7341,0.4609,0.4865,0.03391103383329549,0.39980813112637514,0.39980813112637514,0.413759275823192,2.682263606607658,0.857,0.7563,0.4438,0.4334,0.4337191649596706
17,0.34,↑,0.03635321296887957,0.17901790906221438,0.5594309772545601,0.410128143626255,2.3844923977450136,0.8313,0.7333,0.4512,0.4786,0.033762693173319994,0.4981829458168136,0.4981829458168136,0.41355123028734725,2.756879338890698,0.8569,0.756,0.4745,0.4685,0.5319456389901336
18,0.34,→hold,0.036783990828873035,0.17527202454023746,0.5155059492195045,0.410256900930361,2.394394424372104,0.8288,0.7296,0.4497,0.4777,0.034950171569322314,0.3804712379950822,0.3804712379950822,0.41363195480195236,2.6755873195091544,0.8687,0.7817,0.4345,0.4244,0.41542140956440454
19,0.36000000000000004,↑,0.03724593888872709,0.1766354249237658,0.5195159507103455,0.41023253521203124,2.392016982857561,0.8299,0.7312,0.4554,0.4821,0.03329655213897065,0.45162183967271075,0.45162183967271075,0.41375867593953536,2.718018342497011,0.8588,0.7602,0.4713,0.4667,0.4849183918116814
20,0.36000000000000004,→hold,0.037343756340089296,0.17262402603969032,0.479511164920234,0.4103314580716493,2.3927642500007544,0.8272,0.7277,0.4471,0.4745,0.034247293420807484,0.42383328425526107,0.42383328425526107,0.41409598719408586,2.7147502776379238,0.8525,0.7469,0.4554,0.4487,0.4580805776760686
21,0.36000000000000004,→hold,0.037685714880407076,0.1757060626705924,0.4880723774760634,0.41001753279796016,2.395606239200075,0.8271,0.7272,0.4497,0.4787,0.035020314588695124,0.4327543518573941,0.4327543518573941,0.4137015052363596,2.695715129631272,0.8625,0.7682,0.4708,0.4691,0.4677746664460892
22,0.36000000000000004,→hold,0.03830066502721973,0.1754495526080603,0.48735984903333823,0.41017059908135906,2.3935225568848217,0.8266,0.7266,0.4525,0.4821,0.036077141785762344,0.4225101396121692,0.4225101396121692,0.4140805928236425,2.706231284039215,0.8612,0.7656,0.4503,0.4416,0.45858728139793153
23,0.36000000000000004,→hold,0.03932305373551645,0.17808042231933538,0.4946678196226721,0.4100781724457339,2.388330733383095,0.8289,0.7302,0.455,0.4844,0.03637142666483642,0.3730417645412453,0.3730417645412453,0.41389268873331375,2.664093910880355,0.8616,0.7667,0.4472,0.4401,0.4094131912060818
24,0.36000000000000004,→hold,0.04017932333679863,0.17870602028055504,0.4964055922769365,0.4103940050407644,2.3899381929264836,0.8292,0.7303,0.4562,0.4861,0.03685527055048635,0.38605790837895715,0.38605790837895715,0.41388822158262967,2.687556114319568,0.8629,0.769,0.4288,0.4262,0.4229131789294435
25,0.36000000000000004,→hold,0.03982516473002268,0.17886327578252925,0.49684241293987513,0.4101623799447175,2.3821230742520902,0.829,0.7297,0.4611,0.49,0.03678190675384241,0.43533988789427436,0.43533988789427436,0.4138051321322314,2.703215691153072,0.8621,0.7674,0.475,0.4701,0.47212179464811677
26,0.38000000000000006,↑,0.0403930498935255,0.18164870462247304,0.504579715185113,0.4101588769983023,2.385160369750781,0.829,0.7301,0.4602,0.4894,0.03641500855624164,0.4628891259943467,0.4628891259943467,0.41394161781527966,2.746759652068175,0.8607,0.7647,0.4587,0.4529,0.4993041345505883
