Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.4459,0.7964,0.4773,0.7746,0.7893,0.7746,0.7768,0.8206,0.7438
2,0.4193,0.8080,0.4779,0.7794,0.7932,0.7794,0.7815,0.8224,0.7507
3,0.4090,0.8119,0.4910,0.7751,0.7930,0.7751,0.7774,0.8355,0.7347
4,0.4010,0.8152,0.4788,0.7877,0.7949,0.7877,0.7893,0.7978,0.7810
5,0.3944,0.8180,0.4947,0.7779,0.7895,0.7779,0.7799,0.8098,0.7566
6,0.3889,0.8204,0.5096,0.7754,0.7909,0.7754,0.7776,0.8250,0.7423
7,0.3846,0.8223,0.5080,0.7750,0.7892,0.7750,0.7772,0.8188,0.7457
8,0.3810,0.8239,0.5011,0.7783,0.7891,0.7783,0.7803,0.8057,0.7600
9,0.3657,0.8303,0.5340,0.7734,0.7866,0.7734,0.7755,0.8121,0.7475
10,0.3567,0.8347,0.5373,0.7678,0.7803,0.7678,0.7700,0.8009,0.7458
11,0.3501,0.8383,0.5495,0.7667,0.7755,0.7667,0.7687,0.7794,0.7583
12,0.3442,0.8416,0.5702,0.7614,0.7779,0.7614,0.7638,0.8117,0.7279
