Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9335,0.4972,1.2339,0.4844,0.4434,0.4844,0.4533,0.2252,0.0000,0.7145,0.3951
2,0.8072,0.5755,1.1465,0.5323,0.6058,0.5323,0.4629,0.0914,0.0322,0.9288,0.2762
3,0.7576,0.6124,1.0369,0.5655,0.5799,0.5655,0.5321,0.0649,0.1221,0.7698,0.5515
4,0.7476,0.6246,1.0456,0.5791,0.6124,0.5791,0.5152,0.0139,0.1095,0.9438,0.3822
5,0.7251,0.6379,1.0741,0.5849,0.5910,0.5849,0.5300,0.0044,0.0963,0.8655,0.5050
6,0.7188,0.6399,1.0949,0.5845,0.6092,0.5845,0.5218,0.0082,0.0948,0.9300,0.4210
7,0.7092,0.6433,1.0090,0.5935,0.6085,0.5935,0.5400,0.0177,0.1241,0.9027,0.4702
8,0.6999,0.6460,1.0194,0.5954,0.6102,0.5954,0.5467,0.0323,0.1229,0.8734,0.5100
9,0.6991,0.6474,1.0510,0.5866,0.6222,0.5866,0.5291,0.0431,0.0955,0.9292,0.4199
10,0.6932,0.6491,0.9457,0.6070,0.6087,0.6070,0.5677,0.0251,0.1609,0.7735,0.6605
11,0.6869,0.6518,0.9704,0.5943,0.6058,0.5943,0.5513,0.0459,0.1092,0.8003,0.6014
12,0.6859,0.6513,0.9824,0.6066,0.6137,0.6066,0.5680,0.0537,0.1259,0.7895,0.6431
13,0.6786,0.6543,0.9390,0.6169,0.6251,0.6169,0.5787,0.0690,0.1649,0.8339,0.6000
14,0.6787,0.6547,0.9991,0.6050,0.6243,0.6050,0.5594,0.0486,0.1462,0.8801,0.5177
15,0.6758,0.6566,0.9877,0.6041,0.6230,0.6041,0.5677,0.1131,0.1049,0.7747,0.6479
16,0.6730,0.6574,1.0232,0.6034,0.6399,0.6034,0.5822,0.2670,0.1492,0.8151,0.5462
17,0.6711,0.6579,0.9408,0.6187,0.6378,0.6187,0.5907,0.1878,0.1568,0.7897,0.6372
18,0.6684,0.6598,0.9476,0.6145,0.6347,0.6145,0.5709,0.0554,0.1819,0.8922,0.5166
19,0.6645,0.6614,0.9342,0.6201,0.6518,0.6201,0.5892,0.2167,0.1692,0.8689,0.5295
20,0.6598,0.6624,0.9005,0.6290,0.6475,0.6290,0.5952,0.1216,0.1860,0.8403,0.6073
21,0.6549,0.6639,0.9093,0.6298,0.6435,0.6298,0.6025,0.1600,0.1905,0.7922,0.6611
22,0.6551,0.6648,0.9429,0.6240,0.6552,0.6240,0.5924,0.2133,0.1697,0.8763,0.5315
23,0.6519,0.6653,0.9777,0.6144,0.6786,0.6144,0.5817,0.2921,0.2002,0.9217,0.4195
24,0.6522,0.6652,0.9101,0.6209,0.6481,0.6209,0.6047,0.3808,0.2022,0.7837,0.5937
25,0.6514,0.6659,0.9063,0.6270,0.6511,0.6270,0.6103,0.3556,0.2002,0.7722,0.6317
26,0.6507,0.6669,0.9744,0.6161,0.6630,0.6161,0.5773,0.1338,0.1961,0.9165,0.4679
27,0.6437,0.6702,0.9978,0.6222,0.6628,0.6222,0.5902,0.2266,0.1850,0.8959,0.4939
28,0.6450,0.6700,0.9083,0.6298,0.6768,0.6298,0.6089,0.4164,0.1976,0.8611,0.5130
29,0.6417,0.6715,0.9393,0.6206,0.6810,0.6206,0.5899,0.2976,0.2034,0.9135,0.4450
30,0.6334,0.6761,0.9189,0.6353,0.6678,0.6353,0.6102,0.2925,0.2007,0.8686,0.5460
31,0.6293,0.6771,0.9604,0.6264,0.6802,0.6264,0.5998,0.3550,0.2012,0.8952,0.4725
32,0.6303,0.6756,0.9235,0.6337,0.6691,0.6337,0.6128,0.3645,0.2116,0.8516,0.5435
33,0.6264,0.6773,0.9625,0.6268,0.6811,0.6268,0.5986,0.3291,0.1974,0.9032,0.4706
34,0.6280,0.6770,0.9073,0.6306,0.6707,0.6306,0.6115,0.4243,0.2045,0.8389,0.5397
35,0.6251,0.6787,0.9668,0.6295,0.6668,0.6295,0.6019,0.2673,0.2047,0.8850,0.5130
36,0.6274,0.6786,0.9346,0.6270,0.6781,0.6270,0.5996,0.3400,0.1832,0.8907,0.4888
37,0.6197,0.6822,0.9602,0.6334,0.6717,0.6334,0.6095,0.3444,0.1923,0.8670,0.5334
38,0.6183,0.6825,0.9004,0.6411,0.6762,0.6411,0.6243,0.4355,0.2260,0.8379,0.5616
39,0.6198,0.6815,0.9156,0.6351,0.6704,0.6351,0.6146,0.4008,0.1926,0.8393,0.5608
40,0.6181,0.6825,0.9142,0.6347,0.6805,0.6347,0.6169,0.4766,0.2110,0.8445,0.5303
41,0.6172,0.6840,0.9103,0.6373,0.6812,0.6373,0.6173,0.4355,0.2123,0.8633,0.5225
42,0.6156,0.6837,0.9425,0.6328,0.6800,0.6328,0.6100,0.4086,0.1964,0.8726,0.5087
43,0.6113,0.6857,0.9325,0.6333,0.6836,0.6333,0.6100,0.4022,0.2098,0.8832,0.4940
44,0.6145,0.6846,0.9290,0.6395,0.6779,0.6395,0.6181,0.3760,0.2181,0.8678,0.5344
45,0.6107,0.6872,0.9643,0.6342,0.6859,0.6342,0.6122,0.4480,0.2029,0.8762,0.4973
46,0.6104,0.6869,0.9313,0.6359,0.6827,0.6359,0.6139,0.4212,0.2019,0.8705,0.5156
