Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.1164,0.5769,0.3033,0.4909,0.7625,0.4909,0.4043,0.9948,0.1544
2,0.1124,0.5915,0.3182,0.4872,0.7637,0.4872,0.3975,0.9957,0.1475
3,0.1117,0.5957,0.3297,0.4672,0.7607,0.4672,0.3622,0.9969,0.1135
4,0.1107,0.5987,0.3233,0.4891,0.7600,0.4891,0.4015,0.9940,0.1519
5,0.1102,0.6009,0.3172,0.4638,0.7544,0.4638,0.3566,0.9955,0.1087
6,0.1069,0.6131,0.3192,0.4708,0.7604,0.4708,0.3687,0.9965,0.1197
7,0.1060,0.6173,0.3271,0.5146,0.7632,0.5146,0.4443,0.9913,0.1962
8,0.1054,0.6199,0.3122,0.5019,0.7648,0.5019,0.4227,0.9942,0.1731
9,0.1049,0.6222,0.3198,0.5332,0.7670,0.5332,0.4736,0.9898,0.2283
10,0.1047,0.6239,0.3297,0.4752,0.7594,0.4752,0.3769,0.9956,0.1276
11,0.1045,0.6233,0.3137,0.5187,0.7661,0.5187,0.4505,0.9921,0.2026
12,0.1045,0.6252,0.3312,0.5366,0.7645,0.5366,0.4795,0.9875,0.2354
13,0.1041,0.6251,0.3276,0.5118,0.7623,0.5118,0.4397,0.9914,0.1914
14,0.1039,0.6261,0.3383,0.5454,0.7656,0.5454,0.4930,0.9861,0.2510
15,0.1041,0.6262,0.3432,0.5513,0.7674,0.5513,0.5017,0.9859,0.2610
16,0.1037,0.6285,0.3255,0.5130,0.7613,0.5130,0.4419,0.9906,0.1940
17,0.1035,0.6285,0.3323,0.4974,0.7612,0.4974,0.4156,0.9932,0.1662
18,0.1035,0.6287,0.3501,0.4742,0.7583,0.4742,0.3753,0.9954,0.1262
19,0.1034,0.6303,0.3399,0.5292,0.7659,0.5292,0.4675,0.9900,0.2215
20,0.1008,0.6404,0.3517,0.5319,0.7641,0.5319,0.4722,0.9883,0.2272
21,0.1000,0.6441,0.3513,0.5274,0.7592,0.5274,0.4659,0.9863,0.2210
22,0.0996,0.6454,0.3714,0.5319,0.7618,0.5319,0.4726,0.9869,0.2281
23,0.0993,0.6471,0.3893,0.5307,0.7599,0.5307,0.4710,0.9860,0.2266
