Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.4034,0.2268,3.1079,0.0618,0.1745,0.0618,0.0438,0.0393,0.5355,0.6438,0.0059,0.0837,0.0985,0.0000,0.0176,0.4367,0.0000,0.0023,0.0730,0.2847,0.0023,0.4623
2,1.0710,0.3192,3.0412,0.1101,0.1368,0.1101,0.0732,0.0717,0.4953,0.5312,0.0059,0.2484,0.1007,0.0010,0.0076,0.5607,0.0000,0.0000,0.4101,0.5097,0.0003,0.1321
3,0.9452,0.3718,3.2868,0.1268,0.1518,0.1268,0.0790,0.0832,0.4716,0.3563,0.0205,0.2457,0.2341,0.0188,0.0101,0.6770,0.0000,0.0000,0.7000,0.4042,0.0003,0.0094
4,0.9004,0.3919,3.8678,0.0968,0.1706,0.0968,0.0602,0.0666,0.0806,0.4875,0.0132,0.0921,0.7330,0.0071,0.0000,0.5013,0.0000,0.0000,0.5112,0.4347,0.0013,0.3679
5,0.7656,0.4348,4.2381,0.0728,0.1585,0.0728,0.0406,0.0427,0.0024,0.2938,0.0044,0.1278,0.8643,0.0036,0.0000,0.7132,0.0000,0.0068,0.0382,0.1444,0.0057,0.6509
6,0.7106,0.4546,3.1988,0.1389,0.1613,0.1389,0.0911,0.0903,0.1564,0.4938,0.0132,0.2894,0.5470,0.0152,0.0227,0.5788,0.0000,0.1323,0.7213,0.3292,0.0077,0.1604
7,0.6618,0.4769,3.1183,0.1660,0.1506,0.1660,0.1101,0.1006,0.5569,0.4500,0.0937,0.4741,0.1050,0.0357,0.0579,0.4419,0.0000,0.1243,0.8494,0.0500,0.0315,0.0283
8,0.7070,0.4715,3.5179,0.1278,0.1473,0.1278,0.0944,0.0829,0.0640,0.4375,0.0132,0.2426,0.1904,0.0126,0.0050,0.5762,0.0000,0.0821,0.6067,0.6375,0.0375,0.0283
9,0.6405,0.4873,3.4882,0.1701,0.1593,0.1701,0.1136,0.1060,0.2938,0.3063,0.0556,0.4818,0.0569,0.0182,0.0554,0.6537,0.0000,0.2440,0.8090,0.1736,0.0492,0.0000
10,0.5498,0.5237,3.6736,0.1570,0.1822,0.1570,0.1174,0.1032,0.1374,0.2938,0.0190,0.3344,0.2670,0.0220,0.0756,0.4729,0.0000,0.2543,0.7449,0.4764,0.0579,0.0094
11,0.5272,0.5362,4.1381,0.1099,0.1374,0.1099,0.0803,0.0574,0.0024,0.3750,0.0512,0.2917,0.6171,0.0298,0.1310,0.6822,0.0000,0.0148,0.2236,0.1500,0.0181,0.3396
12,0.4942,0.5519,4.0936,0.1449,0.1651,0.1449,0.1123,0.0892,0.0379,0.4313,0.1654,0.2987,0.0503,0.0629,0.2317,0.4703,0.0000,0.1323,0.6124,0.5292,0.0204,0.0849
13,0.4727,0.5657,4.2170,0.1319,0.1707,0.1319,0.1043,0.0744,0.4787,0.4062,0.0791,0.2806,0.0788,0.0723,0.0428,0.5194,0.0000,0.3717,0.4685,0.0597,0.0110,0.0094
14,0.4032,0.6007,4.1047,0.1312,0.1641,0.1312,0.1046,0.0809,0.0190,0.3125,0.2416,0.2107,0.1751,0.0412,0.1562,0.4832,0.0000,0.3044,0.6416,0.2653,0.0221,0.1226
15,0.3920,0.6115,4.7281,0.1219,0.1482,0.1219,0.0886,0.0694,0.0047,0.2812,0.0117,0.3182,0.5667,0.0379,0.1008,0.7158,0.0000,0.0422,0.5022,0.0403,0.0254,0.0377
16,0.3705,0.6247,4.2821,0.1397,0.2027,0.1397,0.1067,0.0844,0.0190,0.4250,0.0351,0.3052,0.3326,0.0694,0.2695,0.7183,0.0010,0.0547,0.6787,0.1014,0.0362,0.0472
17,0.3542,0.6350,4.7136,0.1468,0.2328,0.1468,0.1064,0.0886,0.2441,0.2938,0.0498,0.2480,0.0788,0.0846,0.0504,0.4574,0.0012,0.5964,0.7764,0.0292,0.0161,0.0189
18,0.3228,0.6553,4.1455,0.1608,0.2223,0.1608,0.1243,0.0950,0.1635,0.3250,0.0454,0.3493,0.0810,0.0850,0.1562,0.5349,0.0007,0.4367,0.7000,0.0958,0.0516,0.0094
19,0.3070,0.6667,4.5978,0.1441,0.2107,0.1441,0.1137,0.0850,0.0237,0.3250,0.1479,0.3240,0.0372,0.0483,0.3829,0.3256,0.0012,0.2611,0.6124,0.3097,0.0372,0.0094
20,0.3012,0.6707,4.2869,0.1523,0.1931,0.1523,0.1268,0.0899,0.0782,0.3063,0.1479,0.2395,0.1182,0.1141,0.2191,0.4935,0.0020,0.3831,0.7213,0.0736,0.0596,0.0283
21,0.2921,0.6770,4.7624,0.1199,0.1745,0.1199,0.1009,0.0670,0.0664,0.2500,0.4026,0.1820,0.0656,0.0875,0.2166,0.6072,0.0007,0.1847,0.4742,0.0694,0.0194,0.0094
22,0.2745,0.6893,4.5979,0.1528,0.1989,0.1528,0.1188,0.0903,0.2180,0.2875,0.0761,0.2641,0.0722,0.1086,0.1360,0.5504,0.0025,0.4538,0.7483,0.0222,0.0388,0.0189
23,0.2678,0.6949,4.4359,0.1575,0.2300,0.1575,0.1266,0.0930,0.0166,0.3063,0.0864,0.3543,0.2079,0.0947,0.4358,0.5685,0.0040,0.1277,0.6876,0.1042,0.0559,0.0472
24,0.2619,0.6972,4.9031,0.1198,0.2002,0.1198,0.0998,0.0739,0.0948,0.2812,0.4993,0.1846,0.0241,0.0389,0.2368,0.3824,0.0027,0.1745,0.6382,0.0375,0.0308,0.0189
