Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.8229,0.3347,1.7619,0.3466,0.3503,0.3466,0.3113,0.0342,0.0000,0.0316,0.2777,0.0827,0.3501,0.2369,0.5487,0.6793,0.0074,0.7441,0.0054,0.2635,0.0000
2,1.5523,0.4249,1.6075,0.3988,0.3757,0.3988,0.3714,0.0093,0.1827,0.1032,0.4445,0.0099,0.4966,0.0517,0.7055,0.5913,0.2481,0.6943,0.2607,0.3461,0.0000
3,1.4078,0.4684,1.4365,0.4469,0.4724,0.4469,0.4248,0.0000,0.4198,0.1644,0.3906,0.2457,0.5472,0.3819,0.5935,0.7394,0.0080,0.8904,0.2861,0.2879,0.1583
4,1.2859,0.5017,1.3427,0.4703,0.5024,0.4703,0.4603,0.0008,0.5457,0.2267,0.5205,0.1302,0.5094,0.2294,0.5013,0.6899,0.3130,0.9134,0.4997,0.3487,0.2194
5,1.2101,0.5242,1.3534,0.4663,0.4877,0.4663,0.4527,0.0000,0.4222,0.1146,0.3957,0.0957,0.5346,0.3465,0.4955,0.6097,0.1549,0.9510,0.4520,0.5878,0.2611
6,1.1570,0.5406,1.2246,0.5090,0.5109,0.5090,0.5034,0.0000,0.5877,0.2751,0.6157,0.1000,0.6426,0.4044,0.6581,0.5441,0.2827,0.9295,0.5021,0.5186,0.5306
7,1.1040,0.5590,1.1902,0.5169,0.5234,0.5169,0.5088,0.0000,0.6346,0.1644,0.5659,0.2494,0.6090,0.4472,0.6223,0.5873,0.0907,0.9770,0.5655,0.5910,0.3972
8,1.0634,0.5741,1.1632,0.5292,0.5258,0.5292,0.5195,0.0000,0.7309,0.2375,0.5464,0.4093,0.6584,0.4044,0.6364,0.5189,0.0611,0.9632,0.6572,0.6605,0.4528
9,1.0342,0.5843,1.1590,0.5303,0.5427,0.5303,0.5215,0.0031,0.6519,0.1847,0.5400,0.1253,0.5947,0.4323,0.5755,0.5791,0.2074,0.9655,0.6934,0.6878,0.4722
10,1.0065,0.5959,1.1574,0.5301,0.5606,0.5301,0.5262,0.0054,0.6247,0.1615,0.4831,0.2191,0.6458,0.4425,0.6242,0.5028,0.4043,0.9862,0.7001,0.7129,0.4972
